acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,genus,genusKey,species,speciesKey,iucnRedListCategory,splitScientificName,splitExtras,commonName,Subspecies
"Sipia nigricauda (Cassin, 1850)",274,SPECIES,ACCEPTED,Sipia,4846854.0,Sipia nigricauda,5788647.0,LC,Sipia nigricauda,"(Cassin, 1850)",Esmeraldas Antbird,
"Thamnophilus atrinucha Salvin & Godman, 1892",26,SPECIES,ACCEPTED,Thamnophilus,5959199.0,Thamnophilus atrinucha,5959200.0,LC,Thamnophilus atrinucha,"Salvin & Godman, 1892",Black-crowned Antshrike,
"Thamnophilus unicolor (P.L.Sclater, 1859)",352,SPECIES,ACCEPTED,Thamnophilus,5959199.0,Thamnophilus unicolor,5959212.0,LC,Thamnophilus unicolor,"(P.L.Sclater, 1859)",Uniform Antshrike,"Thamnophilus unicolor unicolor, 0.017341040462427744"
"Epinecrophylla fulviventris (Lawrence, 1862)",7,SPECIES,ACCEPTED,Epinecrophylla,7341726.0,Epinecrophylla fulviventris,5788655.0,LC,Epinecrophylla fulviventris,"(Lawrence, 1862)",Checker-throated Stipplethroat,
"Hafferia zeledoni (Pelzeln, 1868)",2571,SPECIES,ACCEPTED,Hafferia,9581587.0,Hafferia zeledoni,9379128.0,LC,Hafferia zeledoni,"(Pelzeln, 1868)",Zeledon'S Antbird,
"Entomodestes coracinus (Berlepsch, 1897)",58,SPECIES,ACCEPTED,Entomodestes,2490711.0,Entomodestes coracinus,2490712.0,LC,Entomodestes coracinus,"(Berlepsch, 1897)",Black Solitaire,
"Turdus fuscater Orbigny & Lafresnaye, 1837",190,SPECIES,ACCEPTED,Turdus,2490714.0,Turdus fuscater,2490717.0,LC,Turdus fuscater,"Orbigny & Lafresnaye, 1837",Great Thrush,
"Turdus obsoletus Lawrence, 1862",70,SPECIES,ACCEPTED,Turdus,2490714.0,Turdus obsoletus,2490754.0,LC,Turdus obsoletus,"Lawrence, 1862",Pale-vented Thrush,
"Turdus maculirostris Berlepsch & Taczanowski, 1884",7381,SPECIES,ACCEPTED,Turdus,2490714.0,Turdus maculirostris,2490776.0,LC,Turdus maculirostris,"Berlepsch & Taczanowski, 1884",Ecuadorian Thrush,
"Turdus serranus Tschudi, 1844",198,SPECIES,ACCEPTED,Turdus,2490714.0,Turdus serranus,2490784.0,LC,Turdus serranus,"Tschudi, 1844",Glossy-black Thrush,"Turdus serranus fuscobrunneus, 0.015384615384615385"
"Turdus leucops Taczanowski, 1877",261,SPECIES,ACCEPTED,Turdus,2490714.0,Turdus leucops,5789052.0,LC,Turdus leucops,"Taczanowski, 1877",Pale-eyed Thrush,
"Turdus daguae Berlepsch, 1897",2,SPECIES,ACCEPTED,Turdus,2490714.0,Turdus daguae,6100894.0,NE,Turdus daguae,"Berlepsch, 1897",Dagua Thrush,
"Turdus assimilis Cabanis, 1850",10,SPECIES,ACCEPTED,Turdus,2490714.0,Turdus assimilis,9529632.0,LC,Turdus assimilis,"Cabanis, 1850",White-throated Thrush,
"Catharus fuscater (Lafresnaye, 1845)",49,SPECIES,ACCEPTED,Catharus,2490799.0,Catharus fuscater,2490802.0,LC,Catharus fuscater,"(Lafresnaye, 1845)",Slaty-backed Nightingale-Thrush,
"Catharus dryas maculatus (P.L.Sclater, 1858)",105,SPECIES,SYNONYM,Catharus,2490799.0,Catharus dryas,2490808.0,LC,Catharus maculatus,"(P.L.Sclater, 1858)",Speckled Nightingale-Thrush,
"Catharus ustulatus (Nuttall, 1840)",3632,SPECIES,ACCEPTED,Catharus,2490799.0,Catharus ustulatus,2490821.0,LC,Catharus ustulatus,"(Nuttall, 1840)",Swainson'S Thrush,"Catharus ustulatus swainsoni, 0.0005509641873278236"
"Myadestes ralloides (Orbigny, 1840)",1799,SPECIES,ACCEPTED,Myadestes,2490834.0,Myadestes ralloides,2490848.0,LC,Myadestes ralloides,"(Orbigny, 1840)",Andean Solitaire,"Myadestes ralloides plumbeiceps, 0.0033463469046291134"
"Anairetes parulus (Kittlitz, 1830)",13,SPECIES,ACCEPTED,Anairetes,2482676.0,Anairetes parulus,2482688.0,LC,Anairetes parulus,"(Kittlitz, 1830)",Tufted Tit-Tyrant,
"Leptopogon superciliaris Tschudi, 1844",3775,SPECIES,ACCEPTED,Leptopogon,2482709.0,Leptopogon superciliaris,5229505.0,LC,Leptopogon superciliaris,"Tschudi, 1844",Slaty-capped Flycatcher,"Leptopogon superciliaris superciliaris, 0.002658160552897395; Leptopogon superciliaris transandinus, 0.0007953340402969247"
"Empidonax traillii (Audubon, 1828)",2,SPECIES,ACCEPTED,Empidonax,2482766.0,Empidonax traillii,2482786.0,LC,Empidonax traillii,"(Audubon, 1828)",Willow Flycatcher,
"Empidonax virescens (Vieillot, 1818)",569,SPECIES,ACCEPTED,Empidonax,2482766.0,Empidonax virescens,2482802.0,LC,Empidonax virescens,"(Vieillot, 1818)",Acadian Flycatcher,
"Mionectes striaticollis (Orbigny & Lafresnaye, 1837)",274,SPECIES,ACCEPTED,Mionectes,2482811.0,Mionectes striaticollis,5229534.0,LC,Mionectes striaticollis,"(Orbigny & Lafresnaye, 1837)",Streak-necked Flycatcher,
"Mionectes oleagineus (Lichtenstein, 1823)",4,SPECIES,ACCEPTED,Mionectes,2482811.0,Mionectes oleagineus,5229541.0,LC,Mionectes oleagineus,"(Lichtenstein, 1823)",Ochre-bellied Flycatcher,
"Mionectes olivaceus Lawrence, 1868",10,SPECIES,ACCEPTED,Mionectes,2482811.0,Mionectes olivaceus,9504121.0,LC,Mionectes olivaceus,"Lawrence, 1868",Olive-streaked Flycatcher,"Mionectes olivaceus hederaceus, 4.0"
"Mionectes galbinus Bangs, 1902",248,SPECIES,ACCEPTED,Mionectes,2482811.0,Mionectes galbinus,10803607.0,LC,Mionectes galbinus,"Bangs, 1902",Olive-striped Flycatcher,"Mionectes galbinus hederaceus, 0.012244897959183673"
"Fluvicola nengeta (Linnaeus, 1766)",2193,SPECIES,ACCEPTED,Fluvicola,2482857.0,Fluvicola nengeta,5229568.0,LC,Fluvicola nengeta,"(Linnaeus, 1766)",Masked Water Tyrant,"Fluvicola nengeta atripennis, 0.0004562043795620438"
"Myiornis atricapillus (Lawrence, 1875)",12,SPECIES,ACCEPTED,Myiornis,2482865.0,Myiornis atricapillus,2482867.0,LC,Myiornis atricapillus,"(Lawrence, 1875)",Black-capped Pygmy Tyrant,
"Tolmomyias assimilis flavotectus (Hartert, 1902)",31,SPECIES,SYNONYM,Tolmomyias,2482872.0,Tolmomyias assimilis,2482899.0,LC,Tolmomyias flavotectus,"(Hartert & Ejo, 1902)",Yellow-winged Flatbill,
"Myiozetetes similis (Spix, 1825)",2735,SPECIES,ACCEPTED,Myiozetetes,2482912.0,Myiozetetes similis,2482913.0,LC,Myiozetetes similis,"(Spix, 1825)",Social Flycatcher,
"Myiozetetes cayanensis (Linnaeus, 1766)",5768,SPECIES,ACCEPTED,Myiozetetes,2482912.0,Myiozetetes cayanensis,2482921.0,LC,Myiozetetes cayanensis,"(Linnaeus, 1766)",Rusty-margined Flycatcher,"Myiozetetes cayanensis hellmayri, 0.0008676036786395974"
"Myiozetetes granadensis Lawrence, 1862",479,SPECIES,ACCEPTED,Myiozetetes,2482912.0,Myiozetetes granadensis,2482929.0,LC,Myiozetetes granadensis,"Lawrence, 1862",Grey-capped Flycatcher,
"Legatus leucophaius (Vieillot, 1818)",362,SPECIES,ACCEPTED,Legatus,2482939.0,Legatus leucophaius,2482940.0,LC,Legatus leucophaius,"(Vieillot, 1818)",Piratic Flycatcher,
"Myiopagis viridicata (Vieillot, 1817)",75,SPECIES,ACCEPTED,Myiopagis,2482944.0,Myiopagis viridicata,2482947.0,LC,Myiopagis viridicata,"(Vieillot, 1817)",Greenish Elaenia,
"Knipolegus poecilurus (P.L.Sclater, 1862)",1,SPECIES,ACCEPTED,Knipolegus,2483026.0,Knipolegus poecilurus,2483043.0,LC,Knipolegus poecilurus,"(P.L.Sclater, 1862)",Rufous-tailed Tyrant,
"Platyrinchus mystaceus Vieillot, 1818",321,SPECIES,ACCEPTED,Platyrinchus,2483053.0,Platyrinchus mystaceus,9701018.0,LC,Platyrinchus mystaceus,"Vieillot, 1818",White-throated Spadebill,"Platyrinchus mystaceus albogularis, 0.01904761904761905"
"Elaenia flavogaster (Thunberg, 1822)",1256,SPECIES,ACCEPTED,Elaenia,2483089.0,Elaenia flavogaster,5229606.0,LC,Elaenia flavogaster,"(Thunberg, 1822)",Yellow-bellied Elaenia,"Elaenia flavogaster semipagana, 0.0007968127490039841"
"Elaenia albiceps (Orbigny & Lafresnaye, 1837)",128,SPECIES,ACCEPTED,Elaenia,2483089.0,Elaenia albiceps,5229651.0,LC,Elaenia albiceps,"(Orbigny & Lafresnaye, 1837)",White-crested Elaenia,
"Elaenia brachyptera Berlepsch, 1907",678,SPECIES,ACCEPTED,Elaenia,2483089.0,Elaenia brachyptera,8921536.0,LC,Elaenia brachyptera,"Berlepsch, 1907",Coopmans'S Elaenia,
"Elaenia pallatangae P.L.Sclater, 1862",117,SPECIES,ACCEPTED,Elaenia,2483089.0,Elaenia pallatangae,9514023.0,LC,Elaenia pallatangae,"P.L.Sclater, 1862",Sierran Elaenia,
"Ochthoeca cinnamomeiventris (Lafresnaye, 1843)",55,SPECIES,ACCEPTED,Ochthoeca,2483148.0,Ochthoeca cinnamomeiventris,2483152.0,LC,Ochthoeca cinnamomeiventris,"(Lafresnaye, 1843)",Slaty-backed Chat-Tyrant,
"Ochthoeca diadema (Hartlaub, 1843)",22,SPECIES,SYNONYM,Ochthoeca,2483148.0,Ochthoeca diadema,2483172.0,LC,Silvicultrix diadema,"(Hartlaub, 1843)",Yellow-bellied Chat-Tyrant,
"Ochthoeca frontalis (Lafresnaye, 1847)",1,SPECIES,ACCEPTED,Ochthoeca,2483148.0,Ochthoeca frontalis,2483194.0,LC,Ochthoeca frontalis,"(Lafresnaye, 1847)",Crowned Chat-Tyrant,
"Phylloscartes ophthalmicus (Taczanowski, 1874)",923,SPECIES,SYNONYM,Phylloscartes,2483199.0,Phylloscartes ophthalmicus,2483217.0,LC,Pogonotriccus ophthalmicus,"Taczanowski, 1874",Marble-faced Bristle Tyrant,
"Todirostrum nigriceps P.L.Sclater, 1855",37,SPECIES,ACCEPTED,Todirostrum,2483258.0,Todirostrum nigriceps,2483261.0,LC,Todirostrum nigriceps,"P.L.Sclater, 1855",Black-headed Tody-Flycatcher,
"Todirostrum cinereum (Linnaeus, 1766)",1482,SPECIES,ACCEPTED,Todirostrum,2483258.0,Todirostrum cinereum,2483274.0,LC,Todirostrum cinereum,"(Linnaeus, 1766)",Common Tody-Flycatcher,"Todirostrum cinereum sclateri, 0.0013513513513513514"
"Myiobius villosus P.L.Sclater, 1860",383,SPECIES,ACCEPTED,Myiobius,2483292.0,Myiobius villosus,2483293.0,LC,Myiobius villosus,"P.L.Sclater, 1860",Tawny-breasted Myiobius,"Myiobius villosus villosus, 0.013227513227513227"
"Myiobius barbatus sulphureipygius (P.L.Sclater, 1857)",41,SPECIES,SYNONYM,Myiobius,2483292.0,Myiobius barbatus,2483306.0,LC,Myiobius sulphureipygius,"(P.L.Sclater, 1857)",Sulphur-rumped Myiobius,
"Myiotheretes striaticollis (P.L.Sclater, 1853)",9,SPECIES,ACCEPTED,Myiotheretes,2483325.0,Myiotheretes striaticollis,2483326.0,LC,Myiotheretes striaticollis,"(P.L.Sclater, 1853)",Streak-throated Bush Tyrant,
"Myiotheretes fumigatus (Boissonneau, 1840)",4,SPECIES,ACCEPTED,Myiotheretes,2483325.0,Myiotheretes fumigatus,2483329.0,LC,Myiotheretes fumigatus,"(Boissonneau, 1840)",Smoky Bush Tyrant,
"Tyrannus melancholicus Vieillot, 1819",10192,SPECIES,ACCEPTED,Tyrannus,2483336.0,Tyrannus melancholicus,5229662.0,LC,Tyrannus melancholicus,"Vieillot, 1819",Tropical Kingbird,"Tyrannus melancholicus melancholicus, 0.00039261876717707107"
"Tyrannus niveigularis P.L.Sclater, 1860",87,SPECIES,ACCEPTED,Tyrannus,2483336.0,Tyrannus niveigularis,5229677.0,LC,Tyrannus niveigularis,"P.L.Sclater, 1860",Snowy-throated Kingbird,
"Tyrannus tyrannus (Linnaeus, 1758)",6,SPECIES,ACCEPTED,Tyrannus,2483336.0,Tyrannus tyrannus,5229688.0,LC,Tyrannus tyrannus,"(Linnaeus, 1758)",Eastern Kingbird,
"Tyrannus savana Vieillot, 1808",7,SPECIES,ACCEPTED,Tyrannus,2483336.0,Tyrannus savana,5229693.0,LC,Tyrannus savana,"Vieillot, 1808",Fork-tailed Flycatcher,
"Ornithion brunneicapillus (Lawrence, 1862)",51,SPECIES,ACCEPTED,Ornithion,2483379.0,Ornithion brunneicapillus,2483382.0,LC,Ornithion brunneicapillus,"(Lawrence, 1862)",Brown-capped Tyrannulet,
"Lophotriccus pileatus (Tschudi, 1844)",5149,SPECIES,ACCEPTED,Lophotriccus,2483395.0,Lophotriccus pileatus,2483402.0,LC,Lophotriccus pileatus,"(Tschudi, 1844)",Scale-crested Pygmy Tyrant,"Lophotriccus pileatus squamaecrista, 0.0027269185820023374; Lophotriccus pileatus luteiventris, 0.00019425019425019425"
"Megarynchus pitangua (Linnaeus, 1766)",121,SPECIES,ACCEPTED,Megarynchus,2483409.0,Megarynchus pitangua,2483410.0,LC,Megarynchus pitangua,"(Linnaeus, 1766)",Boat-billed Flycatcher,
"Rhynchocyclus pacificus (Chapman, 1914)",13,SPECIES,ACCEPTED,Rhynchocyclus,2483432.0,Rhynchocyclus pacificus,5229712.0,LC,Rhynchocyclus pacificus,"(Chapman, 1914)",Pacific Flatbill,
"Rhynchocyclus fulvipectus (P.L.Sclater, 1860)",32,SPECIES,ACCEPTED,Rhynchocyclus,2483432.0,Rhynchocyclus fulvipectus,5229713.0,LC,Rhynchocyclus fulvipectus,"(P.L.Sclater, 1860)",Fulvous-breasted Flatbill,
"Myiodynastes hemichrysus (Cabanis, 1861)",2854,SPECIES,ACCEPTED,Myiodynastes,2483488.0,Myiodynastes hemichrysus,2483489.0,LC,Myiodynastes hemichrysus,"(Cabanis, 1861)",Golden-bellied Flycatcher,"Myiodynastes hemichrysus minor, 0.005992245329573493"
"Myiodynastes chrysocephalus (Tschudi, 1844)",8,SPECIES,ACCEPTED,Myiodynastes,2483488.0,Myiodynastes chrysocephalus,2483490.0,LC,Myiodynastes chrysocephalus,"(Tschudi, 1844)",Golden-crowned Flycatcher,"Myiodynastes chrysocephalus minor, 0.3333333333333333"
"Myiodynastes maculatus (Statius Muller, 1776)",317,SPECIES,ACCEPTED,Myiodynastes,2483488.0,Myiodynastes maculatus,2483497.0,LC,Myiodynastes maculatus,"(Statius Muller, 1776)",Streaked Flycatcher,
"Camptostoma obsoletum (Temminck, 1824)",1808,SPECIES,ACCEPTED,Camptostoma,2483506.0,Camptostoma obsoletum,2483511.0,LC,Camptostoma obsoletum,"(Temminck, 1824)",Southern Beardless Tyrannulet,"Camptostoma obsoletum sclateri, 0.0022172949002217295"
"Myiarchus tuberculifer (Orbigny & Lafresnaye, 1837)",4322,SPECIES,ACCEPTED,Myiarchus,2483527.0,Myiarchus tuberculifer,2483531.0,LC,Myiarchus tuberculifer,"(Orbigny & Lafresnaye, 1837)",Dusky-capped Flycatcher,"Myiarchus tuberculifer nigriceps, 0.0011582117211026176"
"Sayornis nigricans (Swainson, 1827)",6444,SPECIES,ACCEPTED,Sayornis,2483605.0,Sayornis nigricans,2483612.0,LC,Sayornis nigricans,"(Swainson, 1827)",Black Phoebe,"Sayornis nigricans angustirostris, 0.003581996573742408"
"Attila spadiceus (Gmelin, 1789)",52,SPECIES,ACCEPTED,Attila,2483622.0,Attila spadiceus,2483629.0,LC,Attila spadiceus,"(Gmelin, 1789)",Bright-rumped Attila,"Attila spadiceus parambae, 0.08333333333333333"
"Pyrocephalus rubinus (Boddaert, 1783)",23,SPECIES,ACCEPTED,Pyrocephalus,2483646.0,Pyrocephalus rubinus,2483647.0,LC,Pyrocephalus rubinus,"(Boddaert, 1783)",Scarlet Flycatcher,
"Myiotriccus ornatus (Lafresnaye, 1853)",5940,SPECIES,ACCEPTED,Myiotriccus,2483665.0,Myiotriccus ornatus,2483666.0,LC,Myiotriccus ornatus,"(Lafresnaye, 1853)",Ornate Flycatcher,"Myiotriccus ornatus stellatus, 0.0015174506828528073"
"Rhytipterna holerythra (P.L.Sclater & Salvin, 1860)",5,SPECIES,ACCEPTED,Rhytipterna,2483671.0,Rhytipterna holerythra,2483673.0,LC,Rhytipterna holerythra,"(P.L.Sclater & Salvin, 1860)",Rufous Mourner,
"Contopus virens (Linnaeus, 1766)",1,SPECIES,ACCEPTED,Contopus,2483729.0,Contopus virens,5229734.0,LC,Contopus virens,"(Linnaeus, 1766)",Eastern Wood Pewee,
"Contopus cooperi (Nuttall, 1831)",299,SPECIES,ACCEPTED,Contopus,2483729.0,Contopus cooperi,5229743.0,NT,Contopus cooperi,"(Nuttall, 1831)",Olive-sided Flycatcher,
"Contopus sordidulus P.L.Sclater, 1859",1404,SPECIES,ACCEPTED,Contopus,2483729.0,Contopus sordidulus,5229754.0,LC,Contopus sordidulus,"P.L.Sclater, 1859",Western Wood Pewee,
"Contopus fumigatus (Orbigny & Lafresnaye, 1837)",841,SPECIES,ACCEPTED,Contopus,2483729.0,Contopus fumigatus,5229760.0,LC,Contopus fumigatus,"(Orbigny & Lafresnaye, 1837)",Smoke-colored Pewee,"Contopus fumigatus zarumae, 0.0011904761904761906"
"Lathrotriccus griseipectus (Lawrence, 1869)",2,SPECIES,ACCEPTED,Lathrotriccus,2483791.0,Lathrotriccus griseipectus,2483801.0,VU,Lathrotriccus griseipectus,"(Lawrence, 1869)",Grey-breasted Flycatcher,
"Pseudotriccus pelzelni Taczanowski & Berlepsch, 1885",82,SPECIES,ACCEPTED,Pseudotriccus,2483813.0,Pseudotriccus pelzelni,2483814.0,LC,Pseudotriccus pelzelni,"Taczanowski & Berlepsch, 1885",Bronze-olive Pygmy Tyrant,"Pseudotriccus pelzelni annectens, 0.05128205128205128"
"Pseudotriccus ruficeps (Lafresnaye, 1843)",28,SPECIES,ACCEPTED,Pseudotriccus,2483813.0,Pseudotriccus ruficeps,2483820.0,LC,Pseudotriccus ruficeps,"(Lafresnaye, 1843)",Rufous-headed Pygmy Tyrant,
"Mecocerculus leucophrys (Orbigny & Lafresnaye, 1837)",2,SPECIES,ACCEPTED,Mecocerculus,2483821.0,Mecocerculus leucophrys,2483822.0,LC,Mecocerculus leucophrys,"(Orbigny & Lafresnaye, 1837)",White-throated Tyrannulet,
"Mecocerculus poecilocercus (P.L.Sclater & Salvin, 1873)",263,SPECIES,ACCEPTED,Mecocerculus,2483821.0,Mecocerculus poecilocercus,2483836.0,LC,Mecocerculus poecilocercus,"(P.L.Sclater & Salvin, 1873)",White-tailed Tyrannulet,
"Mecocerculus calopterus (P.L.Sclater, 1859)",153,SPECIES,ACCEPTED,Mecocerculus,2483821.0,Mecocerculus calopterus,2483843.0,LC,Mecocerculus calopterus,"(P.L.Sclater, 1859)",Rufous-winged Tyrannulet,
"Capsiempis flaveola (Lichtenstein, 1823)",1973,SPECIES,ACCEPTED,Capsiempis,2483844.0,Capsiempis flaveola,2483845.0,LC,Capsiempis flaveola,"(Lichtenstein, 1823)",Yellow Tyrannulet,"Capsiempis flaveola magnirostris, 0.002031488065007618"
"Capsiempis flaveola (Lichtenstein, 1823)",2,SPECIES,SYNONYM,Capsiempis,2483844.0,Capsiempis flaveola,2483845.0,NE,Phylloscartes flaveola,"(Lichtenstein, 1823)",,
"Tyrannulus elatus (Latham, 1790)",142,SPECIES,ACCEPTED,Tyrannulus,2483854.0,Tyrannulus elatus,2483855.0,LC,Tyrannulus elatus,"(Latham, 1790)",Yellow-crowned Tyrannulet,
"Poecilotriccus ruficeps (Kaup, 1852)",35,SPECIES,ACCEPTED,Poecilotriccus,2483869.0,Poecilotriccus ruficeps,2483882.0,LC,Poecilotriccus ruficeps,"(Kaup, 1852)",Rufous-crowned Tody-Flycatcher,"Poecilotriccus ruficeps rufigenis, 0.029411764705882353"
"Pyrrhomyias cinnamomeus (Orbigny & Lafresnaye, 1837)",125,SPECIES,ACCEPTED,Pyrrhomyias,2483913.0,Pyrrhomyias cinnamomeus,2483914.0,LC,Pyrrhomyias cinnamomeus,"(Orbigny & Lafresnaye, 1837)",Cinnamon Flycatcher,"Pyrrhomyias cinnamomeus pyrrhopterus, 0.008064516129032258"
"Zimmerius viridiflavus (Tschudi, 1844)",1,SPECIES,ACCEPTED,Zimmerius,2483931.0,Zimmerius viridiflavus,2483935.0,LC,Zimmerius viridiflavus,"(Tschudi, 1844)",Peruvian Tyrannulet,
"Zimmerius chrysops albigularis (Chapman, 1924)",4442,SPECIES,SYNONYM,Zimmerius,2483931.0,Zimmerius chrysops,2483936.0,LC,Zimmerius albigularis,"(Chapman, 1924)",Choco Tyrannulet,
"Zimmerius chrysops (P.L.Sclater, 1859)",1,SPECIES,ACCEPTED,Zimmerius,2483931.0,Zimmerius chrysops,2483936.0,LC,Zimmerius chrysops,"(P.L.Sclater, 1859)",Golden-faced Tyrannulet,
"Serpophaga cinerea (Tschudi, 1844)",2030,SPECIES,ACCEPTED,Serpophaga,2483957.0,Serpophaga cinerea,2483963.0,LC,Serpophaga cinerea,"(Tschudi, 1844)",Torrent Tyrannulet,"Serpophaga cinerea cinerea, 0.003956478733926805"
"Colonia colonus (Vieillot, 1818)",4,SPECIES,ACCEPTED,Colonia,2484014.0,Colonia colonus,5229809.0,LC,Colonia colonus,"(Vieillot, 1818)",Long-tailed Tyrant,
"Phyllomyias griseiceps (P.L.Sclater & Salvin, 1871)",143,SPECIES,ACCEPTED,Phyllomyias,2484032.0,Phyllomyias griseiceps,2484033.0,LC,Phyllomyias griseiceps,"(P.L.Sclater & Salvin, 1871)",Sooty-headed Tyrannulet,
"Phyllomyias nigrocapillus (Lafresnaye, 1845)",21,SPECIES,ACCEPTED,Phyllomyias,2484032.0,Phyllomyias nigrocapillus,2484038.0,LC,Phyllomyias nigrocapillus,"(Lafresnaye, 1845)",Black-capped Tyrannulet,
"Phyllomyias cinereiceps (P.L.Sclater, 1860)",364,SPECIES,ACCEPTED,Phyllomyias,2484032.0,Phyllomyias cinereiceps,2484046.0,LC,Phyllomyias cinereiceps,"(P.L.Sclater, 1860)",Ashy-headed Tyrannulet,
"Phyllomyias uropygialis (Lawrence, 1869)",12,SPECIES,ACCEPTED,Phyllomyias,2484032.0,Phyllomyias uropygialis,2484048.0,LC,Phyllomyias uropygialis,"(Lawrence, 1869)",Tawny-rumped Tyrannulet,
"Phyllomyias burmeisteri zeledoni (Lawrence, 1869)",3,SPECIES,SYNONYM,Phyllomyias,2484032.0,Phyllomyias burmeisteri,2484049.0,LC,Phyllomyias zeledoni,"(Lawrence, 1869)",White-fronted Tyrannulet,
"Myiophobus pulcher (P.L.Sclater, 1861)",1,SPECIES,SYNONYM,Myiophobus,5229779.0,Myiophobus pulcher,5229786.0,LC,Nephelomyias pulcher,"(P.L.Sclater, 1861)",Handsome Flycatcher,
"Myiophobus flavicans (P.L.Sclater, 1861)",115,SPECIES,ACCEPTED,Myiophobus,5229779.0,Myiophobus flavicans,5229791.0,LC,Myiophobus flavicans,"(P.L.Sclater, 1861)",Flavescent Flycatcher,"Myiophobus flavicans flavicans, 0.008771929824561403"
"Myiophobus phoenicomitra (Taczanowski & Berlepsch, 1885)",12,SPECIES,ACCEPTED,Myiophobus,5229779.0,Myiophobus phoenicomitra,5229797.0,LC,Myiophobus phoenicomitra,"(Taczanowski & Berlepsch, 1885)",Orange-crested Flycatcher,"Myiophobus phoenicomitra litae, 0.7142857142857143"
"Myiophobus fasciatus crypterythrus (P.L.Sclater, 1861)",774,SPECIES,SYNONYM,Myiophobus,5229779.0,Myiophobus fasciatus,5229801.0,LC,Myiophobus crypterythrus,"(P.L.Sclater, 1861)",Mouse-gray Flycatcher,
"Myiophobus fasciatus (Statius Muller, 1776)",57,SPECIES,ACCEPTED,Myiophobus,5229779.0,Myiophobus fasciatus,5229801.0,LC,Myiophobus fasciatus,"(Statius Muller, 1776)",Bran-colored Flycatcher,"Myiophobus fasciatus crypterythrus, 0.07547169811320754"
"Lonchura malacca (Linnaeus, 1766)",3,SPECIES,ACCEPTED,Lonchura,2493593.0,Lonchura malacca,2493626.0,LC,Lonchura malacca,"(Linnaeus, 1766)",Tricoloured Munia,
"Cacicus uropygialis Lafresnaye, 1843",846,SPECIES,ACCEPTED,Cacicus,2484110.0,Cacicus uropygialis,5229817.0,LC,Cacicus uropygialis,"Lafresnaye, 1843",Subtropical Cacique,
"Cacicus uropygialis microrhynchus (P.L.Sclater & Salvin, 1865)",6,SPECIES,SYNONYM,Cacicus,2484110.0,Cacicus uropygialis,5229817.0,LC,Cacicus microrhynchus,"(P.L.Sclater & Salvin, 1865)",Scarlet-rumped Cacique,
"Cacicus cela (Linnaeus, 1758)",3,SPECIES,ACCEPTED,Cacicus,2484110.0,Cacicus cela,5229832.0,LC,Cacicus cela,"(Linnaeus, 1758)",Yellow-rumped Cacique,
"Psarocolius angustifrons (Spix, 1824)",235,SPECIES,ACCEPTED,Psarocolius,2484215.0,Psarocolius angustifrons,2484222.0,LC,Psarocolius angustifrons,"(Spix, 1824)",Russet-backed Oropendola,"Psarocolius angustifrons atrocastaneus, 0.008583690987124463"
"Sturnella militaris (Linnaeus, 1758)",1,SPECIES,SYNONYM,Sturnella,2484248.0,Sturnella militaris,2484250.0,LC,Leistes militaris,"(Linnaeus, 1758)",Red-breasted Meadowlark,
"Icterus mesomelas (Wagler, 1829)",1160,SPECIES,ACCEPTED,Icterus,2484282.0,Icterus mesomelas,5229869.0,LC,Icterus mesomelas,"(Wagler, 1829)",Yellow-tailed Oriole,
"Molothrus oryzivorus (Gmelin, 1788)",993,SPECIES,ACCEPTED,Molothrus,2484385.0,Molothrus oryzivorus,2484386.0,LC,Molothrus oryzivorus,"(Gmelin, 1788)",Giant Cowbird,
"Molothrus oryzivorus (Gmelin, 1788)",1,SPECIES,SYNONYM,Molothrus,2484385.0,Molothrus oryzivorus,2484386.0,LC,Scaphidura oryzivora,"(Gmelin, 1788)",Giant Cowbird,
"Molothrus bonariensis (Gmelin, 1789)",3207,SPECIES,ACCEPTED,Molothrus,2484385.0,Molothrus bonariensis,2484396.0,LC,Molothrus bonariensis,"(Gmelin, 1789)",Shiny Cowbird,
"Amblycercus holosericeus (Deppe, 1830)",23,SPECIES,ACCEPTED,Amblycercus,2484418.0,Amblycercus holosericeus,2484419.0,LC,Amblycercus holosericeus,"(Deppe, 1830)",Yellow-billed Cacique,
"Dives warczewiczi (Cabanis, 1861)",3405,SPECIES,ACCEPTED,Dives,2484433.0,Dives warczewiczi,6100778.0,LC,Dives warczewiczi,"(Cabanis, 1861)",Scrub Blackbird,"Dives warczewiczi warczewiczi, 0.0008818342151675485"
"Piranga rubra (Linnaeus, 1758)",1818,SPECIES,ACCEPTED,Piranga,2488483.0,Piranga rubra,2488485.0,LC,Piranga rubra,"(Linnaeus, 1758)",Summer Tanager,
"Piranga leucoptera Trudeau, 1840",1706,SPECIES,ACCEPTED,Piranga,2488483.0,Piranga leucoptera,2488493.0,LC,Piranga leucoptera,"Trudeau, 1840",White-winged Tanager,"Piranga leucoptera ardens, 0.00589622641509434"
"Piranga flava (Vieillot, 1822)",1,SPECIES,ACCEPTED,Piranga,2488483.0,Piranga flava,2488498.0,LC,Piranga flava,"(Vieillot, 1822)",Red Tanager,
"Piranga olivacea (J.F.Gmelin, 1789)",9,SPECIES,ACCEPTED,Piranga,2488483.0,Piranga olivacea,2488517.0,LC,Piranga olivacea,"(J.F.Gmelin, 1789)",Scarlet Tanager,
