,scientificName,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory,synScientificName,accScientificName,synSplitExtras,accSplitExtras,Unnamed: 0,sort v2024,14.1,speciesCode_eBird,scientificName_Clements,scientificName_IOC,commonName_Clements,commonName_IOC,rank_Clements,rank_IOC,species_Clements,genus_Clements,family_Clements,species_IOC,genus_IOC,family_IOC,family_english_Clements,order_IOC,order_english_Clements,authority_IOC,extinct_Clements,extinctYear_Clements,extinct_Clements.1,range_Clements,breedingRange_IOC,nonbreedingRange_IOC
631,Phaethornis syrmatophorus syrmatophorus,Phaethornis syrmatophorus syrmatophorus,9,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Phaethornis,2476571.0,Phaethornis syrmatophorus,2476589.0,,,Phaethornis syrmatophorus syrmatophorus,,,22030,4211.0,2470,tabher2,Phaethornis syrmatophorus syrmatophorus,Phaethornis syrmatophorus syrmatophorus,,,subspecies,ssp,Phaethornis syrmatophorus,Phaethornis,Trochilidae,Phaethornis syrmatophorus,Phaethornis,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"Gould, 1852",,,,western Andes of Colombia to southwestern Ecuador,w Colombia and sw Ecuador,
632,"Phaethornis striigularis Gould, 1854","Phaethornis striigularis Gould, 1854",600,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Phaethornis,2476571.0,Phaethornis striigularis,2476600.0,LC,,Phaethornis striigularis,,"Gould, 1854",22018,4255.0,2435,stther2,Phaethornis striigularis,Phaethornis striigularis,Stripe-throated Hermit,Stripe-throated Hermit,species,Species,,Phaethornis,Trochilidae,,Phaethornis,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"Gould, 1854",,,,,"MA, SA : s Mexico to Venezuela and w Ecuador",
633,"Phaethornis atrimentalis Lawrence, 1858","Phaethornis atrimentalis Lawrence, 1858",1,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Phaethornis,2476571.0,Phaethornis atrimentalis,2476632.0,LC,,Phaethornis atrimentalis,,"Lawrence, 1858",21965,4252.0,2432,bkther1,Phaethornis atrimentalis,Phaethornis atrimentalis,Black-throated Hermit,Black-throated Hermit,species,Species,,Phaethornis,Trochilidae,,Phaethornis,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"Lawrence, 1858",,,,,SA : Colombia to n Peru,
634,"Eriocnemis nigrivestis (Bourcier & Mulsant, 1852)","Eriocnemis nigrivestis (Bourcier & Mulsant, 1852)",1,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Eriocnemis,2476643.0,Eriocnemis nigrivestis,5228530.0,EN,,Eriocnemis nigrivestis,,"(Bourcier & Mulsant, 1852)",11161,4524.0,2748,blbpuf3,Eriocnemis nigrivestis,Eriocnemis nigrivestis,Black-breasted Puffleg,Black-breasted Puffleg,species,Species,,Eriocnemis,Trochilidae,,Eriocnemis,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Bourcier & Mulsant, 1852)",,,,"Andes of northern Ecuador (Pichincha, Atacazo, and Imbabura)",SA : nw Ecuador,
635,"Heliangelus strophianus (Gould, 1846)","Heliangelus strophianus (Gould, 1846)",203,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Heliangelus,2476694.0,Heliangelus strophianus,2476710.0,LC,,Heliangelus strophianus,,"(Gould, 1846)",13713,4358.0,2580,gorsun1,Heliangelus strophianus,Heliangelus strophianus,Gorgeted Sunangel,Gorgeted Sunangel,species,Species,,Heliangelus,Trochilidae,,Heliangelus,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Gould, 1846)",,,,Andes of southwestern Colombia (Nariño) and northwestern Ecuador,SA : sw Colombia and nw Ecuador,
636,"Anthracothorax nigricollis (Vieillot, 1817)","Anthracothorax nigricollis (Vieillot, 1817)",29,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Anthracothorax,2476712.0,Anthracothorax nigricollis,2476718.0,LC,,Anthracothorax nigricollis,,"(Vieillot, 1817)",1769,4329.0,2557,bltman1,Anthracothorax nigricollis,Anthracothorax nigricollis,Black-throated Mango,Black-throated Mango,species,Species,,Anthracothorax,Trochilidae,,Anthracothorax,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Vieillot, 1817)",,,,,"MA, SA : wc Panama to ne Argentina and Uruguay",
637,"Boissonneaua jardini (Bourcier, 1851)","Boissonneaua jardini (Bourcier, 1851)",1251,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Boissonneaua,2476785.0,Boissonneaua jardini,2476786.0,LC,,Boissonneaua jardini,,"(Bourcier, 1851)",3518,4621.0,2845,vepcor1,Boissonneaua jardini,Boissonneaua jardini,Velvet-purple Coronet,Velvet-purple Coronet,species,Species,,Boissonneaua,Trochilidae,,Boissonneaua,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Bourcier, 1851)",,,,western Andes of southwestern Colombia and northwestern Ecuador,SA : sw Colombia to nw Ecuador,
638,"Boissonneaua flavescens (Loddiges, 1832)","Boissonneaua flavescens (Loddiges, 1832)",411,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Boissonneaua,2476785.0,Boissonneaua flavescens,2476787.0,LC,,Boissonneaua flavescens,,"(Loddiges, 1832)",3515,4617.0,2841,butcor1,Boissonneaua flavescens,Boissonneaua flavescens,Buff-tailed Coronet,Buff-tailed Coronet,species,Species,,Boissonneaua,Trochilidae,,Boissonneaua,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Loddiges, 1832)",,,,,SA : Venezuela to Ecuador,
639,"Boissonneaua flavescens tinochlora Oberholser, 1902","Boissonneaua flavescens tinochlora Oberholser, 1902",3,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Boissonneaua,2476785.0,Boissonneaua flavescens,2476787.0,,,Boissonneaua flavescens tinochlora,,"Oberholser, 1902",3517,4619.0,2843,butcor3,Boissonneaua flavescens tinochlora,Boissonneaua flavescens tinochlora,,,subspecies,ssp,Boissonneaua flavescens,Boissonneaua,Trochilidae,Boissonneaua flavescens,Boissonneaua,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"Oberholser, 1902",,,,Andes of southwestern Colombia and adjacent northwestern Ecuador,sw Colombia and w Ecuador,
640,"Metallura tyrianthina (Loddiges, 1832)","Metallura tyrianthina (Loddiges, 1832)",32,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Metallura,2476858.0,Metallura tyrianthina,2476860.0,LC,,Metallura tyrianthina,,"(Loddiges, 1832)",17781,4487.0,2711,tyrmet1,Metallura tyrianthina,Metallura tyrianthina,Tyrian Metaltail,Tyrian Metaltail,species,Species,,Metallura,Trochilidae,,Metallura,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Loddiges, 1832)",,,,,SA : n Venezuela to n Bolivia,
641,"Urochroa bougueri (Bourcier, 1851)","Urochroa bougueri (Bourcier, 1851)",927,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Urochroa,2476896.0,Urochroa bougueri,2476897.0,LC,,Urochroa bougueri,,"(Bourcier, 1851)",31503,4634.0,2858,whthil2,Urochroa bougueri,Urochroa bougueri,Rufous-gaped Hillstar,Rufous-gaped Hillstar,species,Species,,Urochroa,Trochilidae,,Urochroa,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Bourcier, 1851)",,,,Andes of southwestern Colombia and northwestern Ecuador,SA : sw Colombia to nw Ecuador,
642,"Discosura conversii (Bourcier & Mulsant, 1846)","Discosura conversii (Bourcier & Mulsant, 1846)",2174,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Discosura,2476900.0,Discosura conversii,2476911.0,LC,,Discosura conversii,,"(Bourcier & Mulsant, 1846)",10045,4383.0,2595,gretho1,Discosura conversii,Discosura conversii,Green Thorntail,Green Thorntail,species,Species,,Discosura,Trochilidae,,Discosura,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Bourcier & Mulsant, 1846)",,,,"Costa Rica to Panama, western Colombia, and western Ecuador","MA, SA : Costa Rica to w Ecuador",
643,"Chaetocercus bombus Gould, 1871","Chaetocercus bombus Gould, 1871",9,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Chaetocercus,2476913.0,Chaetocercus bombus,5228583.0,NT,,Chaetocercus bombus,,"Gould, 1871",5576,4728.0,2964,litwoo5,Chaetocercus bombus,Chaetocercus bombus,Little Woodstar,Little Woodstar,species,Species,,Chaetocercus,Trochilidae,,Chaetocercus,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"Gould, 1871",,,,Andes of far southwestern Colombia (Nariño) to northern Peru,SA : sw Colombia to nc Peru,
644,"Chaetocercus mulsant (Bourcier, 1843)","Chaetocercus mulsant (Bourcier, 1843)",199,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Chaetocercus,2476913.0,Chaetocercus mulsant,5788533.0,LC,,Chaetocercus mulsant,,"(Bourcier, 1843)",5584,4727.0,2963,whbwoo6,Chaetocercus mulsant,Chaetocercus mulsant,White-bellied Woodstar,White-bellied Woodstar,species,Species,,Chaetocercus,Trochilidae,,Chaetocercus,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Bourcier, 1843)",,,,Andes of Colombia to western Bolivia (Cochabamba),SA : Colombia to c Bolivia,
645,"Heliodoxa rubinoides (Bourcier & Mulsant, 1846)","Heliodoxa rubinoides (Bourcier & Mulsant, 1846)",3338,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Heliodoxa,2476930.0,Heliodoxa rubinoides,2476931.0,LC,,Heliodoxa rubinoides,,"(Bourcier & Mulsant, 1846)",13735,4647.0,2873,fabbri1,Heliodoxa rubinoides,Heliodoxa rubinoides,Fawn-breasted Brilliant,Fawn-breasted Brilliant,species,Species,,Heliodoxa,Trochilidae,,Heliodoxa,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Bourcier & Mulsant, 1846)",,,,,SA : Colombia to Peru,
646,"Heliodoxa rubinoides aequatorialis (Gould, 1860)","Heliodoxa rubinoides aequatorialis (Gould, 1860)",6,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Heliodoxa,2476930.0,Heliodoxa rubinoides,2476931.0,,,Heliodoxa rubinoides aequatorialis,,"(Gould, 1860)",13736,4649.0,2875,fabbri3,Heliodoxa rubinoides aequatorialis,Heliodoxa rubinoides aequatorialis,,,subspecies,ssp,Heliodoxa rubinoides,Heliodoxa,Trochilidae,Heliodoxa rubinoides,Heliodoxa,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Gould, 1860)",,,,west slope of Andes of Colombia and western Ecuador,w Colombia and w Ecuador,
647,"Heliodoxa jacula Gould, 1850","Heliodoxa jacula Gould, 1850",5886,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Heliodoxa,2476930.0,Heliodoxa jacula,2476948.0,LC,,Heliodoxa jacula,,"Gould, 1850",13726,4651.0,2877,grcbri1,Heliodoxa jacula,Heliodoxa jacula,Green-crowned Brilliant,Green-crowned Brilliant,species,Species,,Heliodoxa,Trochilidae,,Heliodoxa,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"Gould, 1850",,,,,"MA, SA : Costa Rica to Ecuador",
648,"Heliodoxa jacula jamersoni (Bourcier, 1851)","Heliodoxa jacula jamersoni (Bourcier, 1851)",11,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Heliodoxa,2476930.0,Heliodoxa jacula,2476948.0,,Heliodoxa jacula jamesoni,Heliodoxa jacula jamersoni,"(Bourcier, 1851)","(Bourcier, 1851)",13729,4654.0,2880,gncbri3,Heliodoxa jacula jamersoni,Heliodoxa jacula jamersoni,,,subspecies,ssp,Heliodoxa jacula,Heliodoxa,Trochilidae,Heliodoxa jacula,Heliodoxa,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Bourcier, 1851)",,,,Andes of southwestern Colombia and western Ecuador,sw Colombia and w Ecuador,
649,"Heliodoxa imperatrix (Gould, 1856)","Heliodoxa imperatrix (Gould, 1856)",2329,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Heliodoxa,2476930.0,Heliodoxa imperatrix,2476953.0,LC,,Heliodoxa imperatrix,,"(Gould, 1856)",13725,4655.0,2881,empbri1,Heliodoxa imperatrix,Heliodoxa imperatrix,Empress Brilliant,Empress Brilliant,species,Species,,Heliodoxa,Trochilidae,,Heliodoxa,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Gould, 1856)",,,,Pacific slope of southwestern Colombia to northwestern Ecuador,SA : wc Colombia to nw Ecuador,
650,"Patagona gigas (Vieillot, 1824)","Patagona gigas (Vieillot, 1824)",9,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Patagona,2476963.0,Patagona gigas,2476964.0,LC,,Patagona gigas,,"(Vieillot, 1824)",21383,4663.0,2889,giahum1,Patagona gigas,Patagona gigas,Giant Hummingbird,Giant Hummingbird,species,Species,,Patagona,Trochilidae,,Patagona,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Vieillot, 1824)",,,,,SA : s Colombia to c Chile,
651,"Doryfera ludovicae (Bourcier & Mulsant, 1847)","Doryfera ludovicae (Bourcier & Mulsant, 1847)",1034,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Doryfera,2476967.0,Doryfera ludovicae,2476971.0,LC,,Doryfera ludovicae,,"(Bourcier & Mulsant, 1847)",10075,4282.0,2496,grflan1,Doryfera ludovicae,Doryfera ludovicae,Green-fronted Lancebill,Green-fronted Lancebill,species,Species,,Doryfera,Trochilidae,,Doryfera,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Bourcier & Mulsant, 1847)",,,,,"MA, SA : Costa Rica to Venezuela and nw Bolivia",
652,Doryfera ludovicae ludovicae,Doryfera ludovicae ludovicae,2,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Doryfera,2476967.0,Doryfera ludovicae,2476971.0,,,Doryfera ludovicae ludovicae,,,10076,4284.0,2498,gnflan2,Doryfera ludovicae ludovicae,Doryfera ludovicae ludovicae,,,subspecies,ssp,Doryfera ludovicae,Doryfera,Trochilidae,Doryfera ludovicae,Doryfera,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Bourcier & Mulsant, 1847)",,,,"mountains of eastern Panama to Colombia, western Venezuela, and northwestern Bolivia","e Panama, Colombia and w Venezuela to nw Bolivia",
653,"Heliomaster longirostris (Audebert & Vieillot, 1801)","Heliomaster longirostris (Audebert & Vieillot, 1801)",25,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Heliomaster,2476988.0,Heliomaster longirostris,2476994.0,LC,,Heliomaster longirostris,,"(Audebert & Vieillot, 1801)",13751,4670.0,2904,lobsta1,Heliomaster longirostris,Heliomaster longirostris,Long-billed Starthroat,Long-billed Starthroat,species,Species,,Heliomaster,Trochilidae,,Heliomaster,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Audebert & Vieillot, 1801)",,,,,"MA, SA : s Mexico to e Bolivia and ne Brazil",
654,"Coeligena lutetiae (Delattre & Bourcier, 1846)","Coeligena lutetiae (Delattre & Bourcier, 1846)",2,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Coeligena,2477027.0,Coeligena lutetiae,2477040.0,LC,,Coeligena lutetiae,,"(Delattre & Bourcier, 1846)",7222,4593.0,2815,buwsta1,Coeligena lutetiae,Coeligena lutetiae,Buff-winged Starfrontlet,Buff-winged Starfrontlet,species,Species,,Coeligena,Trochilidae,,Coeligena,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Delattre & Bourcier, 1846)",,,,,SA : Colombia to Peru,
655,"Coeligena wilsoni (Delattre & Bourcier, 1846)","Coeligena wilsoni (Delattre & Bourcier, 1846)",2492,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Coeligena,2477027.0,Coeligena wilsoni,2477042.0,LC,,Coeligena wilsoni,,"(Delattre & Bourcier, 1846)",7239,4566.0,2789,broinc2,Coeligena wilsoni,Coeligena wilsoni,Brown Inca,Brown Inca,species,Species,,Coeligena,Trochilidae,,Coeligena,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Delattre & Bourcier, 1846)",,,,Andes of southwestern Colombia and western Ecuador,SA : w Colombia to w Ecuador,
656,"Coeligena torquata (Boissonneau, 1840)","Coeligena torquata (Boissonneau, 1840)",243,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Coeligena,2477027.0,Coeligena torquata,2477053.0,LC,,Coeligena torquata,,"(Boissonneau, 1840)",7228,4568.0,2792,colinc1,Coeligena torquata,Coeligena torquata,Collared Inca,Collared Inca,species,Species,,Coeligena,Trochilidae,,Coeligena,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Boissonneau, 1840)",,,,,SA : nw Venezuela and Colombia to s Peru,
657,"Coeligena coeligena (R.Lesson, 1833)","Coeligena coeligena (R.Lesson, 1833)",1,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Coeligena,2477027.0,Coeligena coeligena,2477062.0,LC,,Coeligena coeligena,,"(R.Lesson, 1833)",7199,4559.0,2782,broinc1,Coeligena coeligena,Coeligena coeligena,Bronzy Inca,Bronzy Inca,species,Species,,Coeligena,Trochilidae,,Coeligena,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Lesson, RP, 1833)",,,,,SA : n Venezuela to se Bolivia,
658,"Amazilis amazilia (R.Lesson & Garnot, 1827)","Amazilis amazilia (R.Lesson & Garnot, 1827)",1,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Amazilis,4847893.0,Amazilis amazilia,10907193.0,NE,,Amazilis amazilia,,"(R.Lesson & Garnot, 1827)",1163,5065.0,3267,amahum1,Amazilis amazilia,Amazilis amazilia,Amazilia Hummingbird,Amazilia Hummingbird,species,Species,,Amazilis,Trochilidae,,Amazilis,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Lesson, RP & Garnot, 1827)",,,,,SA : Ecuador and Peru,
659,"Polyerata rosenbergi Boucard, 1895","Polyerata rosenbergi Boucard, 1895",49,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Polyerata,4849016.0,Polyerata rosenbergi,10925050.0,NE,,Polyerata rosenbergi,,"Boucard, 1895",23912,5132.0,3335,puchum1,Polyerata rosenbergi,Polyerata rosenbergi,Purple-chested Hummingbird,Purple-chested Hummingbird,species,Species,,Polyerata,Trochilidae,,Polyerata,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"Boucard, 1895",,,,Pacific lowlands of western Colombia and northwestern Ecuador,SA : w Colombia and nw Ecuador,
660,"Uranomitra franciae (Bourcier & Mulsant, 1846)","Uranomitra franciae (Bourcier & Mulsant, 1846)",7854,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Uranomitra,4849137.0,Uranomitra franciae,10912964.0,LC,Amazilia franciae,Uranomitra franciae,"(Bourcier & Mulsant, 1846)","(Bourcier & Mulsant, 1846)",31481,5073.0,3275,andeme1,Uranomitra franciae,Uranomitra franciae,Andean Emerald,Andean Emerald,species,Species,,Uranomitra,Trochilidae,,Uranomitra,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Bourcier & Mulsant, 1846)",,,,,SA : Colombia to n Peru,
661,"Uranomitra franciae viridiceps (Gould, 1860)","Uranomitra franciae viridiceps (Gould, 1860)",31,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Uranomitra,4849137.0,Uranomitra franciae,10912964.0,,Amazilia franciae viridiceps,Uranomitra franciae viridiceps,"(Gould, 1860)","(Gould, 1860)",31484,5075.0,3277,andeme3,Uranomitra franciae viridiceps,Uranomitra franciae viridiceps,,,subspecies,ssp,Uranomitra franciae,Uranomitra,Trochilidae,Uranomitra franciae,Uranomitra,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Gould, 1860)",,,,tropical southwestern Colombia and western Ecuador,sw Colombia and w Ecuador,
662,"Colibri coruscans (Gould, 1846)","Colibri coruscans (Gould, 1846)",2280,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Colibri,5228473.0,Colibri coruscans,5228474.0,LC,,Colibri coruscans,,"(Gould, 1846)",7361,4299.0,2521,spvear1,Colibri coruscans,Colibri coruscans,Sparkling Violetear,Sparkling Violetear,species,Species,,Colibri,Trochilidae,,Colibri,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Gould, 1846)",,,,,"SA : n, w",
663,Colibri coruscans coruscans,Colibri coruscans coruscans,6,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Colibri,5228473.0,Colibri coruscans,5228474.0,,,Colibri coruscans coruscans,,,7362,4301.0,2522,spavio2,Colibri coruscans coruscans,Colibri coruscans coruscans,,,subspecies,ssp,Colibri coruscans,Colibri,Trochilidae,Colibri coruscans,Colibri,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Gould, 1846)",,,,mountains of Colombia and Venezuela to northwestern Argentina,nw Venezuela and Colombia to nw Argentina,
664,"Colibri delphinae (R.Lesson, 1839)","Colibri delphinae (R.Lesson, 1839)",4905,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Colibri,5228473.0,Colibri delphinae,5228485.0,LC,,Colibri delphinae,,"(R.Lesson, 1839)",7369,4302.0,2514,brvear1,Colibri delphinae,Colibri delphinae,Brown Violetear,Brown Violetear,species,Species,,Colibri,Trochilidae,,Colibri,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Lesson, RP, 1839)",,,,"Belize and Guatemala to the Guianas, Brazil, and Bolivia","MA, SA : Guatemala to n, w SA and e Brazil (Bahia)",
665,"Colibri cyanotus (Bourcier, 1843)","Colibri cyanotus (Bourcier, 1843)",467,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Colibri,5228473.0,Colibri cyanotus,9053125.0,NE,,Colibri cyanotus,,"(Bourcier, 1843)",7364,4304.0,2516,lesvio1,Colibri cyanotus,Colibri cyanotus,Lesser Violetear,Lesser Violetear,species,Species,,Colibri,Trochilidae,,Colibri,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Bourcier, 1843)",,,,,"MA, SA : Costa Rica s to Bolivia",
666,Colibri cyanotus cyanotus,Colibri cyanotus cyanotus,5,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Colibri,5228473.0,Colibri cyanotus,9053125.0,,,Colibri cyanotus cyanotus,,,7367,4307.0,2518,lesvio2,Colibri cyanotus cyanotus,Colibri cyanotus cyanotus,,,subspecies,ssp,Colibri cyanotus,Colibri,Trochilidae,Colibri cyanotus,Colibri,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Bourcier, 1843)",,,,"mountains of Colombia, Venezuela, and Ecuador","Colombia, nw Venezuela and Ecuador",
667,"Chlorestes julie (Bourcier, 1843)","Chlorestes julie (Bourcier, 1843)",117,SPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Chlorestes,7611138.0,Chlorestes julie,11080380.0,NE,,Chlorestes julie,,"(Bourcier, 1843)",5943,5148.0,3350,vibhum1,Chlorestes julie,Chlorestes julie,Violet-bellied Hummingbird,Violet-bellied Hummingbird,species,Species,,Chlorestes,Trochilidae,,Chlorestes,Trochilidae,Trochilidae (Hummingbirds),Apodiformes,Apodiformes,"(Bourcier, 1843)",,,,,"MA, SA : Panama to nw Peru",
668,"Trogon comptus J.T.Zimmer, 1948","Trogon comptus J.T.Zimmer, 1948",62,SPECIES,ACCEPTED,Trogoniformes,1449.0,Trogonidae,9356.0,Trogon,2496633.0,Trogon comptus,2496669.0,LC,,Trogon comptus,,"J.T.Zimmer, 1948",30756,9423.0,8866,buttro1,Trogon comptus,Trogon comptus,Blue-tailed Trogon,Choco Trogon,species,Species,,Trogon,Trogonidae,,Trogon,Trogonidae,Trogonidae (Trogons),Trogoniformes,Trogoniformes,"Zimmer, JT, 1948",,,,humid forest of western Colombia and northwestern Ecuador,SA : w Colombia and nw Ecuador,
669,"Trogon personatus Gould, 1842","Trogon personatus Gould, 1842",1701,SPECIES,ACCEPTED,Trogoniformes,1449.0,Trogonidae,9356.0,Trogon,2496633.0,Trogon personatus,2496673.0,LC,,Trogon personatus,,"Gould, 1842",30783,9489.0,8923,mastro1,Trogon personatus,Trogon personatus,Masked Trogon,Masked Trogon,species,Species,,Trogon,Trogonidae,,Trogon,Trogonidae,Trogonidae (Trogons),Trogoniformes,Trogoniformes,"Gould, 1842",,,,,SA : Colombia to Peru and sc Venezuela,
