,scientificName,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory,synScientificName,accScientificName,synSplitExtras,accSplitExtras,Unnamed: 0,sort v2024,14.1,speciesCode_eBird,scientificName_Clements,scientificName_IOC,commonName_Clements,commonName_IOC,rank_Clements,rank_IOC,species_Clements,genus_Clements,family_Clements,species_IOC,genus_IOC,family_IOC,family_english_Clements,order_IOC,order_english_Clements,authority_IOC,extinct_Clements,extinctYear_Clements,extinct_Clements.1,range_Clements,breedingRange_IOC,nonbreedingRange_IOC
402,"Tachyphonus rufus (Boddaert, 1783)","Tachyphonus rufus (Boddaert, 1783)",4712,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tachyphonus,2488565.0,Tachyphonus rufus,2488583.0,LC,,Tachyphonus rufus,,"(Boddaert, 1783)",28976,34486.0,33140,whltan1,Tachyphonus rufus,Tachyphonus rufus,White-lined Tanager,White-lined Tanager,species,Species,,Tachyphonus,Thraupidae,,Tachyphonus,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Boddaert, 1783)",,,,lowlands of Costa Rica to northern Argentina and Amazonian Brazil,"MA, SA : Costa Rica to ne Argentina",
403,"Tachyphonus delatrii Lafresnaye, 1847","Tachyphonus delatrii Lafresnaye, 1847",5,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tachyphonus,2488565.0,Tachyphonus delatrii,2488592.0,LC,,Tachyphonus delatrii,,"Lafresnaye, 1847",28974,34484.0,33139,tactan1,Tachyphonus delatrii,Tachyphonus delatrii,Tawny-crested Tanager,Tawny-crested Tanager,species,Species,,Tachyphonus,Thraupidae,,Tachyphonus,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"Lafresnaye, 1847",,,,tropical eastern Honduras to western Ecuador; Isla Gorgona (off Colombia),"MA, SA : Nicaragua to Ecuador",
404,"Thraupis episcopus (Linnaeus, 1766)","Thraupis episcopus (Linnaeus, 1766)",11351,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Thraupis,2488600.0,Thraupis episcopus,2488602.0,LC,Tangara episcopus,Thraupis episcopus,"(Linnaeus, 1766)","(Linnaeus, 1766)",29821,34644.0,33773,bugtan,Thraupis episcopus,Thraupis episcopus,Blue-gray Tanager,Blue-grey Tanager,species,Species,,Thraupis,Thraupidae,,Thraupis,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Linnaeus, 1766)",,,,,"MA, SA : s Mexico to Bolivia and Amazonia",
405,"Thraupis episcopus quaesita Bangs & Noble, 1918","Thraupis episcopus quaesita Bangs & Noble, 1918",10,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Thraupis,2488600.0,Thraupis episcopus,2488602.0,,,Thraupis episcopus quaesita,,"Bangs & Noble, 1918",29834,34651.0,33783,bugtan8,Thraupis episcopus quaesita,Thraupis episcopus quaesita,,,subspecies,ssp,Thraupis episcopus,Thraupis,Thraupidae,Thraupis episcopus,Thraupis,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"Bangs & Noble, 1918",,,,"Pacific slope of southwestern Colombia, western Ecuador, and northwestern Peru",sw Colombia to nw Peru,
406,"Thraupis palmarum (Wied-Neuwied, 1821)","Thraupis palmarum (Wied-Neuwied, 1821)",8075,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Thraupis,2488600.0,Thraupis palmarum,9436876.0,LC,Tangara palmarum,Thraupis palmarum,"(Wied-Neuwied, 1821)","(Wied-Neuwied, 1821)",29838,34668.0,33796,paltan1,Thraupis palmarum,Thraupis palmarum,Palm Tanager,Palm Tanager,species,Species,,Thraupis,Thraupidae,,Thraupis,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Wied-Neuwied, M, 1821)",,,,,"MA, SA : Nicaragua to Paraguay and s Brazil and ne Argentina",
407,"Thraupis palmarum violilavata (Berlepsch & Taczanowski, 1884)","Thraupis palmarum violilavata (Berlepsch & Taczanowski, 1884)",9,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Thraupis,2488600.0,Thraupis palmarum,9436876.0,,,Thraupis palmarum violilavata,,"(Berlepsch & Taczanowski, 1884)",29842,34673.0,33798,paltan3,Thraupis palmarum violilavata,Thraupis palmarum violilavata,Palm Tanager (Violaceous),,group (monotypic),ssp,Thraupis palmarum,Thraupis,Thraupidae,Thraupis palmarum,Thraupis,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Berlepsch & Taczanowski, 1884)",,,,Pacific slope of southwestern Colombia and western Ecuador,sw Colombia and w Ecuador,
408,"Iridosornis rufivertex (Lafresnaye, 1842)","Iridosornis rufivertex (Lafresnaye, 1842)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Iridosornis,2488643.0,Iridosornis rufivertex,2488644.0,LC,,Iridosornis rufivertex,,"(Lafresnaye, 1842)",14835,34622.0,33599,goctan4,Iridosornis rufivertex,Iridosornis rufivertex,Golden-crowned Tanager,Golden-crowned Tanager,species,Species,,Iridosornis,Thraupidae,,Iridosornis,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Lafresnaye, 1842)",,,,,SA : Venezuela to Peru,
409,"Iridosornis porphyrocephalus P.L.Sclater, 1856","Iridosornis porphyrocephalus P.L.Sclater, 1856",1,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Iridosornis,2488643.0,Iridosornis porphyrocephalus,2488652.0,NT,,Iridosornis porphyrocephalus,,"P.L.Sclater, 1856",14833,34617.0,33593,pumtan2,Iridosornis porphyrocephalus,Iridosornis porphyrocephalus,Purplish-mantled Tanager,Purplish-mantled Tanager,species,Species,,Iridosornis,Thraupidae,,Iridosornis,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"Sclater, PL, 1856",,,,humid western Andes of Colombia and northwestern Ecuador,SA : Colombia and Ecuador,
410,"Iridophanes pulcherrimus (P.L.Sclater, 1853)","Iridophanes pulcherrimus (P.L.Sclater, 1853)",11,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Iridophanes,2488676.0,Iridophanes pulcherrimus,2488677.0,LC,,Iridophanes pulcherrimus,,"(P.L.Sclater, 1853)",14826,34909.0,32781,gochon2,Iridophanes pulcherrimus,Iridophanes pulcherrimus,Golden-collared Honeycreeper,Golden-collared Honeycreeper,species,Species,,Iridophanes,Thraupidae,,Iridophanes,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Sclater, PL, 1853)",,,,,SA : Colombia to Peru,
411,"Thlypopsis ornata (P.L.Sclater, 1859)","Thlypopsis ornata (P.L.Sclater, 1859)",34,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Thlypopsis,2488683.0,Thlypopsis ornata,2488696.0,LC,,Thlypopsis ornata,,"(P.L.Sclater, 1859)",29800,34426.0,33344,ructan3,Thlypopsis ornata,Thlypopsis ornata,Rufous-chested Tanager,Rufous-chested Tanager,species,Species,,Thlypopsis,Thraupidae,,Thlypopsis,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Sclater, PL, 1859)",,,,,SA : Colombia to Peru,
412,"Hemispingus superciliaris (Lafresnaye, 1840)","Thlypopsis superciliaris (Lafresnaye, 1840)",2,SPECIES,SYNONYM,Passeriformes,729.0,Thraupidae,9352.0,Thlypopsis,2488683.0,Thlypopsis superciliaris,9637395.0,LC,Hemispingus superciliaris,Thlypopsis superciliaris,"(Lafresnaye, 1840)","(Lafresnaye, 1840)",29811,34416.0,33336,suphem1,Thlypopsis superciliaris,Thlypopsis superciliaris,Superciliaried Hemispingus,Superciliaried Hemispingus,species,Species,,Thlypopsis,Thraupidae,,Thlypopsis,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Lafresnaye, 1840)",,,,,SA : Venezuela to n Bolivia,
413,"Chlorophanes spiza (Linnaeus, 1758)","Chlorophanes spiza (Linnaeus, 1758)",548,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Chlorophanes,2488785.0,Chlorophanes spiza,5230641.0,LC,,Chlorophanes spiza,,"(Linnaeus, 1758)",6014,34901.0,32772,grehon1,Chlorophanes spiza,Chlorophanes spiza,Green Honeycreeper,Green Honeycreeper,species,Species,,Chlorophanes,Thraupidae,,Chlorophanes,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Linnaeus, 1758)",,,,,"MA, SA : s Mexico to e Brazil",
414,"Pipraeidea melanonota (Vieillot, 1819)","Pipraeidea melanonota (Vieillot, 1819)",2766,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Pipraeidea,2488794.0,Pipraeidea melanonota,2488795.0,LC,,Pipraeidea melanonota,,"(Vieillot, 1819)",23058,34628.0,33605,fabtan1,Pipraeidea melanonota,Pipraeidea melanonota,Fawn-breasted Tanager,Fawn-breasted Tanager,species,Species,,Pipraeidea,Thraupidae,,Pipraeidea,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Vieillot, 1819)",,,,,"SA : n, w, se",
415,"Pipraeidea melanonota venezuelensis P.L.Sclater, 1857","Pipraeidea melanonota venezuelensis P.L.Sclater, 1857",4,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Pipraeidea,2488794.0,Pipraeidea melanonota,2488795.0,,,Pipraeidea melanonota venezuelensis,,"P.L.Sclater, 1857",23060,34629.0,33606,fabtan2,Pipraeidea melanonota venezuelensis,Pipraeidea melanonota venezuelensis,,,subspecies,ssp,Pipraeidea melanonota,Pipraeidea,Thraupidae,Pipraeidea melanonota,Pipraeidea,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"Sclater, PL, 1857",,,,Andes of Colombia to Venezuela and northwestern Argentina,Venezuela to Bolivia and nw Argentina,
416,"Diglossa albilatera Lafresnaye, 1843","Diglossa albilatera Lafresnaye, 1843",141,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Diglossa,2488798.0,Diglossa albilatera,5230649.0,LC,,Diglossa albilatera,,"Lafresnaye, 1843",9943,35004.0,33576,whsflo1,Diglossa albilatera,Diglossa albilatera,White-sided Flowerpiercer,White-sided Flowerpiercer,species,Species,,Diglossa,Thraupidae,,Diglossa,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"Lafresnaye, 1843",,,,,SA : Venezuela to Peru,
417,Diglossa albilatera albilatera,Diglossa albilatera albilatera,1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Diglossa,2488798.0,Diglossa albilatera,5230649.0,,,Diglossa albilatera albilatera,,,9945,35006.0,33578,whsflo3,Diglossa albilatera albilatera,Diglossa albilatera albilatera,,,subspecies,ssp,Diglossa albilatera,Diglossa,Thraupidae,Diglossa albilatera,Diglossa,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"Lafresnaye, 1843",,,,Santa Marta Mountains and Andes of Colombia to western Venezuela and Ecuador,nw Venezuela to s Ecuador,
418,"Diglossa sittoides (d'Orbigny & Lafresnaye, 1838)","Diglossa sittoides (d'Orbigny & Lafresnaye, 1838)",18,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Diglossa,2488798.0,Diglossa sittoides,5230689.0,LC,,Diglossa sittoides,,"(d'Orbigny & Lafresnaye, 1838)",9999,35026.0,33545,rusflo1,Diglossa sittoides,Diglossa sittoides,Rusty Flowerpiercer,Rusty Flowerpiercer,species,Species,,Diglossa,Thraupidae,,Diglossa,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(d'Orbigny & Lafresnaye, 1838)",,,,,SA : Venezuela to nw Argentina,
419,"Diglossa cyanea (Lafresnaye, 1840)","Diglossa cyanea (Lafresnaye, 1840)",326,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Diglossa,2488798.0,Diglossa cyanea,7342077.0,LC,,Diglossa cyanea,,"(Lafresnaye, 1840)",9963,35043.0,33538,masflo1,Diglossa cyanea,Diglossa cyanea,Masked Flowerpiercer,Masked Flowerpiercer,species,Species,,Diglossa,Thraupidae,,Diglossa,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Lafresnaye, 1840)",,,,,SA : Venezuela to Bolivia,
420,"Cyanerpes caeruleus (Linnaeus, 1758)","Cyanerpes caeruleus (Linnaeus, 1758)",269,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Cyanerpes,2488889.0,Cyanerpes caeruleus,2488903.0,LC,,Cyanerpes caeruleus,,"(Linnaeus, 1758)",8745,34881.0,32826,purhon1,Cyanerpes caeruleus,Cyanerpes caeruleus,Purple Honeycreeper,Purple Honeycreeper,species,Species,,Cyanerpes,Thraupidae,,Cyanerpes,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Linnaeus, 1758)",,,,,"MA, SA : nw, n, also Panama",
421,"Catamblyrhynchus diadema Lafresnaye, 1842","Catamblyrhynchus diadema Lafresnaye, 1842",14,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Catamblyrhynchus,2488914.0,Catamblyrhynchus diadema,2488915.0,LC,,Catamblyrhynchus diadema,,"Lafresnaye, 1842",4976,35051.0,32706,plushc1,Catamblyrhynchus diadema,Catamblyrhynchus diadema,Plushcap,Plushcap,species,Species,,Catamblyrhynchus,Thraupidae,,Catamblyrhynchus,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"Lafresnaye, 1842",,,,,SA : n Venezuelan mts. and Andes to nw Argentina,
422,"Catamenia analis (d'Orbigny & Lafresnaye, 1837)","Catamenia analis (d'Orbigny & Lafresnaye, 1837)",13,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Catamenia,2491184.0,Catamenia analis,2491185.0,LC,,Catamenia analis,,"(d'Orbigny & Lafresnaye, 1837)",4980,35325.0,33510,batsee1,Catamenia analis,Catamenia analis,Band-tailed Seedeater,Band-tailed Seedeater,species,Species,,Catamenia,Thraupidae,,Catamenia,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(d'Orbigny & Lafresnaye, 1837)",,,,,SA : Colombia to n Chile,
423,"Haplospiza rustica (Tschudi, 1844)","Haplospiza rustica (Tschudi, 1844)",9,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Haplospiza,2491288.0,Haplospiza rustica,2491290.0,LC,,Haplospiza rustica,,"(Tschudi, 1844)",13599,35101.0,33491,slafin1,Haplospiza rustica,Haplospiza rustica,Slaty Finch,Slaty Finch,species,Species,,Haplospiza,Thraupidae,,Haplospiza,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Tschudi, 1844)",,,,,"MA, SA : s Mexico to tepuis and c Bolivia",
424,"Sporophila luctuosa (Lafresnaye, 1843)","Sporophila luctuosa (Lafresnaye, 1843)",420,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila luctuosa,2491313.0,LC,,Sporophila luctuosa,,"(Lafresnaye, 1843)",27937,35295.0,33212,bawsee1,Sporophila luctuosa,Sporophila luctuosa,Black-and-white Seedeater,Black-and-white Seedeater,species,Species,,Sporophila,Thraupidae,,Sporophila,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Lafresnaye, 1843)",,,,"Andes of Colombia to western Venezuela, northern Bolivia, and southwestern Brazil",SA : Venezuela to Bolivia,to w Amazonia
425,"Sporophila schistacea (Lawrence, 1862)","Sporophila schistacea (Lawrence, 1862)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila schistacea,2491321.0,LC,,Sporophila schistacea,,"(Lawrence, 1862)",27967,35306.0,33239,slcsee1,Sporophila schistacea,Sporophila schistacea,Slate-colored Seedeater,Slate-colored Seedeater,species,Species,,Sporophila,Thraupidae,,Sporophila,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Lawrence, 1862)",,,,,"MA, SA : s Mexico to n Ecuador and n Brazil",
426,"Sporophila nigricollis (Vieillot, 1823)","Sporophila nigricollis (Vieillot, 1823)",4537,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila nigricollis,2491335.0,LC,,Sporophila nigricollis,,"(Vieillot, 1823)",27950,35296.0,33217,yebsee1,Sporophila nigricollis,Sporophila nigricollis,Yellow-bellied Seedeater,Yellow-bellied Seedeater,species,Species,,Sporophila,Thraupidae,,Sporophila,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Vieillot, 1823)",,,,,"MA, SA : Costa Rica to Bolivia",
427,"Sporophila nigricollis olivacea (Berlepsch & Taczanowski, 1884)","Sporophila nigricollis olivacea (Berlepsch & Taczanowski, 1884)",9,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila nigricollis,2491335.0,,Sporophila nigricollis vivida,Sporophila nigricollis olivacea,"Hellmayr, 1938","(Berlepsch & Taczanowski, 1884)",27953,,33219,,,Sporophila nigricollis olivacea,,,,ssp,,,,Sporophila nigricollis,Sporophila,Thraupidae,,Passeriformes,,"(Berlepsch & Taczanowski, 1884)",,,,,sw Colombia and w Ecuador,
428,"Sporophila telasco (R.Lesson, 1828)","Sporophila telasco (R.Lesson, 1828)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila telasco,2491354.0,LC,,Sporophila telasco,,"(R.Lesson, 1828)",27973,35240.0,33263,chtsee1,Sporophila telasco,Sporophila telasco,Chestnut-throated Seedeater,Chestnut-throated Seedeater,species,Species,,Sporophila,Thraupidae,,Sporophila,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Lesson, RP, 1828)",,,,coastal lowlands of southwestern Colombia to far northern Chile (Tarapacá),SA : far sw Colombia to far nw Chile,
429,"Sporophila corvina (P.L.Sclater, 1860)","Sporophila corvina (P.L.Sclater, 1860)",5054,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila corvina,2491356.0,LC,,Sporophila corvina,,"(P.L.Sclater, 1860)",27907,35272.0,33198,varsee3,Sporophila corvina,Sporophila corvina,Variable Seedeater,Variable Seedeater,species,Species,,Sporophila,Thraupidae,,Sporophila,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Sclater, PL, 1860)",,,,,"MA, SA : e Mexico to Peru",
430,"Sporophila corvina ophthalmica (P.L.Sclater, 1860)","Sporophila corvina ophthalmica (P.L.Sclater, 1860)",15,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila corvina,2491356.0,,Sporophila ophthalmica,Sporophila corvina ophthalmica,"(P.L.Sclater, 1860)","(P.L.Sclater, 1860)",27911,35277.0,33202,varsee7,Sporophila corvina ophthalmica,Sporophila corvina ophthalmica,,,subspecies,ssp,Sporophila corvina,Sporophila,Thraupidae,Sporophila corvina,Sporophila,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Sclater, PL, 1860)",,,,Pacific slope from southwestern Colombia through Ecuador to northwestern Peru (southward to La Libertad),sw Colombia to nw Peru,
431,"Sporophila funerea (P.L.Sclater, 1860)","Sporophila funerea (P.L.Sclater, 1860)",167,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila funerea,7465752.0,LC,,Sporophila funerea,,"(P.L.Sclater, 1860)",27918,35258.0,33222,tbsfin1,Sporophila funerea,Sporophila funerea,Thick-billed Seed-Finch,Thick-billed Seed Finch,species,Species,,Sporophila,Thraupidae,,Sporophila,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Sclater, PL, 1860)",,,,southern Mexico (Veracruz) to western Colombia and western Ecuador; also Coiba and Pearl islands,"MA, SA : se Mexico to sw Ecuador",
432,"Volatinia jacarina (Linnaeus, 1766)","Volatinia jacarina (Linnaeus, 1766)",1066,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Volatinia,2491740.0,Volatinia jacarina,2491741.0,LC,,Volatinia jacarina,,"(Linnaeus, 1766)",31854,35222.0,33082,blbgra1,Volatinia jacarina,Volatinia jacarina,Blue-black Grassquit,Blue-black Grassquit,species,Species,,Volatinia,Thraupidae,,Volatinia,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Linnaeus, 1766)",,,,,"MA, SA : widespread",
433,"Volatinia jacarina peruviensis (Peale, 1849)","Volatinia jacarina peruviensis (Peale, 1849)",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Volatinia,2491740.0,Volatinia jacarina,2491741.0,,,Volatinia jacarina peruviensis,,"(Peale, 1849)",31856,35224.0,33085,bubgra2,Volatinia jacarina peruviensis,Volatinia jacarina peruviensis,,,subspecies,ssp,Volatinia jacarina,Volatinia,Thraupidae,Volatinia jacarina,Volatinia,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Peale, 1849)",,,,"arid Pacific slope of Ecuador, Peru, and far northern Chile","w Ecuador, w Peru and nw Chile",
434,"Tiaris olivaceus (Linnaeus, 1766)","Tiaris olivaceus (Linnaeus, 1766)",202,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tiaris,2491799.0,Tiaris olivaceus,5231037.0,LC,,Tiaris olivaceus,,"(Linnaeus, 1766)",29949,35404.0,32983,yefgra1,Tiaris olivaceus,Tiaris olivaceus,Yellow-faced Grassquit,Yellow-faced Grassquit,species,Species,,Tiaris,Thraupidae,,Tiaris,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Linnaeus, 1766)",,,,,"NA, MA, SA : Greater Antilles, e Mexico to nw South America",
435,"Tiaris olivaceus pusillus Swainson, 1827","Tiaris olivaceus pusillus Swainson, 1827",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tiaris,2491799.0,Tiaris olivaceus,5231037.0,,,Tiaris olivaceus pusillus,,"Swainson, 1827",29953,35405.0,32984,yefgra2,Tiaris olivaceus pusillus,Tiaris olivaceus pusillus,,,subspecies,ssp,Tiaris olivaceus,Tiaris,Thraupidae,Tiaris olivaceus,Tiaris,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"Swainson, 1827",,,,Gulf lowlands of eastern Mexico to Colombia and western Venezuela,e Mexico to n Ecuador and Venezuela,
436,"Rhopospina alaudina (Kittlitz, 1833)","Porphyrospiza alaudina (Kittlitz, 1833)",7,SPECIES,SYNONYM,Passeriformes,729.0,Thraupidae,9352.0,Porphyrospiza,2491829.0,Porphyrospiza alaudina,10700051.0,NE,Rhopospina alaudina,Porphyrospiza alaudina,"(Kittlitz, 1833)","(Kittlitz, 1833)",26317,35132.0,32763,btsfin1,Rhopospina alaudina,Rhopospina alaudina,Band-tailed Sierra Finch,Band-tailed Sierra Finch,species,Species,,Rhopospina,Thraupidae,,Rhopospina,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Kittlitz, 1833)",,,,,"SA : w, sw",
437,"Sicalis luteola (Sparrman, 1789)","Sicalis luteola (Sparrman, 1789)",7,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sicalis,2491831.0,Sicalis luteola,2491846.0,LC,,Sicalis luteola,,"(Sparrman, 1789)",27366,35194.0,33431,gryfin1,Sicalis luteola,Sicalis luteola,Grassland Yellow-Finch,Grassland Yellow Finch,species,Species,,Sicalis,Thraupidae,,Sicalis,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Sparrman, 1789)",,,,,"MA, SA : widespread",
438,"Sicalis flaveola (Linnaeus, 1766)","Sicalis flaveola (Linnaeus, 1766)",650,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sicalis,2491831.0,Sicalis flaveola,2491862.0,LC,,Sicalis flaveola,,"(Linnaeus, 1766)",27357,35188.0,33421,saffin,Sicalis flaveola,Sicalis flaveola,Saffron Finch,Saffron Finch,species,Species,,Sicalis,Thraupidae,,Sicalis,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Linnaeus, 1766)",,,,,"SA : n, wc, se, sc",
439,"Rhodospingus cruentus (R.Lesson, 1844)","Rhodospingus cruentus (R.Lesson, 1844)",2,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Rhodospingus,2491894.0,Rhodospingus cruentus,2491895.0,LC,,Rhodospingus cruentus,,"(R.Lesson, 1844)",26310,35354.0,33144,crbfin1,Rhodospingus cruentus,Rhodospingus cruentus,Crimson-breasted Finch,Crimson-breasted Finch,species,Species,,Rhodospingus,Thraupidae,,Rhodospingus,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Lesson, RP, 1844)",,,,arid scrub of western Ecuador and far northwestern Peru,"SA : far sw Colombia, w Ecuador and nw Peru",
440,"Paroaria coronata (J.F.Miller, 1776)","Paroaria coronata (J.F.Miller, 1776)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Paroaria,2492080.0,Paroaria coronata,2492081.0,LC,,Paroaria coronata,,"(J.F.Miller, 1776)",21103,34340.0,33732,reccar,Paroaria coronata,Paroaria coronata,Red-crested Cardinal,Red-crested Cardinal,species,Species,,Paroaria,Thraupidae,,Paroaria,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Miller, JF, 1776)",,,,"Bolivia to central Argentina, Uruguay, Paraguay, and far southeastern Brazil","SA : Bolivia and sw Brazil  to c Argentina, Uruguay and s Brazil",
441,"Coereba flaveola (Linnaeus, 1758)","Coereba flaveola (Linnaeus, 1758)",8080,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Coereba,2493743.0,Coereba flaveola,2493744.0,LC,,Coereba flaveola,,"(Linnaeus, 1758)",7248,35357.0,32940,banana,Coereba flaveola,Coereba flaveola,Bananaquit,Bananaquit,species,Species,,Coereba,Thraupidae,,Coereba,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Linnaeus, 1758)",,,,,"MA, SA : widespread, also West Indies",
442,"Coereba flaveola intermedia (Salvadori & Festa, 1899)","Coereba flaveola intermedia (Salvadori & Festa, 1899)",25,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Coereba,2493743.0,Coereba flaveola,2493744.0,,,Coereba flaveola intermedia,,"(Salvadori & Festa, 1899)",7269,35395.0,32973,banana39,Coereba flaveola intermedia,Coereba flaveola intermedia,,,subspecies,ssp,Coereba flaveola,Coereba,Thraupidae,Coereba flaveola,Coereba,Thraupidae,Thraupidae (Tanagers and Allies),Passeriformes,Passeriformes,"(Salvadori & Festa, 1899)",,,,"southwestern Colombia to northern Peru, southwestern Venezuela, and western Brazil","sw Colombia, w Ecuador and n Peru e to s Venezuela and w Brazil",
