internalTaxonId,scientificName,maincommonName,altcommonNames
22686363,Amazona kawalli,Kawall's Parrot,"White-cheeked Amazon, White-faced Amazon"
22686201,Amazona leucocephala,Cuban Parrot,"Bahamas Parrot, Caribbean Amazon, Cuban Amazon"
22728296,Amazona lilacina,Lilacine Amazon,
22728705,Amazona martinicana,Martinique Amazon,Martinique Parrot
22686354,Amazona mercenarius,Scaly-naped Amazon,Scaly-naped Parrot
22686346,Amazona ochrocephala,Yellow-crowned Amazon,Yellow-crowned Parrot
22686337,Amazona oratrix,Yellow-headed Parrot,Yellow-headed Amazon
22686251,Amazona pretrei,Red-spectacled Parrot,Red-spectacled Amazon
22686288,Amazona rhodocorytha,Red-browed Parrot,"Red-topped Amazon, Red-browed Amazon, Red-topped Parrot"
22686246,Amazona tucumana,Tucuman Amazon,"Tucumán Amazon, Tucuman Parrot"
22686215,Amazona ventralis,Hispaniolan Parrot,Hispaniolan Amazon
22686387,Amazona versicolor,St. Lucia Parrot,"St Lucia Amazon, Saint Lucia Parrot, Saint Lucia Amazon, St. Lucia Amazon"
22686374,Amazona vinacea,Vinaceous-breasted Parrot,"Vinaceous Parrot, Vinaceous Amazon, Vinaceous-breasted Amazon"
22728701,Amazona violacea,Guadeloupe Amazon,Guadeloupe Parrot
22686259,Amazona viridigenalis,Red-crowned Amazon,"Green-cheeked Amazon, Red-crowned Parrot"
22686239,Amazona vittata,Red-fronted Amazon,"Puerto Rican Amazon, Puerto Rican Parrot"
22686226,Amazona xantholora,Yellow-lored Amazon,"Yucatan Amazon, Yellow-lored Parrot"
22680115,Amazonetta brasiliensis,Brazilian Teal,
22724065,Amblycercus holosericeus,Yellow-billed Cacique,
22703657,Amblyornis flavifrons,Yellow-fronted Bowerbird,Golden-fronted Bowerbird
22703644,Amblyornis inornata,Vogelkop Bowerbird,
22703651,Amblyornis macgregoriae,MacGregor's Bowerbird,
22703654,Amblyornis subalaris,Streaked Bowerbird,
22719260,Amblyospiza albifrons,Grosbeak Weaver,Thick-billed Weaver
22724265,Amblyramphus holosericeus,Scarlet-headed Blackbird,
22721150,Ammodramus aurifrons,Yellow-browed Sparrow,
22721147,Ammodramus humeralis,Grassland Sparrow,
22721144,Ammodramus savannarum,Grasshopper Sparrow,
22717236,Ammomanes cinctura,Bar-tailed Desert Lark,Bar-tailed Lark
22717254,Ammomanes deserti,Desert Lark,
22717247,Ammomanes phoenicura,Rufous-tailed Lark,
22717258,Ammomanopsis grayi,Gray's Lark,
22701823,Ammonastes pelzelni,Gray-bellied Antbird,Grey-bellied Antbird
22678652,Ammoperdix griseogularis,See-see,"See-see Partridge, See-See Partridge"
22678657,Ammoperdix heyi,Sand Partridge,
22721129,Ammospiza caudacuta,Saltmarsh Sparrow,Saltmarsh Sharp-tailed Sparrow
22721135,Ammospiza leconteii,Le Conte's Sparrow,
22721123,Ammospiza maritima,Seaside Sparrow,
22728393,Ammospiza nelsoni,Nelson's Sparrow,Nelson's Sharp-tailed Sparrow
22710949,Ampeliceps coronatus,Golden-crested Myna,
22700815,Ampelioides tschudii,Scaled Fruiteater,
22700753,Ampelion rubrocristatus,Red-crested Cotinga,
22700761,Ampelion rufaxilla,Chestnut-crested Cotinga,
22701847,Ampelornis griseiceps,Gray-headed Antbird,Grey-headed Antbird
22721194,Amphispiza bilineata,Black-throated Sparrow,
22721200,Amphispiza quinquestriata,Five-striped Sparrow,
22735654,Amytornis ballarae,Kalkadoon Grasswren,
22703780,Amytornis barbatus,Grey Grasswren,
22703786,Amytornis dorotheae,Red-winged Grasswren,Carpentarian Grasswren
22703795,Amytornis goyderi,Eyrean Grasswren,
22703807,Amytornis housei,Black Grasswren,
22732155,Amytornis merrotsyi,Short-tailed Grasswren,
103684164,Amytornis modestus,Thick-billed Grasswren,
22735659,Amytornis purnelli,Dusky Grasswren,
22734297,Amytornis striatus,Striated Grasswren,
103684117,Amytornis textilis,Western Grasswren,
22703783,Amytornis woodwardi,White-throated Grasswren,
22702843,Anabacerthia amaurotis,White-browed Foliage-gleaner,
22702855,Anabacerthia lichtensteini,Ochre-breasted Foliage-gleaner,
22702792,Anabacerthia ruficaudata,Rufous-tailed Foliage-gleaner,
22702789,Anabacerthia striaticollis,Montane Foliage-gleaner,
22702786,Anabacerthia variegaticeps,Scaly-throated Foliage-gleaner,
22717709,Anabathmis hartlaubii,Principe Sunbird,Príncipe Sunbird
22717714,Anabathmis newtonii,Newton's Yellow-breasted Sunbird,Newton's Sunbird
22717705,Anabathmis reichenbachii,Reichenbach's Sunbird,
22702913,Anabazenops dorsalis,Bamboo Foliage-gleaner,"Dusky-cheeked Foliage-gleaner, Crested Foliage-gleaner"
22702881,Anabazenops fuscus,White-collared Foliage-gleaner,
22699383,Anairetes alpinus,Ash-breasted Tit-tyrant,Ash-breasted Tit-Tyrant
22699401,Anairetes fernandezianus,Juan Fernandez Tit-tyrant,"Juan Fernández Tit-tyrant, Juan Fernandez Tit-Tyrant"
22699397,Anairetes flavirostris,Yellow-billed Tit-Tyrant,Yellow-billed Tit-tyrant
22699387,Anairetes nigrocristatus,Maranon Tit-tyrant,"Marañón Tit-tyrant, Black-crested Tit-tyrant, Maranon Tit-Tyrant"
22699406,Anairetes parulus,Tufted Tit-tyrant,Tufted Tit-Tyrant
22699393,Anairetes reguloides,Pied-crested Tit-Tyrant,Pied-crested Tit-tyrant
103812651,Anaplectes jubaensis,Red Weaver,
103812620,Anaplectes leuconotos,Northern Red-headed Weaver,
103812581,Anaplectes rubriceps,Southern Red-headed Weaver,
22693928,Anarhynchus frontalis,Wrybill,
22680301,Anas acuta,Northern Pintail,Pintail
22727280,Anas albogularis,Andaman Teal,
22735557,Anas andium,Andean Teal,
22680280,Anas aucklandica,Auckland Teal,Brown Teal
22680287,Anas bahamensis,White-cheeked Pintail,
22680252,Anas bernieri,Madagascar Teal,Bernier's Teal
22680145,Anas capensis,Cape Teal,
22729498,Anas carolinensis,Green-winged Teal,
22680277,Anas castanea,Chestnut Teal,
22728303,Anas chlorotis,Brown Teal,
22680321,Anas crecca,Teal,"Eurasian Teal, Common Teal"
22680306,Anas eatoni,Southern Pintail,Kerguelen Pintail
22680290,Anas erythrorhyncha,Red-billed Teal,Red-billed Teal
22736320,Anas flavirostris,Yellow-billed Teal,
22680178,Anas fulvigula,Mottled Duck,
22680310,Anas georgica,Yellow-billed Pintail,
22727271,Anas gibberifrons,Sunda Teal,
22680271,Anas gracilis,Grey Teal,
22680203,Anas laysanensis,Laysan Teal,Laysan Duck
22680214,Anas luzonica,Philippine Duck,
22728666,Anas marecula,Amsterdam Duck,Amsterdam Island Duck
22680225,Anas melleri,Meller's Duck,
22724580,Anas nesiotis,Campbell Teal,Campbell Island Teal
22680186,Anas platyrhynchos,Northern Mallard,"Mallard, Common Mallard"
22736541,Anas poecilorhyncha,Indian Spot-billed Duck,Indian Spot-billed Duck
22680174,Anas rubripes,American Black Duck,Black Duck
22680170,Anas sparsa,African Black Duck,
22680217,Anas superciliosa,Pacific Black Duck,Grey Duck
22728662,Anas theodori,Mauritian Duck,Mauritius Duck
22680221,Anas undulata,Yellow-billed Duck,
22680199,Anas wyvilliana,Hawaiian Duck,
22736042,Anas zonorhyncha,Chinese Spot-billed Duck,
22697664,Anastomus lamelligerus,African Openbill,Openbill Stork
22697661,Anastomus oscitans,Asian Openbill,
22702757,Ancistrops strigilatus,Chestnut-winged Hookbill,
22682061,Andigena cucullata,Hooded Mountain Toucan,"Hooded Mountain-toucan, Hooded Mountain-Toucan"
22682055,Andigena hypoglauca,Gray-breasted Mountain-Toucan,"Grey-breasted Mountain-toucan, Grey-breasted Mountain-Toucan, Grey-breasted Mountain Toucan"
22682050,Andigena laminirostris,Plate-billed Mountain Toucan,"Plate-billed Mountain-Toucan, Plate-billed Mountain-toucan"
22682066,Andigena nigrirostris,Black-billed Mountain-toucan,"Black-billed Mountain Toucan, Black-billed Mountain-Toucan"
22687019,Androdon aequatorialis,Tooth-billed Hummingbird,
22712795,Andropadus importunus,Sombre Greenbul,Sombre Bulbul
22705324,Androphobus viridis,Papuan Whipbird,
22679723,Anhima cornuta,Horned Screamer,
22696702,Anhinga anhinga,Anhinga,
22696712,Anhinga melanogaster,Oriental Darter,"African Darter, Darter"
22696719,Anhinga novaehollandiae,Australasian Darter,Australasian Darter
22696705,Anhinga rufa,Darter,African Darter
103845698,Anisognathus flavinucha,Bolivian Mountain-tanager,
103845767,Anisognathus igniventris,Fire-bellied Mountain-tanager,
22722630,Anisognathus lacrymosus,Lacrimose Mountain Tanager,"Lacrimose Mountain-tanager, Lacrimose Mountain-Tanager"
103845827,Anisognathus lunulatus,Scarlet-bellied Mountain-tanager,
22722624,Anisognathus melanogenys,Santa Marta Mountain-tanager,"Black-cheeked Mountain-Tanager, Santa Marta Mountain Tanager, Santa Marta Mountain-Tanager"
22722651,Anisognathus notabilis,Black-chinned Mountain-tanager,"Black-chinned Mountain Tanager, Black-chinned Mountain-Tanager"
103845565,Anisognathus somptuosus,Blue-winged Mountain-tanager,
22685527,Anodorhynchus glaucus,Glaucous Macaw,
22685516,Anodorhynchus hyacinthinus,Hyacinth Macaw,
22685521,Anodorhynchus leari,Indigo Macaw,Lear's Macaw
22719254,Anomalospiza imberbis,Parasitic Weaver,"Cuckoo Weaver, Cuckoo-finch, Cuckoo Finch"
22686985,Anopetia gounellei,Broad-tipped Hermit,
22731941,Anorrhinus austeni,Austen's Brown Hornbill,
22682485,Anorrhinus galeritus,Bushy-crested Hornbill,
22731946,Anorrhinus tickelli,Tickell's Brown Hornbill,Brown Hornbill
22733705,Anous albivittus,Grey Noddy,Gray Noddy
22727746,Anous ceruleus,Blue Noddy,
22694799,Anous minutus,Black Noddy,
22694794,Anous stolidus,Brown Noddy,Common Noddy
22694805,Anous tenuirostris,Sooty Noddy,Lesser Noddy
22679881,Anser albifrons,White-fronted Goose,Greater White-fronted Goose
22679889,Anser anser,Greylag Goose,
22679872,Anser brachyrhynchus,Pink-footed Goose,
22679896,Anser caerulescens,Snow Goose,
22679919,Anser canagicus,Emperor Goose,
22679869,Anser cygnoid,Swan Goose,
22679886,Anser erythropus,Lesser White-fronted Goose,
22679875,Anser fabalis,Bean Goose,
22679893,Anser indicus,Bar-headed Goose,
22679909,Anser rossii,Ross's Goose,
22679732,Anseranas semipalmata,Magpie Goose,
22709349,Anthipes monileger,White-gorgeted Flycatcher,
22709355,Anthipes solitaris,Rufous-browed Flycatcher,
22717695,Anthobaphes violacea,Orange-breasted Sunbird,
154809350,Anthocephala berlepschi,Tolima Blossomcrown,
154807906,Anthocephala floriceps,Santa Marta Blossomcrown,
22704466,Anthochaera carunculata,Red Wattlebird,
22704460,Anthochaera chrysoptera,Brush Wattlebird,Little Wattlebird
22704454,Anthochaera lunulata,Western Wattlebird,Little Wattlebird
22704469,Anthochaera paradoxa,Yellow Wattlebird,
22704415,Anthochaera phrygia,Regent Honeyeater,
22728814,Anthornis melanocephala,Chatham Island Bellbird,"Chatham Bellbird, Chatham Islands Bellbird"
22704447,Anthornis melanura,New Zealand Bellbird,Bellbird
22731087,Anthoscopus caroli,African Penduline-Tit,Grey Penduline-tit
22711660,Anthoscopus flavifrons,Forest Penduline Tit,"Forest Penduline-Tit, Forest Penduline-tit, Yellow-fronted Penduline Tit"
22711679,Anthoscopus minutus,Southern Penduline-tit,"Cape Penduline-tit, Southern Penduline-Tit"
22711653,Anthoscopus musculus,Mouse-colored Penduline Tit,"Mouse-coloured Penduline Tit, Mouse-colored Penduline-Tit, Mouse-coloured Penduline-tit"
22711646,Anthoscopus parvulus,Yellow Penduline-tit,"West African Penduline Tit, Yellow Penduline Tit, Yellow Penduline-Tit"
22711639,Anthoscopus punctifrons,Sennar Penduline-tit,"Sennar Penduline-Tit, Sennar Penduline Tit, Sudan Penduline Tit"
22711674,Anthoscopus sylviella,Buff-bellied Penduline-Tit,
22682437,Anthracoceros albirostris,Oriental Pied-Hornbill,Oriental Pied Hornbill
22682433,Anthracoceros coronatus,Malabar Pied Hornbill,Malabar Pied-Hornbill
22682441,Anthracoceros malayanus,Black Hornbill,
22682444,Anthracoceros marchei,Palawan Hornbill,
22682447,Anthracoceros montani,Sulu Hornbill,
22725745,Anthracothorax aurulentus,Puerto Rican Mango,
22725737,Anthracothorax dominicus,Hispaniolan Mango,Antillean Mango
22687133,Anthracothorax mango,Jamaican Mango,
22687130,Anthracothorax nigricollis,Black-throated Mango,
22687125,Anthracothorax prevostii,Green-breasted Mango,
22729026,Anthracothorax veraguensis,Veraguas Mango,
22687122,Anthracothorax viridigula,Green-throated Mango,
22687143,Anthracothorax viridis,Green Mango,
22717606,Anthreptes anchietae,Red-and-blue Sunbird,Anchieta's Sunbird
22717649,Anthreptes aurantius,Violet-tailed Sunbird,
22717629,Anthreptes gabonicus,Brown Sunbird,"Mangrove Sunbird, Mouse-brown Sunbird"
103792631,Anthreptes griseigularis,Grey-throated Sunbird,
22717635,Anthreptes longuemarei,Violet-backed Sunbird,Western Violet-backed Sunbird
103792612,Anthreptes malacensis,Brown-throated Sunbird,
22717645,Anthreptes neglectus,Uluguru Violet-backed Sunbird,
22717640,Anthreptes orientalis,Kenya Violet-backed Sunbird,Eastern Violet-backed Sunbird
103792746,Anthreptes rectirostris,Yellow-chinned Sunbird,
22717602,Anthreptes reichenowi,Plain-backed Sunbird,
22717618,Anthreptes rhodolaemus,Red-throated Sunbird,
22717663,Anthreptes rubritorques,Banded Sunbird,Banded Green Sunbird
22717683,Anthreptes seimundi,Little Green Sunbird,
22717611,Anthreptes simplex,Plain Sunbird,
103792796,Anthreptes tephrolaemus,Grey-chinned Sunbird,
22692109,Anthropoides paradiseus,Stanley Crane,Blue Crane
22692081,Anthropoides virgo,Demoiselle Crane,
22718588,Anthus antarcticus,South Georgia Pipit,
22718508,Anthus berthelotii,Berthelot's Pipit,
22718600,Anthus bogotensis,Paramo Pipit,
22718532,Anthus brachyurus,Short-tailed Pipit,
22718536,Anthus caffer,Bush Pipit,"Bushveld Pipit, Little Tawny Pipit"
22718501,Anthus campestris,Tawny Pipit,
22718560,Anthus cervinus,Red-throated Pipit,
22718606,Anthus chacoensis,Campo Pipit,"Chaco Pipit, Pampas Pipit"
103821565,Anthus cinnamomeus,Grassveld Pipit,African Pipit
22718585,Anthus correndera,Correndera Pipit,
22718452,Anthus crenatus,African Rock Pipit,Yellow-tufted Pipit
22718594,Anthus furcatus,Short-billed Pipit,
22718505,Anthus godlewskii,Blyth's Pipit,
22718553,Anthus gustavi,Pechora Pipit,
22718614,Anthus gutturalis,Alpine Pipit,
22718597,Anthus hellmayri,Hellmayr's Pipit,
22718550,Anthus hodgsoni,Olive-backed Pipit,
22718467,Anthus hoeschi,Mountain Pipit,
22718485,Anthus leucophrys,Plain-backed Pipit,
22718448,Anthus lineiventris,Striped Pipit,
103820643,Anthus lutescens,Yellowish Pipit,
22718497,Anthus melindae,Malindi Pipit,
22718611,Anthus nattereri,Ochre-breasted Pipit,
22718582,Anthus nilghiriensis,Nilgiri Pipit,
22718480,Anthus novaeseelandiae,Richard's Pipit,"Australasian Pipit, New Zealand Pipit"
103821482,Anthus nyassae,Woodland Pipit,
22718493,Anthus pallidiventris,Long-legged Pipit,
103820648,Anthus peruvianus,Peruvian Pipit,
22718567,Anthus petrosus,Eurasian Rock Pipit,Rock Pipit
22718556,Anthus pratensis,Meadow Pipit,
103821389,Anthus richardi,Richard's Pipit,
22718564,Anthus roseatus,Rosy Pipit,
22718575,Anthus rubescens,Buff-bellied Pipit,American Pipit
22718477,Anthus rufulus,Paddyfield Pipit,
103821527,Anthus similis,Long-billed Pipit,
22718542,Anthus sokokensis,Sokoke Pipit,
22718571,Anthus spinoletta,Water Pipit,Rock Pipit and Water Pipit
22718591,Anthus spragueii,Sprague's Pipit,
22718579,Anthus sylvanus,Upland Pipit,
22718546,Anthus trivialis,Tree Pipit,
22718489,Anthus vaalensis,Buffy Pipit,
22728410,Antilophia bokermanni,Araripe Manakin,
22701068,Antilophia galeata,Helmeted Manakin,
22736398,Antrostomus arizonae,Mexican Whip-poor-will,
22689795,Antrostomus badius,Yucatan Nightjar,
22689778,Antrostomus carolinensis,Chuck-will's-widow,
22689786,Antrostomus cubanensis,Greater Antillean Nightjar,Cuban Nightjar
22729176,Antrostomus ekmani,Hispaniolan Nightjar,
22689809,Antrostomus noctitherus,Puerto Rican Nightjar,Puerto Rican Whip-poor-will
22689801,Antrostomus ridgwayi,Buff-collared Nightjar,
22689781,Antrostomus rufus,Rufous Nightjar,
22689792,Antrostomus salvini,Tawny-collared Nightjar,
22689813,Antrostomus saturatus,Dusky Nightjar,
22689798,Antrostomus sericocaudatus,Silky-tailed Nightjar,
22736393,Antrostomus vociferus,Eastern Whip-poor-will,
22724274,Anumara forbesi,Forbes's Blackbird,
22702661,Anumbius annumbi,Firewood-gatherer,
22678993,Anurophasis monorthonyx,Snow Mountains Quail,Snow Mountain Quail
22730186,Apalharpactes mackloti,Sumatran Trogon,
22682824,Apalharpactes reinwardtii,Blue-tailed Trogon,Javan Trogon
22713825,Apalis alticola,Brown-headed Apalis,
22713779,Apalis argentea,Kungwe Apalis,
22713788,Apalis bamendae,Bamenda Apalis,
22713741,Apalis binotata,Masked Apalis,Lowland Masked Apalis
22713806,Apalis chapini,Chestnut-headed Apalis,Chapin's Apalis
22713737,Apalis chariessa,White-winged Apalis,
22713815,Apalis chirindensis,Chirinda Apalis,
22730909,Apalis cinerea,Grey Apalis,
103772612,Apalis flavida,Yellow-breasted Apalis,
22728413,Apalis flavigularis,Yellow-throated Apalis,
103772661,Apalis flavocincta,Brown-tailed Apalis,
22713719,Apalis fuscigularis,Taita Apalis,
22713792,Apalis goslingi,Gosling's Apalis,
22713733,Apalis jacksoni,Black-throated Apalis,
22713801,Apalis kaboboensis,Kabobo Apalis,
22713830,Apalis karamojae,Karamoja Apalis,
22713724,Apalis lynesi,Namuli Apalis,
22713811,Apalis melanocephala,Black-headed Apalis,
22713729,Apalis nigriceps,Black-capped Apalis,
22713746,Apalis personata,Mountain Masked Apalis,Black-faced Apalis
22713796,Apalis porphyrolaema,Chestnut-throated Apalis,
22713762,Apalis ruddi,Rudd's Apalis,
22713770,Apalis rufogularis,Buff-throated Apalis,
22713766,Apalis sharpii,Sharpe's Apalis,
22713714,Apalis thoracica,Bar-throated Apalis,
22682719,Apaloderma aequatoriale,Bare-cheeked Trogon,
22682715,Apaloderma narina,Narina Trogon,
22682723,Apaloderma vittatum,Bar-tailed Trogon,
22704125,Apalopteron familiare,Bonin Honeyeater,Bonin White-eye
22728884,Aphanapteryx bonasia,Red Rail,
22699770,Aphanotriccus audax,Black-billed Flycatcher,
22699767,Aphanotriccus capitalis,Tawny-chested Flycatcher,
22704748,Aphelocephala leucopsis,Southern Whiteface,
22704754,Aphelocephala nigricincta,Banded Whiteface,
22704751,Aphelocephala pectoralis,Chestnut-breasted Whiteface,
103727785,Aphelocoma californica,Western Scrub-jay,
22705629,Aphelocoma coerulescens,Florida Scrub-jay,"Florida Scrub Jay, Florida Scrub-Jay, Florida Jay"
22724961,Aphelocoma ultramarina,Ultramarine Jay,Transvolcanic Jay
22705642,Aphelocoma unicolor,Unicolored Jay,Unicoloured Jay
22724967,Aphelocoma wollweberi,Mexican Jay,
22702156,Aphrastura masafuerae,Mas Afuera Rayadito,"Masafuera Rayadito, Más Afuera Rayadito"
22702153,Aphrastura spinicauda,Thorn-tailed Rayadito,
22697888,Aphrodroma brevirostris,Kerguelen Petrel,
22710493,Aplonis atrifusca,Samoan Starling,
22710565,Aplonis brunneicapillus,White-eyed Starling,
22710525,Aplonis cantoroides,Singing Starling,
22710502,Aplonis cinerascens,Rarotonga Starling,
181772488,Aplonis circumscripta,Purple-chinned Starling,
22710496,Aplonis corvina,Kosrae Starling,
22710522,Aplonis crassa,Tanimbar Starling,
22710540,Aplonis dichroa,Makira Starling,San Cristobal Starling
22710531,Aplonis feadensis,Atoll Starling,
22710511,Aplonis fusca,Norfolk Island Starling,"Norfolk Starling, Tasman Starling"
22710537,Aplonis grandis,Brown-winged Starling,
22710534,Aplonis insularis,Rennell Starling,
22710559,Aplonis magna,Long-tailed Starling,
22710499,Aplonis mavornata,Mysterious Starling,
181767865,Aplonis metallica,Metallic Starling,
22710547,Aplonis minor,Short-tailed Starling,
22710544,Aplonis mysolensis,Moluccan Starling,
22710562,Aplonis mystacea,Yellow-eyed Starling,
22710519,Aplonis opaca,Micronesian Starling,
22710550,Aplonis panayensis,Asian Glossy Starling,
