sort v2024,species_code,English name,scientific name,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,genus,genusKey,species,speciesKey,iucnRedListCategory,splitScientificName,splitExtras,commonName,Subspecies
9410.0,creque1,Crested Quetzal,Pharomachrus antisianus,"Pharomachrus antisianus (d'Orbigny, 1837)",116,SPECIES,ACCEPTED,Pharomachrus,2496714.0,Pharomachrus antisianus,2496719.0,LC,Pharomachrus antisianus,"(d'Orbigny, 1837)",Crested Quetzal,
9423.0,buttro1,Blue-tailed Trogon,Trogon comptus,"Trogon comptus J.T.Zimmer, 1948",62,SPECIES,ACCEPTED,Trogon,2496633.0,Trogon comptus,2496669.0,LC,Trogon comptus,"J.T.Zimmer, 1948",Chocó Trogon,
9436.0,whttro1,White-tailed Trogon,Trogon chionurus,"Trogon chionurus P.L.Sclater & Salvin, 1871",16,SPECIES,ACCEPTED,Trogon,2496633.0,Trogon chionurus,5788448.0,LC,Trogon chionurus,"P.L.Sclater & Salvin, 1871",White-tailed Trogon,
9439.0,gartro1,Gartered Trogon,Trogon caligatus,"Trogon caligatus Gould, 1838",14,SPECIES,ACCEPTED,Trogon,2496633.0,Trogon caligatus,5788446.0,LC,Trogon caligatus,"Gould, 1838",Gartered Trogon,
9457.0,bkttro5,Choco Black-throated Trogon,Trogon cupreicauda,"Trogon rufus cupreicauda (Chapman, 1914)",6,SPECIES,SYNONYM,Trogon,2496633.0,Trogon rufus,2496683.0,NE,Trogon cupreicauda,"(Chapman, 1914)",Choco Black-Throated Trogon,
9476.0,coltro1,Collared Trogon,Trogon collaris,"Trogon collaris Vieillot, 1817",233,SPECIES,ACCEPTED,Trogon,2496633.0,Trogon collaris,2496700.0,LC,Trogon collaris,"Vieillot, 1817",Collared Trogon,
9489.0,mastro1,Masked Trogon,Trogon personatus,"Trogon personatus Gould, 1842",1710,SPECIES,ACCEPTED,Trogon,2496633.0,Trogon personatus,2496673.0,LC,Trogon personatus,"Gould, 1842",Masked Trogon,"Trogon personatus assimilis, 0.005291005291005291"
9781.0,rufmot1,Rufous Motmot,Baryphthengus martii,"Baryphthengus martii (Spix, 1824)",7113,SPECIES,ACCEPTED,Baryphthengus,2475268.0,Baryphthengus martii,2475270.0,LC,Baryphthengus martii,"(Spix, 1824)",Rufous Motmot,"Baryphthengus martii semirufus, 0.0009852216748768472; Baryphthengus martii martii, 0.00014060742407199101"
9788.0,brbmot1,Broad-billed Motmot,Electron platyrhynchum,"Electron platyrhynchum (Leadbeater, 1829)",1428,SPECIES,ACCEPTED,Electron,2475319.0,Electron platyrhynchum,2475321.0,LC,Electron platyrhynchum,"(Leadbeater, 1829)",Broad-billed Motmot,"Electron platyrhynchum platyrhynchum, 0.001402524544179523"
10197.0,rinkin1,Ringed Kingfisher,Megaceryle torquata,"Megaceryle torquata (Linnaeus, 1766)",1459,SPECIES,ACCEPTED,Megaceryle,2475462.0,Megaceryle torquata,2475466.0,LC,Megaceryle torquata,"(Linnaeus, 1766)",Ringed Kingfisher,"Megaceryle torquata torquata, 0.0006858710562414266"
10212.0,grnkin,Green Kingfisher,Chloroceryle americana,"Chloroceryle americana (J.F.Gmelin, 1788)",204,SPECIES,ACCEPTED,Chloroceryle,2475481.0,Chloroceryle americana,2475486.0,LC,Chloroceryle americana,"(J.F.Gmelin, 1788)",Green Kingfisher,
10218.0,garkin1,Green-and-rufous Kingfisher,Chloroceryle inda,"Chloroceryle inda (Linnaeus, 1766)",1,SPECIES,ACCEPTED,Chloroceryle,2475481.0,Chloroceryle inda,2475492.0,LC,Chloroceryle inda,"(Linnaeus, 1766)",Green-and-rufous Kingfisher,
10292.0,barpuf1,Barred Puffbird,Nystalus radiatus,"Nystalus radiatus (P.L.Sclater, 1854)",514,SPECIES,ACCEPTED,Nystalus,2475191.0,Nystalus radiatus,2475200.0,LC,Nystalus radiatus,"(P.L.Sclater, 1854)",Barred Puffbird,
10319.0,whwpuf1,White-whiskered Puffbird,Malacoptila panamensis,"Malacoptila panamensis Lafresnaye, 1847",78,SPECIES,ACCEPTED,Malacoptila,2475141.0,Malacoptila panamensis,2475147.0,LC,Malacoptila panamensis,"Lafresnaye, 1847",White-whiskered Puffbird,"Malacoptila panamensis poliopis, 0.02631578947368421"
10329.0,lanmon1,Lanceolated Monklet,Micromonacha lanceolata,"Micromonacha lanceolata (Deville, 1849)",22,SPECIES,ACCEPTED,Micromonacha,2475206.0,Micromonacha lanceolata,2475207.0,LC,Micromonacha lanceolata,"(Deville, 1849)",Lanceolated Monklet,
10351.0,whfnun2,White-faced Nunbird,Hapaloptila castanea,"Hapaloptila castanea (J.Verreaux, 1866)",24,SPECIES,ACCEPTED,Hapaloptila,2475204.0,Hapaloptila castanea,2475205.0,LC,Hapaloptila castanea,"(J.Verreaux, 1866)",White-faced Nunbird,
10393.0,rutjac1,Rufous-tailed Jacamar,Galbula ruficauda,"Galbula ruficauda Cuvier, 1816",15,SPECIES,ACCEPTED,Galbula,7772409.0,Galbula ruficauda,5228236.0,LC,Galbula ruficauda,"Cuvier, 1816",Rufous-tailed Jacamar,
10683.0,orfbar1,Orange-fronted Barbet,Capito squamatus,"Capito squamatus Salvin, 1876",24,SPECIES,ACCEPTED,Capito,2479028.0,Capito squamatus,2479030.0,LC,Capito squamatus,"Salvin, 1876",Orange-fronted Barbet,
10711.0,rehbar1,Red-headed Barbet,Eubucco bourcierii,"Eubucco bourcierii (Lafresnaye, 1845)",6338,SPECIES,ACCEPTED,Eubucco,2478968.0,Eubucco bourcierii,2478979.0,LC,Eubucco bourcierii,"(Lafresnaye, 1845)",Red-headed Barbet,"Eubucco bourcierii aequatorialis, 0.0006315124723713293"
10725.0,toubar1,Toucan Barbet,Semnornis ramphastinus,"Semnornis ramphastinus (Jardine, 1855)",987,SPECIES,ACCEPTED,Semnornis,2478862.0,Semnornis ramphastinus,2478863.0,NT,Semnornis ramphastinus,"(Jardine, 1855)",Toucan Barbet,"Semnornis ramphastinus ramphastinus, 0.0061162079510703364"
10758.0,crrtou1,Crimson-rumped Toucanet,Aulacorhynchus haematopygus,"Aulacorhynchus haematopygus (Gould, 1835)",4056,SPECIES,ACCEPTED,Aulacorhynchus,2478937.0,Aulacorhynchus haematopygus,5229025.0,LC,Aulacorhynchus haematopygus,"(Gould, 1835)",Crimson-rumped Toucanet,"Aulacorhynchus haematopygus sexnotatus, 0.002967359050445104"
10767.0,pbmtou1,Plate-billed Mountain-Toucan,Andigena laminirostris,"Andigena laminirostris Gould, 1851",195,SPECIES,ACCEPTED,Andigena,2478852.0,Andigena laminirostris,2478861.0,NT,Andigena laminirostris,"Gould, 1851",Plate-billed Mountain Toucan,
10778.0,colara1,Collared Aracari,Pteroglossus torquatus,"Pteroglossus torquatus (J.F.Gmelin, 1788)",5394,SPECIES,ACCEPTED,Pteroglossus,2478813.0,Pteroglossus torquatus,2478838.0,LC,Pteroglossus torquatus,"(J.F.Gmelin, 1788)",Collared Aracari,"Pteroglossus torquatus erythropygius, 0.010680157391793142"
10817.0,bkmtou1,Yellow-throated Toucan,Ramphastos ambiguus,"Ramphastos ambiguus Swainson, 1823",6532,SPECIES,ACCEPTED,Ramphastos,2478764.0,Ramphastos ambiguus,2478779.0,NT,Ramphastos ambiguus,"Swainson, 1823",Yellow-throated Toucan,"Ramphastos ambiguus swainsonii, 0.0009193993257738277"
10830.0,chotou1,Choco Toucan,Ramphastos brevis,"Ramphastos brevis Meyer de Schauensee, 1945",6618,SPECIES,ACCEPTED,Ramphastos,2478764.0,Ramphastos brevis,2478769.0,LC,Ramphastos brevis,"Meyer de Schauensee, 1945",Choco Toucan,
10980.0,olipic1,Olivaceous Piculet,Picumnus olivaceus,"Picumnus olivaceus Lafresnaye, 1845",894,SPECIES,ACCEPTED,Picumnus,2477643.0,Picumnus olivaceus,5228725.0,LC,Picumnus olivaceus,"Lafresnaye, 1845",Olivaceous Piculet,"Picumnus olivaceus harterti, 0.002242152466367713"
11049.0,blcwoo1,Black-cheeked Woodpecker,Melanerpes pucherani,"Melanerpes pucherani (Malherbe, 1849)",83,SPECIES,ACCEPTED,Melanerpes,2478067.0,Melanerpes pucherani,2478068.0,LC,Melanerpes pucherani,"(Malherbe, 1849)",Black-cheeked Woodpecker,
11342.0,smbwoo1,Smoky-brown Woodpecker,Dryobates fumigatus,"Leuconotopicus fumigatus (d'Orbigny, 1840)",14,SPECIES,ACCEPTED,Leuconotopicus,4845041.0,Leuconotopicus fumigatus,9000455.0,LC,Leuconotopicus fumigatus,"(d'Orbigny, 1840)",Smoky-brown Woodpecker,"Leuconotopicus fumigatus fumigatus, 0.625; Leuconotopicus fumigatus obscuratus, 0.07692307692307693"
11342.0,smbwoo1,Smoky-brown Woodpecker,Dryobates fumigatus,"Leuconotopicus fumigatus (d'Orbigny, 1840)",2282,SPECIES,SYNONYM,Leuconotopicus,4845041.0,Leuconotopicus fumigatus,9000455.0,NE,Dryobates fumigatus,"(d'Orbigny, 1840)",Smoky-brown Woodpecker,
11352.0,rerwoo1,Red-rumped Woodpecker,Dryobates kirkii,"Veniliornis kirkii (Malherbe, 1845)",22,SPECIES,SYNONYM,Veniliornis,2478338.0,Veniliornis kirkii,2478367.0,NE,Dryobates kirkii,"(Malherbe, 1845)",Red-rumped Woodpecker,
11381.0,scbwoo3,Scarlet-backed Woodpecker,Dryobates callonotus,"Veniliornis callonotus (Waterhouse, 1841)",697,SPECIES,SYNONYM,Veniliornis,2478338.0,Veniliornis callonotus,2478357.0,NE,Dryobates callonotus,"(Waterhouse, 1841)",Scarlet-backed Woodpecker,
11381.0,scbwoo3,Scarlet-backed Woodpecker,Dryobates callonotus,"Veniliornis callonotus (Waterhouse, 1841)",4,SPECIES,ACCEPTED,Veniliornis,2478338.0,Veniliornis callonotus,2478357.0,LC,Veniliornis callonotus,"(Waterhouse, 1841)",Scarlet-backed Woodpecker,
11384.0,yevwoo1,Yellow-vented Woodpecker,Dryobates dignus,"Veniliornis dignus (P.L.Sclater & Salvin, 1877)",6,SPECIES,SYNONYM,Veniliornis,2478338.0,Veniliornis dignus,2478378.0,NE,Dryobates dignus,"(P.L.Sclater & Salvin, 1877)",Yellow-vented Woodpecker,
11432.0,powwoo1,Powerful Woodpecker,Campephilus pollens,"Campephilus pollens (Bonaparte, 1845)",219,SPECIES,ACCEPTED,Campephilus,2478560.0,Campephilus pollens,2478569.0,LC,Campephilus pollens,"(Bonaparte, 1845)",Powerful Woodpecker,"Campephilus pollens pollens, 0.013888888888888888"
11435.0,crbwoo1,Crimson-bellied Woodpecker,Campephilus haematogaster,"Campephilus haematogaster (Tschudi, 1844)",79,SPECIES,ACCEPTED,Campephilus,2478560.0,Campephilus haematogaster,2478584.0,LC,Campephilus haematogaster,"(Tschudi, 1844)",Crimson-bellied Woodpecker,"Campephilus haematogaster splendens, 0.01282051282051282"
11443.0,crcwoo1,Crimson-crested Woodpecker,Campephilus melanoleucos,"Campephilus melanoleucos (J.F.Gmelin, 1788)",1,SPECIES,ACCEPTED,Campephilus,2478560.0,Campephilus melanoleucos,2478564.0,LC,Campephilus melanoleucos,"(J.F.Gmelin, 1788)",Crimson-crested Woodpecker,
11451.0,guawoo2,Guayaquil Woodpecker,Campephilus gayaquilensis,"Campephilus gayaquilensis (R.Lesson, 1845)",1861,SPECIES,ACCEPTED,Campephilus,2478560.0,Campephilus gayaquilensis,2478579.0,LC,Campephilus gayaquilensis,"(R.Lesson, 1845)",Guayaquil Woodpecker,
11639.0,linwoo1,Lineated Woodpecker,Dryocopus lineatus,"Dryocopus lineatus (Linnaeus, 1766)",741,SPECIES,ACCEPTED,Dryocopus,2477865.0,Dryocopus lineatus,5228831.0,NE,Dryocopus lineatus,"(Linnaeus, 1766)",Lineated Woodpecker,"Dryocopus lineatus fuscipennis, 0.0040650406504065045"
11673.0,cinwoo1,Cinnamon Woodpecker,Celeus loricatus,"Celeus loricatus (Reichenbach, 1854)",13,SPECIES,ACCEPTED,Celeus,2478432.0,Celeus loricatus,5228950.0,LC,Celeus loricatus,"(Reichenbach, 1854)",Cinnamon Woodpecker,
11737.0,goowoo1,Golden-olive Woodpecker,Colaptes rubiginosus,"Colaptes rubiginosus (Swainson, 1820)",3218,SPECIES,ACCEPTED,Colaptes,11016979.0,Colaptes rubiginosus,7340161.0,LC,Colaptes rubiginosus,"(Swainson, 1820)",Golden-olive Woodpecker,"Colaptes rubiginosus rubripileus, 0.0009331259720062209"
11759.0,crmwoo2,Crimson-mantled Woodpecker,Colaptes rivolii,"Colaptes rivolii (Boissonneau, 1840)",77,SPECIES,ACCEPTED,Colaptes,11016979.0,Colaptes rivolii,7340159.0,LC,Colaptes rivolii,"(Boissonneau, 1840)",Crimson-mantled Woodpecker,
11824.0,laufal1,Laughing Falcon,Herpetotheres cachinnans,"Herpetotheres cachinnans (Linnaeus, 1758)",1009,SPECIES,ACCEPTED,Herpetotheres,2481070.0,Herpetotheres cachinnans,2481071.0,LC,Herpetotheres cachinnans,"(Linnaeus, 1758)",Laughing Falcon,
11828.0,coffal1,Collared Forest-Falcon,Micrastur semitorquatus,"Micrastur semitorquatus (Vieillot, 1817)",249,SPECIES,ACCEPTED,Micrastur,2481081.0,Micrastur semitorquatus,2481088.0,LC,Micrastur semitorquatus,"(Vieillot, 1817)",Collared Forest Falcon,
11832.0,baffal1,Barred Forest-Falcon,Micrastur ruficollis,"Micrastur ruficollis (Vieillot, 1817)",290,SPECIES,ACCEPTED,Micrastur,2481081.0,Micrastur ruficollis,2481082.0,LC,Micrastur ruficollis,"(Vieillot, 1817)",Barred Forest Falcon,"Micrastur ruficollis interstes, 0.006944444444444444"
11840.0,plffal1,Plumbeous Forest-Falcon,Micrastur plumbeus,"Micrastur plumbeus W.L.Sclater, 1918",8,SPECIES,ACCEPTED,Micrastur,2481081.0,Micrastur plumbeus,2481086.0,VU,Micrastur plumbeus,"W.L.Sclater, 1918",Plumbeous Forest Falcon,
11847.0,y00678,Crested Caracara,Caracara plancus,"Caracara plancus (J.F.Miller, 1777)",2,SPECIES,ACCEPTED,Caracara,2480984.0,Caracara plancus,2480989.0,LC,Caracara plancus,"(J.F.Miller, 1777)",Crested Caracara,
11913.0,amekes,American Kestrel,Falco sparverius,"Falco sparverius Linnaeus, 1758",180,SPECIES,ACCEPTED,Falco,2480996.0,Falco sparverius,9685907.0,LC,Falco sparverius,"Linnaeus, 1758",American Kestrel,
11947.0,merlin,Merlin,Falco columbarius,"Falco columbarius Linnaeus, 1758",1,SPECIES,ACCEPTED,Falco,2480996.0,Falco columbarius,9813242.0,LC,Falco columbarius,"Linnaeus, 1758",Merlin (Bird),
11979.0,batfal1,Bat Falcon,Falco rufigularis,"Falco rufigularis Daudin, 1800",540,SPECIES,ACCEPTED,Falco,2480996.0,Falco rufigularis,2481033.0,LC,Falco rufigularis,"Daudin, 1800",Bat Falcon,"Falco rufigularis petoensis, 0.0018552875695732839"
11997.0,perfal,Peregrine Falcon,Falco peregrinus,"Falco peregrinus Tunstall, 1771",22,SPECIES,ACCEPTED,Falco,2480996.0,Falco peregrinus,2481047.0,LC,Falco peregrinus,"Tunstall, 1771",Peregrine Falcon,
12679.0,bufpar1,Blue-fronted Parrotlet,Touit dilectissimus,"Touit dilectissimus (P.L.Sclater & Salvin, 1871)",12,SPECIES,ACCEPTED,Touit,2480121.0,Touit dilectissimus,2480138.0,LC,Touit dilectissimus,"(P.L.Sclater & Salvin, 1871)",Blue-fronted Parrotlet,
12693.0,barpar1,Barred Parakeet,Bolborhynchus lineola,"Bolborhynchus lineola (Cassin, 1853)",100,SPECIES,ACCEPTED,Bolborhynchus,8977008.0,Bolborhynchus lineola,5229121.0,LC,Bolborhynchus lineola,"(Cassin, 1853)",Barred Parakeet,
12746.0,rofpar2,Rose-faced Parrot,Pyrilia pulchra,"Pionopsitta pulchra Berlepsch, 1897",947,SPECIES,SYNONYM,Pionopsitta,2479978.0,Pionopsitta pulchra,2479981.0,LC,Pyrilia pulchra,"(Berlepsch, 1897)",Rose-faced Parrot,
12756.0,rebpar2,Red-billed Parrot,Pionus sordidus,"Pionus sordidus (Linnaeus, 1758)",4821,SPECIES,ACCEPTED,Pionus,2479900.0,Pionus sordidus,2479917.0,LC,Pionus sordidus,"(Linnaeus, 1758)",Red-billed Parrot,"Pionus sordidus corallinus, 0.0008305647840531562; Pionus sordidus mindoensis, 0.0002074688796680498"
12768.0,spfpar1,Speckle-faced Parrot,Pionus tumultuosus,"Pionus tumultuosus (Tschudi, 1844)",78,SPECIES,ACCEPTED,Pionus,2479900.0,Pionus tumultuosus,2479913.0,LC,Pionus tumultuosus,"(Tschudi, 1844)",Plum-crowned Parrot,
12771.0,blhpar1,Blue-headed Parrot,Pionus menstruus,"Pionus menstruus (Linnaeus, 1766)",58,SPECIES,ACCEPTED,Pionus,2479900.0,Pionus menstruus,2479902.0,LC,Pionus menstruus,"(Linnaeus, 1766)",Blue-headed Parrot,
12777.0,brwpar1,Bronze-winged Parrot,Pionus chalcopterus,"Pionus chalcopterus (Fraser, 1841)",6952,SPECIES,ACCEPTED,Pionus,2479900.0,Pionus chalcopterus,2479901.0,LC,Pionus chalcopterus,"(Fraser, 1841)",Bronze-winged Parrot,
12791.0,relpar,Red-lored Amazon,Amazona autumnalis,"Amazona autumnalis (Linnaeus, 1758)",1,SPECIES,ACCEPTED,Amazona,2479603.0,Amazona autumnalis,2479623.0,LC,Amazona autumnalis,"(Linnaeus, 1758)",Red-lored Amazon,
12842.0,meapar,Mealy Amazon,Amazona farinosa,"Amazona farinosa (Boddaert, 1783)",2,SPECIES,ACCEPTED,Amazona,2479603.0,Amazona farinosa,2479606.0,LC,Amazona farinosa,"(Boddaert, 1783)",Mealy Amazon,
12856.0,scnpar1,Scaly-naped Amazon,Amazona mercenarius,"Amazona mercenaria (Tschudi, 1844)",50,SPECIES,ACCEPTED,Amazona,2479603.0,Amazona mercenaria,2479636.0,LC,Amazona mercenaria,"(Tschudi, 1844)",Scaly-naped Amazon,
12879.0,pacpar2,Pacific Parrotlet,Forpus coelestis,"Forpus coelestis (Lesson, 1847)",679,SPECIES,ACCEPTED,Forpus,2479059.0,Forpus coelestis,2479087.0,LC,Forpus coelestis,"(Lesson, 1847)",Pacific Parrotlet,
12934.0,matpar2,Maroon-tailed Parakeet,Pyrrhura melanura,"Pyrrhura melanura (Spix, 1824)",1179,SPECIES,ACCEPTED,Pyrrhura,2479799.0,Pyrrhura melanura,2479824.0,LC,Pyrrhura melanura,"(Spix, 1824)",Maroon-tailed Parakeet,"Pyrrhura melanura pacifica, 0.0008488964346349745"
13018.0,chfmac1,Chestnut-fronted Macaw,Ara severus,"Ara severus (Linnaeus, 1758)",1,SPECIES,ACCEPTED,Ara,1686160.0,Ara severus,5959228.0,LC,Ara severus,"(Linnaeus, 1758)",Chestnut-fronted Macaw,
13079.0,rempar,Red-masked Parakeet,Psittacara erythrogenys,"Aratinga erythrogenys (Lesson, 1844)",4,SPECIES,SYNONYM,Aratinga,2479088.0,Aratinga erythrogenys,2479104.0,NT,Psittacara erythrogenys,"R.P.Lesson, 1844",Red-masked Parakeet,
13308.0,rurant1,Rufous-rumped Antwren,Euchrepomis callinota,"Terenura callinota (P.L.Sclater, 1855)",257,SPECIES,SYNONYM,Terenura,2490011.0,Terenura callinota,2490016.0,LC,Euchrepomis callinota,"(P.L.Sclater, 1855)",Rufous-rumped Antwren,
13339.0,greant1,Great Antshrike,Taraba major,"Taraba major (Vieillot, 1816)",424,SPECIES,ACCEPTED,Taraba,2490223.0,Taraba major,2490224.0,LC,Taraba major,"(Vieillot, 1816)",Great Antshrike,"Taraba major transandeanus, 0.002364066193853428"
13411.0,wesant1,Black-crowned Antshrike,Thamnophilus atrinucha,"Thamnophilus atrinucha Salvin & Godman, 1892",26,SPECIES,ACCEPTED,Thamnophilus,5959199.0,Thamnophilus atrinucha,5959200.0,LC,Thamnophilus atrinucha,"Salvin & Godman, 1892",Black-crowned Antshrike,
13455.0,uniant2,Uniform Antshrike,Thamnophilus unicolor,"Thamnophilus unicolor (P.L.Sclater, 1859)",352,SPECIES,ACCEPTED,Thamnophilus,5959199.0,Thamnophilus unicolor,5959212.0,LC,Thamnophilus unicolor,"(P.L.Sclater, 1859)",Uniform Antshrike,"Thamnophilus unicolor unicolor, 0.017341040462427744"
13489.0,rusant1,Russet Antshrike,Thamnistes anabatinus,"Thamnistes anabatinus P.L.Sclater & Salvin, 1860",91,SPECIES,ACCEPTED,Thamnistes,2490054.0,Thamnistes anabatinus,9485798.0,LC,Thamnistes anabatinus,"P.L.Sclater & Salvin, 1860",Russet Antshrike,
13502.0,plaant1,Plain Antvireo,Dysithamnus mentalis,"Dysithamnus mentalis (Temminck, 1823)",50,SPECIES,ACCEPTED,Dysithamnus,2490027.0,Dysithamnus mentalis,2490033.0,LC,Dysithamnus mentalis,"(Temminck, 1823)",Plain Antvireo,"Dysithamnus mentalis aequatorialis, 0.02040816326530612"
13522.0,spcant1,Spot-crowned Antvireo,Dysithamnus puncticeps,"Dysithamnus puncticeps Salvin, 1866",2,SPECIES,ACCEPTED,Dysithamnus,2490027.0,Dysithamnus puncticeps,2490029.0,LC,Dysithamnus puncticeps,"Salvin, 1866",Spot-crowned Antvireo,
13560.0,chtant1,Checker-throated Stipplethroat,Epinecrophylla fulviventris,"Epinecrophylla fulviventris (Lawrence, 1862)",7,SPECIES,ACCEPTED,Epinecrophylla,7341726.0,Epinecrophylla fulviventris,5788655.0,LC,Epinecrophylla fulviventris,"(Lawrence, 1862)",Checker-throated Stipplethroat,
13598.0,pacant,Pacific Antwren,Myrmotherula pacifica,"Myrmotherula pacifica Hellmayr, 1911",1227,SPECIES,ACCEPTED,Myrmotherula,2490167.0,Myrmotherula pacifica,2490172.0,LC,Myrmotherula pacifica,"Hellmayr, 1911",Pacific Antwren,
13606.0,whfant2,White-flanked Antwren,Myrmotherula axillaris,"Myrmotherula axillaris (Vieillot, 1817)",9,SPECIES,ACCEPTED,Myrmotherula,2490167.0,Myrmotherula axillaris,2490191.0,LC,Myrmotherula axillaris,"(Vieillot, 1817)",White-flanked Antwren,
13614.0,slaant1,Slaty Antwren,Myrmotherula schisticolor,"Myrmotherula schisticolor (Lawrence, 1865)",879,SPECIES,ACCEPTED,Myrmotherula,2490167.0,Myrmotherula schisticolor,2490202.0,LC,Myrmotherula schisticolor,"(Lawrence, 1865)",Slaty Antwren,"Myrmotherula schisticolor schisticolor, 0.005720823798627002"
13685.0,dowant1,Dot-winged Antwren,Microrhopias quixensis,"Microrhopias quixensis (Cornalia, 1849)",25,SPECIES,ACCEPTED,Microrhopias,2490239.0,Microrhopias quixensis,2490240.0,LC,Microrhopias quixensis,"(Cornalia, 1849)",Dot-winged Antwren,
13742.0,sthant1,Streak-headed Antbird,Drymophila striaticeps,"Drymophila striaticeps Chapman, 1912",301,SPECIES,ACCEPTED,Drymophila,2490056.0,Drymophila striaticeps,7493446.0,LC,Drymophila striaticeps,"Chapman, 1912",Streak-headed Antbird,
13774.0,dusant1,Dusky Antbird,Cercomacroides tyrannina,"Cercomacra tyrannina (P.L.Sclater, 1855)",39,SPECIES,SYNONYM,Cercomacra,2490128.0,Cercomacra tyrannina,2490136.0,LC,Cercomacroides tyrannina,"(P.L.Sclater, 1855)",Dusky Antbird,
13883.0,chbant1,Chestnut-backed Antbird,Poliocrania exsul,"Myrmeciza exsul P.L.Sclater, 1859",1341,SPECIES,SYNONYM,Myrmeciza,2490145.0,Myrmeciza exsul,2490163.0,LC,Poliocrania exsul,"(P.L.Sclater, 1859)",Chestnut-backed Antbird,
13894.0,esmant1,Esmeraldas Antbird,Sipia nigricauda,"Sipia nigricauda (Cassin, 1850)",274,SPECIES,ACCEPTED,Sipia,4846854.0,Sipia nigricauda,5788647.0,LC,Sipia nigricauda,"(Cassin, 1850)",Esmeraldas Antbird,
13918.0,zelant1,Zeledon's Antbird,Hafferia zeledoni,"Hafferia zeledoni (Pelzeln, 1868)",2571,SPECIES,ACCEPTED,Hafferia,9581587.0,Hafferia zeledoni,9379128.0,LC,Hafferia zeledoni,"(Pelzeln, 1868)",Zeledon'S Antbird,
13921.0,immant1,Blue-lored Antbird,Hafferia immaculata,"Myrmeciza immaculata (Lafresnaye, 1845)",1,SPECIES,ACCEPTED,Myrmeciza,2490145.0,Myrmeciza immaculata,2490153.0,NE,Myrmeciza immaculata,"(Lafresnaye, 1845)",Blue-lored Antbird,
13939.0,bicant2,Bicolored Antbird,Gymnopithys bicolor,"Gymnopithys leucaspis bicolor (Lawrence, 1863)",1,SPECIES,SYNONYM,Gymnopithys,2490002.0,Gymnopithys leucaspis,2490003.0,LC,Gymnopithys bicolor,"(Lawrence, 1863)",Bicolored Antbird,
14055.0,giaant1,Giant Antpitta,Grallaria gigantea,"Grallaria gigantea Lawrence, 1866",97,SPECIES,ACCEPTED,Grallaria,2490516.0,Grallaria gigantea,2490517.0,VU,Grallaria gigantea,"Lawrence, 1866",Giant Antpitta,"Grallaria gigantea hylodroma, 0.010416666666666666"
14068.0,mouant1,Moustached Antpitta,Grallaria alleni,"Grallaria alleni Chapman, 1912",54,SPECIES,ACCEPTED,Grallaria,2490516.0,Grallaria alleni,2490520.0,VU,Grallaria alleni,"Chapman, 1912",Moustached Antpitta,
14071.0,scaant1,Scaled Antpitta,Grallaria guatimalensis,"Grallaria guatimalensis Prevost & Des Murs, 1842",514,SPECIES,ACCEPTED,Grallaria,2490516.0,Grallaria guatimalensis,2490529.0,LC,Grallaria guatimalensis,"Prevost & Des Murs, 1842",Scaled Antpitta,"Grallaria guatimalensis regulus, 0.005870841487279843"
14086.0,plbant1,Plain-backed Antpitta,Grallaria haplonota,"Grallaria haplonota P.L.Sclater, 1877",3,SPECIES,ACCEPTED,Grallaria,2490516.0,Grallaria haplonota,2490518.0,LC,Grallaria haplonota,"P.L.Sclater, 1877",Plain-backed Antpitta,
14093.0,chcant2,Chestnut-crowned Antpitta,Grallaria ruficapilla,"Grallaria ruficapilla Lafresnaye, 1842",80,SPECIES,ACCEPTED,Grallaria,2490516.0,Grallaria ruficapilla,2490523.0,LC,Grallaria ruficapilla,"Lafresnaye, 1842",Chestnut-crowned Antpitta,
14117.0,yebant1,Yellow-breasted Antpitta,Grallaria flavotincta,"Grallaria flavotincta P.L.Sclater, 1877",72,SPECIES,ACCEPTED,Grallaria,2490516.0,Grallaria flavotincta,2490528.0,LC,Grallaria flavotincta,"P.L.Sclater, 1877",Yellow-breasted Antpitta,
14145.0,tawant3,Tawny Antpitta,Grallaria quitensis,"Grallaria quitensis Lesson, 1844",2,SPECIES,ACCEPTED,Grallaria,2490516.0,Grallaria quitensis,2490542.0,LC,Grallaria quitensis,"Lesson, 1844",Tawny Antpitta,
14191.0,ocbant1,Ochre-breasted Antpitta,Grallaricula flavirostris,"Grallaricula flavirostris (P.L.Sclater, 1858)",156,SPECIES,ACCEPTED,Grallaricula,2490507.0,Grallaricula flavirostris,2490514.0,NT,Grallaricula flavirostris,"(P.L.Sclater, 1858)",Ochre-breasted Antpitta,"Grallaricula flavirostris mindoensis, 0.012987012987012988"
14239.0,ocetap1,Ocellated Tapaculo,Acropternis orthonyx,"Acropternis orthonyx (Lafresnaye, 1843)",35,SPECIES,ACCEPTED,Acropternis,2490974.0,Acropternis orthonyx,2490975.0,LC,Acropternis orthonyx,"(Lafresnaye, 1843)",Ocellated Tapaculo,
14250.0,asctap1,Ash-colored Tapaculo,Myornis senilis,"Myornis senilis (Lafresnaye, 1840)",8,SPECIES,ACCEPTED,Myornis,2490962.0,Myornis senilis,2490963.0,LC,Myornis senilis,"(Lafresnaye, 1840)",Ash-colored Tapaculo,
