,taxonKey,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory,splitScientificName,splitExtras
750,2488352,2488352,"Dacnis cayana (Linnaeus, 1766)",46,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Dacnis,2488348.0,Dacnis cayana,2488352.0,LC,Dacnis cayana,"(Linnaeus, 1766)"
424,2488364,2488364,"Dacnis lineata (J.F.Gmelin, 1789)",889,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Dacnis,2488348.0,Dacnis lineata,2488364.0,LC,Dacnis lineata,"(J.F.Gmelin, 1789)"
635,6100781,6100781,"Dacnis egregia P.L.Sclater, 1855",4,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Dacnis,2488348.0,Dacnis egregia,6100781.0,LC,Dacnis egregia,"P.L.Sclater, 1855"
529,6172170,9167607,"Dacnis egregia aequatorialis Berlepsch & Taczanowski, 1884",3,SUBSPECIES,SYNONYM,Passeriformes,729.0,Thraupidae,9352.0,Dacnis,2488348.0,Dacnis egregia,6100781.0,,Dacnis lineata aequatorialis,"Berlepsch & Taczanowski, 1884"
840,9167607,9167607,"Dacnis egregia aequatorialis Berlepsch & Taczanowski, 1884",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Dacnis,2488348.0,Dacnis egregia,6100781.0,,Dacnis egregia aequatorialis,"Berlepsch & Taczanowski, 1884"
729,2488439,2488439,"Ramphocelus flammigerus (Jardine & Selby, 1833)",13121,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Ramphocelus,2488419.0,Ramphocelus flammigerus,2488439.0,LC,Ramphocelus flammigerus,"(Jardine & Selby, 1833)"
95,5845475,5845475,"Ramphocelus icteronotus Bonaparte, 1838",174,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Ramphocelus,2488419.0,Ramphocelus icteronotus,5845475.0,LC,Ramphocelus icteronotus,"Bonaparte, 1838"
42,6172182,5845475,"Ramphocelus icteronotus Bonaparte, 1838",170,SUBSPECIES,SYNONYM,Passeriformes,729.0,Thraupidae,9352.0,Ramphocelus,2488419.0,Ramphocelus icteronotus,5845475.0,,Ramphocelus flammigerus icteronotus,"Bonaparte, 1838"
117,2488545,2488545,"Tersina viridis (Illiger, 1811)",4525,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tersina,2488544.0,Tersina viridis,2488545.0,LC,Tersina viridis,"(Illiger, 1811)"
776,6172391,6172391,"Tersina viridis occidentalis (P.L.Sclater, 1855)",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tersina,2488544.0,Tersina viridis,2488545.0,,Tersina viridis occidentalis,"(P.L.Sclater, 1855)"
826,2488583,2488583,"Tachyphonus rufus (Boddaert, 1783)",4712,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tachyphonus,2488565.0,Tachyphonus rufus,2488583.0,LC,Tachyphonus rufus,"(Boddaert, 1783)"
370,2488592,2488592,"Tachyphonus delatrii Lafresnaye, 1847",5,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tachyphonus,2488565.0,Tachyphonus delatrii,2488592.0,LC,Tachyphonus delatrii,"Lafresnaye, 1847"
762,2488602,2488602,"Thraupis episcopus (Linnaeus, 1766)",11347,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Thraupis,2488600.0,Thraupis episcopus,2488602.0,LC,Thraupis episcopus,"(Linnaeus, 1766)"
774,6172251,6172251,"Thraupis episcopus quaesita Bangs & Noble, 1918",10,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Thraupis,2488600.0,Thraupis episcopus,2488602.0,,Thraupis episcopus quaesita,"Bangs & Noble, 1918"
722,9963091,2488602,"Thraupis episcopus (Linnaeus, 1766)",4,SPECIES,SYNONYM,Passeriformes,729.0,Thraupidae,9352.0,Thraupis,2488600.0,Thraupis episcopus,2488602.0,LC,Tangara episcopus,"(Linnaeus, 1766)"
53,9436876,9436876,"Thraupis palmarum (Wied-Neuwied, 1821)",8074,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Thraupis,2488600.0,Thraupis palmarum,9436876.0,LC,Thraupis palmarum,"(Wied-Neuwied, 1821)"
642,6172240,6172240,"Thraupis palmarum violilavata (Berlepsch & Taczanowski, 1884)",9,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Thraupis,2488600.0,Thraupis palmarum,9436876.0,,Thraupis palmarum violilavata,"(Berlepsch & Taczanowski, 1884)"
736,9764995,9436876,"Thraupis palmarum (Wied-Neuwied, 1821)",1,SPECIES,SYNONYM,Passeriformes,729.0,Thraupidae,9352.0,Thraupis,2488600.0,Thraupis palmarum,9436876.0,LC,Tangara palmarum,"(Wied-Neuwied, 1821)"
531,2488644,2488644,"Iridosornis rufivertex (Lafresnaye, 1842)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Iridosornis,2488643.0,Iridosornis rufivertex,2488644.0,LC,Iridosornis rufivertex,"(Lafresnaye, 1842)"
830,2488652,2488652,"Iridosornis porphyrocephalus P.L.Sclater, 1856",1,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Iridosornis,2488643.0,Iridosornis porphyrocephalus,2488652.0,NT,Iridosornis porphyrocephalus,"P.L.Sclater, 1856"
719,2488677,2488677,"Iridophanes pulcherrimus (P.L.Sclater, 1853)",11,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Iridophanes,2488676.0,Iridophanes pulcherrimus,2488677.0,LC,Iridophanes pulcherrimus,"(P.L.Sclater, 1853)"
263,2488696,2488696,"Thlypopsis ornata (P.L.Sclater, 1859)",34,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Thlypopsis,2488683.0,Thlypopsis ornata,2488696.0,LC,Thlypopsis ornata,"(P.L.Sclater, 1859)"
314,2488387,9637395,"Thlypopsis superciliaris (Lafresnaye, 1840)",2,SPECIES,SYNONYM,Passeriformes,729.0,Thraupidae,9352.0,Thlypopsis,2488683.0,Thlypopsis superciliaris,9637395.0,LC,Hemispingus superciliaris,"(Lafresnaye, 1840)"
751,5230641,5230641,"Chlorophanes spiza (Linnaeus, 1758)",548,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Chlorophanes,2488785.0,Chlorophanes spiza,5230641.0,LC,Chlorophanes spiza,"(Linnaeus, 1758)"
679,2488795,2488795,"Pipraeidea melanonota (Vieillot, 1819)",2766,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Pipraeidea,2488794.0,Pipraeidea melanonota,2488795.0,LC,Pipraeidea melanonota,"(Vieillot, 1819)"
665,6172507,6172507,"Pipraeidea melanonota venezuelensis P.L.Sclater, 1857",4,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Pipraeidea,2488794.0,Pipraeidea melanonota,2488795.0,,Pipraeidea melanonota venezuelensis,"P.L.Sclater, 1857"
351,5230649,5230649,"Diglossa albilatera Lafresnaye, 1843",141,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Diglossa,2488798.0,Diglossa albilatera,5230649.0,LC,Diglossa albilatera,"Lafresnaye, 1843"
733,7192241,7192241,Diglossa albilatera albilatera,1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Diglossa,2488798.0,Diglossa albilatera,5230649.0,,Diglossa albilatera albilatera,
250,5230689,5230689,"Diglossa sittoides (d'Orbigny & Lafresnaye, 1838)",18,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Diglossa,2488798.0,Diglossa sittoides,5230689.0,LC,Diglossa sittoides,"(d'Orbigny & Lafresnaye, 1838)"
671,7342077,7342077,"Diglossa cyanea (Lafresnaye, 1840)",326,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Diglossa,2488798.0,Diglossa cyanea,7342077.0,LC,Diglossa cyanea,"(Lafresnaye, 1840)"
99,2488903,2488903,"Cyanerpes caeruleus (Linnaeus, 1758)",269,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Cyanerpes,2488889.0,Cyanerpes caeruleus,2488903.0,LC,Cyanerpes caeruleus,"(Linnaeus, 1758)"
789,2488915,2488915,"Catamblyrhynchus diadema Lafresnaye, 1842",14,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Catamblyrhynchus,2488914.0,Catamblyrhynchus diadema,2488915.0,LC,Catamblyrhynchus diadema,"Lafresnaye, 1842"
451,2491185,2491185,"Catamenia analis (d'Orbigny & Lafresnaye, 1837)",13,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Catamenia,2491184.0,Catamenia analis,2491185.0,LC,Catamenia analis,"(d'Orbigny & Lafresnaye, 1837)"
740,2491290,2491290,"Haplospiza rustica (Tschudi, 1844)",9,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Haplospiza,2491288.0,Haplospiza rustica,2491290.0,LC,Haplospiza rustica,"(Tschudi, 1844)"
587,2491313,2491313,"Sporophila luctuosa (Lafresnaye, 1843)",420,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila luctuosa,2491313.0,LC,Sporophila luctuosa,"(Lafresnaye, 1843)"
166,2491321,2491321,"Sporophila schistacea (Lawrence, 1862)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila schistacea,2491321.0,LC,Sporophila schistacea,"(Lawrence, 1862)"
82,2491335,2491335,"Sporophila nigricollis (Vieillot, 1823)",4537,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila nigricollis,2491335.0,LC,Sporophila nigricollis,"(Vieillot, 1823)"
706,9100399,9100399,"Sporophila nigricollis olivacea (Berlepsch & Taczanowski, 1884)",5,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila nigricollis,2491335.0,,Sporophila nigricollis olivacea,"(Berlepsch & Taczanowski, 1884)"
203,6173676,9100399,"Sporophila nigricollis olivacea (Berlepsch & Taczanowski, 1884)",4,SUBSPECIES,SYNONYM,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila nigricollis,2491335.0,,Sporophila nigricollis vivida,"Hellmayr, 1938"
185,2491354,2491354,"Sporophila telasco (R.Lesson, 1828)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila telasco,2491354.0,LC,Sporophila telasco,"(R.Lesson, 1828)"
11,2491356,2491356,"Sporophila corvina (P.L.Sclater, 1860)",5054,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila corvina,2491356.0,LC,Sporophila corvina,"(P.L.Sclater, 1860)"
466,6173672,6173672,"Sporophila corvina ophthalmica (P.L.Sclater, 1860)",13,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila corvina,2491356.0,,Sporophila corvina ophthalmica,"(P.L.Sclater, 1860)"
571,8090594,6173672,"Sporophila corvina ophthalmica (P.L.Sclater, 1860)",2,SPECIES,SYNONYM,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila corvina,2491356.0,LC,Sporophila ophthalmica,"(P.L.Sclater, 1860)"
696,7465752,7465752,"Sporophila funerea (P.L.Sclater, 1860)",167,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sporophila,2491308.0,Sporophila funerea,7465752.0,LC,Sporophila funerea,"(P.L.Sclater, 1860)"
153,2491741,2491741,"Volatinia jacarina (Linnaeus, 1766)",1066,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Volatinia,2491740.0,Volatinia jacarina,2491741.0,LC,Volatinia jacarina,"(Linnaeus, 1766)"
368,6173768,6173768,"Volatinia jacarina peruviensis (Peale, 1849)",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Volatinia,2491740.0,Volatinia jacarina,2491741.0,,Volatinia jacarina peruviensis,"(Peale, 1849)"
596,5231037,5231037,"Tiaris olivaceus (Linnaeus, 1766)",202,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tiaris,2491799.0,Tiaris olivaceus,5231037.0,LC,Tiaris olivaceus,"(Linnaeus, 1766)"
180,5231038,5231038,"Tiaris olivaceus pusillus Swainson, 1827",1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Tiaris,2491799.0,Tiaris olivaceus,5231037.0,,Tiaris olivaceus pusillus,"Swainson, 1827"
597,12146516,10700051,"Porphyrospiza alaudina (Kittlitz, 1833)",7,SPECIES,SYNONYM,Passeriformes,729.0,Thraupidae,9352.0,Porphyrospiza,2491829.0,Porphyrospiza alaudina,10700051.0,NE,Rhopospina alaudina,"(Kittlitz, 1833)"
598,2491846,2491846,"Sicalis luteola (Sparrman, 1789)",7,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sicalis,2491831.0,Sicalis luteola,2491846.0,LC,Sicalis luteola,"(Sparrman, 1789)"
105,2491862,2491862,"Sicalis flaveola (Linnaeus, 1766)",650,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sicalis,2491831.0,Sicalis flaveola,2491862.0,LC,Sicalis flaveola,"(Linnaeus, 1766)"
855,2491895,2491895,"Rhodospingus cruentus (R.Lesson, 1844)",2,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Rhodospingus,2491894.0,Rhodospingus cruentus,2491895.0,LC,Rhodospingus cruentus,"(R.Lesson, 1844)"
295,2492081,2492081,"Paroaria coronata (J.F.Miller, 1776)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Paroaria,2492080.0,Paroaria coronata,2492081.0,LC,Paroaria coronata,"(J.F.Miller, 1776)"
216,2493744,2493744,"Coereba flaveola (Linnaeus, 1758)",8080,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Coereba,2493743.0,Coereba flaveola,2493744.0,LC,Coereba flaveola,"(Linnaeus, 1758)"
194,6171678,6171678,"Coereba flaveola intermedia (Salvadori & Festa, 1899)",25,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Coereba,2493743.0,Coereba flaveola,2493744.0,,Coereba flaveola intermedia,"(Salvadori & Festa, 1899)"
205,2488072,2488072,"Hemithraupis guira (Linnaeus, 1766)",2288,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Hemithraupis,3241506.0,Hemithraupis guira,2488072.0,LC,Hemithraupis guira,"(Linnaeus, 1766)"
278,10985391,10985391,"Chalcothraupis ruficervix (Prévost & Des Murs, 1842)",3047,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Chalcothraupis,4844667.0,Chalcothraupis ruficervix,10985391.0,NE,Chalcothraupis ruficervix,"(Prévost & Des Murs, 1842)"
537,11345373,11345373,"Rauenia bonariensis (J.F.Gmelin, 1789)",23,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Rauenia,4845719.0,Rauenia bonariensis,11345373.0,NE,Rauenia bonariensis,"(J.F.Gmelin, 1789)"
694,8965072,8965072,"Sporathraupis cyanocephala (d'Orbigny & Lafresnaye, 1837)",161,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sporathraupis,4845721.0,Sporathraupis cyanocephala,8965072.0,LC,Sporathraupis cyanocephala,"(d'Orbigny & Lafresnaye, 1837)"
114,9635084,9635084,"Geospizopsis plebejus (Tschudi, 1844)",9,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Geospizopsis,4848401.0,Geospizopsis plebejus,9635084.0,LC,Geospizopsis plebejus,"(Tschudi, 1844)"
307,9370602,9370602,"Sphenopsis frontalis (Tschudi, 1844)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sphenopsis,4851602.0,Sphenopsis frontalis,9370602.0,LC,Sphenopsis frontalis,"(Tschudi, 1844)"
50,9398243,9398243,"Sphenopsis melanotis (P.L.Sclater, 1855)",48,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sphenopsis,4851602.0,Sphenopsis melanotis,9398243.0,LC,Sphenopsis melanotis,"(P.L.Sclater, 1855)"
672,11072745,11072745,"Sphenopsis ochracea (Berlepsch & Taczanowski, 1884)",1,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Sphenopsis,4851602.0,Sphenopsis ochracea,11072745.0,LC,Sphenopsis ochracea,"(Berlepsch & Taczanowski, 1884)"
85,9315630,9315630,"Ixothraupis rufigula (Bonaparte, 1851)",1977,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Ixothraupis,4851933.0,Ixothraupis rufigula,9315630.0,NE,Ixothraupis rufigula,"(Bonaparte, 1851)"
45,2488154,9315630,"Ixothraupis rufigula (Bonaparte, 1851)",3,SPECIES,SYNONYM,Passeriformes,729.0,Thraupidae,9352.0,Ixothraupis,4851933.0,Ixothraupis rufigula,9315630.0,LC,Tangara rufigula,"(Bonaparte, 1851)"
54,10802560,10802560,"Loriotus luctuosus (d'Orbigny & Lafresnaye, 1837)",2535,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Loriotus,4852603.0,Loriotus luctuosus,10802560.0,NE,Loriotus luctuosus,"(d'Orbigny & Lafresnaye, 1837)"
94,5230635,5230635,"Chlorornis riefferii (Boissonneau, 1840)",62,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Chlorornis,5230634.0,Chlorornis riefferii,5230635.0,LC,Chlorornis riefferii,"(Boissonneau, 1840)"
465,5230928,5230928,"Saltator striatipectus Lafresnaye, 1847",134,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Saltator,5428759.0,Saltator striatipectus,5230928.0,LC,Saltator striatipectus,"Lafresnaye, 1847"
315,5230942,5230942,"Saltator maximus (P.L.S.Müller, 1776)",6343,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Saltator,5428759.0,Saltator maximus,5230942.0,LC,Saltator maximus,"(P.L.S.Müller, 1776)"
556,7191760,7191760,Saltator maximus maximus,4,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Saltator,5428759.0,Saltator maximus,5230942.0,,Saltator maximus maximus,
447,5230952,5230952,"Saltator atripennis P.L.Sclater, 1857",4792,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Saltator,5428759.0,Saltator atripennis,5230952.0,LC,Saltator atripennis,"P.L.Sclater, 1857"
140,5230955,5230955,"Saltator grossus (Linnaeus, 1767)",18,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Saltator,5428759.0,Saltator grossus,5230955.0,LC,Saltator grossus,"(Linnaeus, 1767)"
742,11049909,11049909,"Asemospiza obscura (d'Orbigny & Lafresnaye, 1837)",1310,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Asemospiza,7666090.0,Asemospiza obscura,11049909.0,LC,Asemospiza obscura,"(d'Orbigny & Lafresnaye, 1837)"
478,11102603,11102603,"Asemospiza obscura pauper (Berlepsch & Taczanowski, 1884)",3,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Asemospiza,7666090.0,Asemospiza obscura,11049909.0,,Asemospiza obscura pauper,"(Berlepsch & Taczanowski, 1884)"
594,11090140,11090140,"Poecilostreptus palmeri (Hellmayr, 1909)",105,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Poecilostreptus,7813472.0,Poecilostreptus palmeri,11090140.0,NE,Poecilostreptus palmeri,"(Hellmayr, 1909)"
582,10913109,10913109,"Stilpnia heinei (Cabanis, 1851)",590,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Stilpnia,8198888.0,Stilpnia heinei,10913109.0,NE,Stilpnia heinei,"(Cabanis, 1851)"
590,10955666,10955666,"Stilpnia larvata (Du Bus de Gisignies, 1846)",60,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Stilpnia,8198888.0,Stilpnia larvata,10955666.0,NE,Stilpnia larvata,"(Du Bus de Gisignies, 1846)"
80,10992187,10992187,"Stilpnia cyanicollis (d'Orbigny & Lafresnaye, 1837)",7357,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Stilpnia,8198888.0,Stilpnia cyanicollis,10992187.0,NE,Stilpnia cyanicollis,"(d'Orbigny & Lafresnaye, 1837)"
487,11014529,11014529,"Stilpnia cyanicollis cyanopygia (Berlepsch & Taczanowski, 1884)",26,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Stilpnia,8198888.0,Stilpnia cyanicollis,10992187.0,,Stilpnia cyanicollis cyanopygia,"(Berlepsch & Taczanowski, 1884)"
84,2488125,10992187,"Stilpnia cyanicollis (d'Orbigny & Lafresnaye, 1837)",1,SPECIES,SYNONYM,Passeriformes,729.0,Thraupidae,9352.0,Stilpnia,8198888.0,Stilpnia cyanicollis,10992187.0,LC,Tangara cyanicollis,"(d'Orbigny & Lafresnaye, 1837)"
518,11081628,11081628,"Stilpnia vitriolina (Cabanis, 1851)",22,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Stilpnia,8198888.0,Stilpnia vitriolina,11081628.0,NE,Stilpnia vitriolina,"(Cabanis, 1851)"
147,5230612,5230612,"Conirostrum cinereum d'Orbigny & Lafresnaye, 1838",13,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Conirostrum,8406176.0,Conirostrum cinereum,5230612.0,LC,Conirostrum cinereum,"d'Orbigny & Lafresnaye, 1838"
232,5230627,5230627,"Conirostrum albifrons Lafresnaye, 1842",77,SPECIES,ACCEPTED,Passeriformes,729.0,Thraupidae,9352.0,Conirostrum,8406176.0,Conirostrum albifrons,5230627.0,LC,Conirostrum albifrons,"Lafresnaye, 1842"
252,2493788,2493788,"Cinnycerthia unirufa (Lafresnaye, 1840)",21,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Cinnycerthia,2493786.0,Cinnycerthia unirufa,2493788.0,LC,Cinnycerthia unirufa,"(Lafresnaye, 1840)"
606,7341239,7341239,"Cinnycerthia olivascens Sharpe, 1882",89,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Cinnycerthia,2493786.0,Cinnycerthia olivascens,7341239.0,LC,Cinnycerthia olivascens,"Sharpe, 1882"
379,5231437,5231437,"Troglodytes solstitialis P.L.Sclater, 1859",195,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Troglodytes,2493899.0,Troglodytes solstitialis,5231437.0,LC,Troglodytes solstitialis,"P.L.Sclater, 1859"
752,5231459,5231459,"Troglodytes aedon Vieillot, 1809",7454,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Troglodytes,2493899.0,Troglodytes aedon,5231459.0,LC,Troglodytes aedon,"Vieillot, 1809"
548,6089124,6089124,"Troglodytes aedon albicans Berlepsch & Taczanowski, 1884",10,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Troglodytes,2493899.0,Troglodytes aedon,5231459.0,,Troglodytes aedon albicans,"Berlepsch & Taczanowski, 1884"
325,8346347,8346347,"Troglodytes musculus J.F.Naumann, 1823",81,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Troglodytes,2493899.0,Troglodytes musculus,8346347.0,NE,Troglodytes musculus,"J.F.Naumann, 1823"
524,5231469,5231469,"Campylorhynchus zonatus (Lesson, 1832)",22,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Campylorhynchus,2493929.0,Campylorhynchus zonatus,5231469.0,LC,Campylorhynchus zonatus,"(Lesson, 1832)"
480,5845228,5845228,"Campylorhynchus zonatus brevirostris Lafresnaye, 1845",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Campylorhynchus,2493929.0,Campylorhynchus zonatus,5231469.0,,Campylorhynchus zonatus brevirostris,"Lafresnaye, 1845"
373,2493957,2493957,"Henicorhina leucophrys (Tschudi, 1844)",5268,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Henicorhina,2493955.0,Henicorhina leucophrys,2493957.0,LC,Henicorhina leucophrys,"(Tschudi, 1844)"
816,6087923,6087923,"Henicorhina leucophrys brunneiceps Chapman, 1914",5,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Henicorhina,2493955.0,Henicorhina leucophrys,2493957.0,,Henicorhina leucophrys brunneiceps,"Chapman, 1914"
437,6087916,6087916,"Henicorhina leucophrys hilaris Berlepsch & Taczanowski, 1884",2,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Henicorhina,2493955.0,Henicorhina leucophrys,2493957.0,,Henicorhina leucophrys hilaris,"Berlepsch & Taczanowski, 1884"
513,7340691,7340691,Henicorhina leucophrys leucophrys,1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Henicorhina,2493955.0,Henicorhina leucophrys,2493957.0,,Henicorhina leucophrys leucophrys,
254,7341063,7341063,"Cantorchilus nigricapillus (P.L.Sclater, 1860)",5404,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Cantorchilus,7341033.0,Cantorchilus nigricapillus,7341063.0,LC,Cantorchilus nigricapillus,"(P.L.Sclater, 1860)"
223,6089648,6089648,Cantorchilus nigricapillus nigricapillus,6,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Cantorchilus,7341033.0,Cantorchilus nigricapillus,7341063.0,,Cantorchilus nigricapillus nigricapillus,
366,2493812,7341063,"Cantorchilus nigricapillus (P.L.Sclater, 1860)",4,SPECIES,SYNONYM,Passeriformes,729.0,Troglodytidae,9355.0,Cantorchilus,7341033.0,Cantorchilus nigricapillus,7341063.0,LC,Thryothorus nigricapillus,"P.L.Sclater, 1860"
780,7341190,7341190,"Pheugopedius mystacalis (P.L.Sclater, 1860)",363,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Pheugopedius,7341112.0,Pheugopedius mystacalis,7341190.0,LC,Pheugopedius mystacalis,"(P.L.Sclater, 1860)"
169,7341191,7341191,Pheugopedius mystacalis mystacalis,1,SUBSPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Pheugopedius,7341112.0,Pheugopedius mystacalis,7341190.0,,Pheugopedius mystacalis mystacalis,
120,7341209,7341209,"Pheugopedius euophrys (P.L.Sclater, 1860)",89,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Pheugopedius,7341112.0,Pheugopedius euophrys,7341209.0,LC,Pheugopedius euophrys,"(P.L.Sclater, 1860)"
637,2493836,2493836,"Microcerculus marginatus (P.L.Sclater, 1855)",2152,SPECIES,ACCEPTED,Passeriformes,729.0,Troglodytidae,9355.0,Microcerculus,7939828.0,Microcerculus marginatus,2493836.0,LC,Microcerculus marginatus,"(P.L.Sclater, 1855)"
