taxonKey,scientificName,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory,absoluteRatio,rarity,relativeRatio,relativePercent
7059609,Electron platyrhynchum platyrhynchum,7059609,Electron platyrhynchum platyrhynchum,2,SUBSPECIES,ACCEPTED,Coraciiformes,1447.0,Momotidae,5255.0,Electron,2475319.0,Electron platyrhynchum,2475321.0,,3.0828801499512905e-06,Rare,0.0014005602240896359,0.140%
6178527,"Streptoprocne zonaris subtropicalis Parkes, 1994",6178527,"Streptoprocne zonaris subtropicalis Parkes, 1994",2,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Apodidae,2993.0,Streptoprocne,2477070.0,Streptoprocne zonaris,2477082.0,,3.0828801499512905e-06,Rare,0.0005124263387138099,0.051%
6178733,Florisuga mellivora mellivora,6178733,Florisuga mellivora mellivora,24,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Florisuga,2476192.0,Florisuga mellivora,2476195.0,,3.6994561799415486e-05,Uncommon,0.00261437908496732,0.261%
6178847,"Schistes geoffroyi albogularis Gould, 1852",8752472,"Schistes albogularis Gould, 1852",3,SUBSPECIES,SYNONYM,Apodiformes,1448.0,Trochilidae,5289.0,Schistes,2476198.0,Schistes albogularis,8752472.0,,4.624320224926936e-06,Rare,0.003601440576230492,0.360%
7060010,Urosticte benjamini benjamini,2476279,"Urosticte benjamini (Bourcier, 1851)",15,SUBSPECIES,SYNONYM,Apodiformes,1448.0,Trochilidae,5289.0,Urosticte,2476278.0,Urosticte benjamini,2476279.0,,2.312160112463468e-05,Rare,0.004178272980501393,0.418%
6178930,"Ocreatus underwoodii melanantherus (Jardine, 1851)",6178930,"Ocreatus underwoodii melanantherus (Jardine, 1851)",19,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Ocreatus,2476350.0,Ocreatus underwoodii,2476351.0,,2.928736142453726e-05,Rare,0.00421379463295631,0.421%
7060092,Aglaiocercus coelestis coelestis,7060092,Aglaiocercus coelestis coelestis,8,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Aglaiocercus,2476384.0,Aglaiocercus coelestis,2476385.0,,1.2331520599805162e-05,Rare,0.002561639449247518,0.256%
6179015,"Amazilia tzacatl jucunda (Heine, 1863)",6179015,"Amazilia tzacatl jucunda (Heine, 1863)",4,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Amazilia,2476407.0,Amazilia tzacatl,2476441.0,,6.165760299902581e-06,Rare,0.0003216209696872236,0.032%
7949914,"Thalurania colombica verticeps (Gould, 1851)",7949914,"Thalurania colombica verticeps (Gould, 1851)",34,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Thalurania,2476526.0,Thalurania colombica,2476528.0,,5.2408962549171936e-05,Uncommon,0.004819960306209243,0.482%
8384677,"Thalurania colombica fannyae (Delattre & Bourcier, 1846)",8384677,"Thalurania colombica fannyae (Delattre & Bourcier, 1846)",24,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Thalurania,2476526.0,Thalurania colombica,2476528.0,,3.6994561799415486e-05,Uncommon,0.003402324922030054,0.340%
7192799,Phaethornis syrmatophorus syrmatophorus,7192799,Phaethornis syrmatophorus syrmatophorus,9,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Phaethornis,2476571.0,Phaethornis syrmatophorus,2476589.0,,1.3872960674780808e-05,Rare,0.0009134273825230895,0.091%
6178921,"Boissonneaua flavescens tinochlora Oberholser, 1902",6178921,"Boissonneaua flavescens tinochlora Oberholser, 1902",3,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Boissonneaua,2476785.0,Boissonneaua flavescens,2476787.0,,4.624320224926936e-06,Rare,0.0018018018018018018,0.180%
6178830,"Heliodoxa rubinoides aequatorialis (Gould, 1860)",6178830,"Heliodoxa rubinoides aequatorialis (Gould, 1860)",6,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Heliodoxa,2476930.0,Heliodoxa rubinoides,2476931.0,,9.248640449853871e-06,Rare,0.0005185825410544512,0.052%
6178825,"Heliodoxa jacula jamesoni (Bourcier, 1851)",8357694,"Heliodoxa jacula jamersoni (Bourcier, 1851)",8,SUBSPECIES,SYNONYM,Apodiformes,1448.0,Trochilidae,5289.0,Heliodoxa,2476930.0,Heliodoxa jacula,2476948.0,,1.2331520599805162e-05,Rare,0.0006914433880726015,0.069%
8357694,"Heliodoxa jacula jamersoni (Bourcier, 1851)",8357694,"Heliodoxa jacula jamersoni (Bourcier, 1851)",3,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Heliodoxa,2476930.0,Heliodoxa jacula,2476948.0,,4.624320224926936e-06,Rare,0.0002592912705272256,0.026%
7192811,Doryfera ludovicae ludovicae,7192811,Doryfera ludovicae ludovicae,2,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Doryfera,2476967.0,Doryfera ludovicae,2476971.0,,3.0828801499512905e-06,Rare,0.0019305019305019305,0.193%
10969016,"Uranomitra franciae viridiceps (Gould, 1860)",10969016,"Uranomitra franciae viridiceps (Gould, 1860)",17,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Uranomitra,4849137.0,Uranomitra franciae,10912964.0,,2.6204481274585968e-05,Rare,0.002155992390615092,0.216%
6178975,"Amazilia franciae viridiceps (Gould, 1860)",10969016,"Uranomitra franciae viridiceps (Gould, 1860)",14,SUBSPECIES,SYNONYM,Apodiformes,1448.0,Trochilidae,5289.0,Uranomitra,4849137.0,Uranomitra franciae,10912964.0,,2.1580161049659035e-05,Rare,0.0017755231452124287,0.178%
7192874,Colibri coruscans coruscans,7192874,Colibri coruscans coruscans,6,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Colibri,5228473.0,Colibri coruscans,5228474.0,,9.248640449853871e-06,Rare,0.000782983165861934,0.078%
9148492,Colibri cyanotus cyanotus,9148492,Colibri cyanotus cyanotus,5,SUBSPECIES,ACCEPTED,Apodiformes,1448.0,Trochilidae,5289.0,Colibri,5228473.0,Colibri cyanotus,9053125.0,,7.707200374878227e-06,Rare,0.0006524859715516117,0.065%
6177784,"Trogon personatus assimilis Gould, 1846",6177784,"Trogon personatus assimilis Gould, 1846",9,SUBSPECIES,ACCEPTED,Trogoniformes,1449.0,Trogonidae,9356.0,Trogon,2496633.0,Trogon personatus,2496673.0,,1.3872960674780808e-05,Rare,0.004409603135717786,0.441%
7192479,Pharomachrus auriceps auriceps,7192479,Pharomachrus auriceps auriceps,2,SUBSPECIES,ACCEPTED,Trogoniformes,1449.0,Trogonidae,9356.0,Pharomachrus,2496714.0,Pharomachrus auriceps,2496720.0,,3.0828801499512905e-06,Rare,0.0005137426149499101,0.051%
10741190,"Megascops ingens colombianus (Traylor, 1952)",10741190,"Megascops ingens colombianus (Traylor, 1952)",3,SUBSPECIES,ACCEPTED,Strigiformes,1450.0,Strigidae,9348.0,Megascops,2497318.0,Megascops ingens,2497328.0,,4.624320224926936e-06,Rare,0.016483516483516484,1.65%
6175944,Strix virgata virgata,6175944,Strix virgata virgata,7,SUBSPECIES,ACCEPTED,Strigiformes,1450.0,Strigidae,9348.0,Strix,2497486.0,Strix virgata,2497440.0,,1.0790080524829517e-05,Rare,0.010248901903367497,1.02%
6085663,"Coccycua minuta gracilis Heine, 1863",6170398,"Piaya minuta gracilis (Heine, 1863)",6,SUBSPECIES,SYNONYM,Cuculiformes,1492.0,Cuculidae,9309.0,Piaya,2496427.0,Piaya minuta,2496428.0,,9.248640449853871e-06,Rare,0.0009778357235984355,0.098%
6170402,"Piaya cayana nigricrissa (Cabanis, 1862)",6170402,"Piaya cayana nigricrissa (Cabanis, 1862)",3,SUBSPECIES,ACCEPTED,Cuculiformes,1492.0,Cuculidae,9309.0,Piaya,2496427.0,Piaya cayana,2496432.0,,4.624320224926936e-06,Rare,0.0004889178617992178,0.049%
7191376,Laterallus albigularis albigularis,7191376,Laterallus albigularis albigularis,2,SUBSPECIES,ACCEPTED,Gruiformes,1493.0,Rallidae,9342.0,Laterallus,2474584.0,Laterallus albigularis,2474599.0,,3.0828801499512905e-06,Rare,0.0012338062924120913,0.123%
6066396,"Nyctanassa violacea caliginis Wetmore, 1946",6066396,"Nyctanassa violacea caliginis Wetmore, 1946",1,SUBSPECIES,ACCEPTED,Pelecaniformes,7190953.0,Ardeidae,3685.0,Nyctanassa,2480952.0,Nyctanassa violacea,2480953.0,,1.5414400749756452e-06,Very Rare,0.2,20.0%
5844425,"Elanoides forficatus yetapa (Vieillot, 1818)",5844425,"Elanoides forficatus yetapa (Vieillot, 1818)",6,SUBSPECIES,ACCEPTED,Accipitriformes,7191147.0,Accipitridae,2877.0,Elanoides,2480460.0,Elanoides forficatus,2480461.0,,9.248640449853871e-06,Rare,0.0016194331983805667,0.162%
7191151,Buteo brachyurus brachyurus,7191151,Buteo brachyurus brachyurus,1,SUBSPECIES,ACCEPTED,Accipitriformes,7191147.0,Accipitridae,2877.0,Buteo,2480517.0,Buteo brachyurus,2480553.0,,1.5414400749756452e-06,Very Rare,0.0011668611435239206,0.117%
6066281,"Harpagus bidentatus fasciatus Lawrence, 1869",6066281,"Harpagus bidentatus fasciatus Lawrence, 1869",3,SUBSPECIES,ACCEPTED,Accipitriformes,7191147.0,Accipitridae,2877.0,Harpagus,2480680.0,Harpagus bidentatus,5229191.0,,4.624320224926936e-06,Rare,0.024793388429752067,2.48%
7094918,Leptodon cayanensis cayanensis,7094918,Leptodon cayanensis cayanensis,1,SUBSPECIES,ACCEPTED,Accipitriformes,7191147.0,Accipitridae,2877.0,Leptodon,2480711.0,Leptodon cayanensis,5229197.0,,1.5414400749756452e-06,Very Rare,0.002066115702479339,0.207%
7191163,Rupornis magnirostris magnirostris,7191163,Rupornis magnirostris magnirostris,2,SUBSPECIES,ACCEPTED,Accipitriformes,7191147.0,Accipitridae,2877.0,Rupornis,4850093.0,Rupornis magnirostris,5844398.0,,3.0828801499512905e-06,Rare,0.0005317734645041213,0.053%
7191201,Accipiter bicolor bicolor,7191201,Accipiter bicolor bicolor,2,SUBSPECIES,ACCEPTED,Accipitriformes,7191147.0,Accipitridae,2877.0,Accipiter,9405810.0,Accipiter bicolor,2480599.0,,3.0828801499512905e-06,Rare,0.0036363636363636364,0.364%
6542604,Accipiter striatus ventralis,6542604,Accipiter striatus ventralis,2,SUBSPECIES,ACCEPTED,Accipitriformes,7191147.0,Accipitridae,2877.0,Accipiter,9405810.0,Accipiter striatus,9740253.0,,3.0828801499512905e-06,Rare,0.0036363636363636364,0.364%
5844324,"Falco femoralis pichinchae Chapman, 1925",5844324,"Falco femoralis pichinchae Chapman, 1925",1,SUBSPECIES,ACCEPTED,Falconiformes,7191407.0,Falconidae,5240.0,Falco,2480996.0,Falco femoralis,2481006.0,,1.5414400749756452e-06,Very Rare,0.0013440860215053765,0.134%
6065700,"Falco rufigularis petoensis C.Chubb, 1918",6065700,"Falco rufigularis petoensis C.Chubb, 1918",1,SUBSPECIES,ACCEPTED,Falconiformes,7191407.0,Falconidae,5240.0,Falco,2480996.0,Falco rufigularis,2481033.0,,1.5414400749756452e-06,Very Rare,0.0013440860215053765,0.134%
6065716,"Micrastur ruficollis interstes Bangs, 1907",6065716,"Micrastur ruficollis interstes Bangs, 1907",2,SUBSPECIES,ACCEPTED,Falconiformes,7191407.0,Falconidae,5240.0,Micrastur,2481081.0,Micrastur ruficollis,2481082.0,,3.0828801499512905e-06,Rare,0.003656307129798903,0.366%
6176765,"Eurypyga helias major Hartlaub, 1844",6176765,"Eurypyga helias major Hartlaub, 1844",5,SUBSPECIES,ACCEPTED,Eurypygiformes,8481794.0,Eurypygidae,5710.0,Eurypyga,2474331.0,Eurypyga helias,2474332.0,,7.707200374878227e-06,Rare,0.0032679738562091504,0.327%
7191331,Nyctidromus albicollis albicollis,7191331,Nyctidromus albicollis albicollis,4,SUBSPECIES,ACCEPTED,Caprimulgiformes,8510645.0,Caprimulgidae,5225.0,Nyctidromus,2496989.0,Nyctidromus albicollis,2496990.0,,6.165760299902581e-06,Rare,0.008714596949891068,0.871%
7191325,Uropsalis lyra lyra,7191325,Uropsalis lyra lyra,2,SUBSPECIES,ACCEPTED,Caprimulgiformes,8510645.0,Caprimulgidae,5225.0,Uropsalis,2497073.0,Uropsalis lyra,2497074.0,,3.0828801499512905e-06,Rare,0.00477326968973747,0.477%
6176317,"Nyctibius griseus panamensis Ridgway, 1912",6176317,"Nyctibius griseus panamensis Ridgway, 1912",2,SUBSPECIES,ACCEPTED,Nyctibiiformes,10833565.0,Nyctibiidae,9324.0,Nyctibius,2496795.0,Nyctibius griseus,2496811.0,,3.0828801499512905e-06,Rare,0.0007590132827324478,0.076%
