taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory	absoluteRatio	rarity
6172170	Dacnis lineata aequatorialis Berlepsch & Taczanowski, 1884	9167607	Dacnis egregia aequatorialis Berlepsch & Taczanowski, 1884	3	SUBSPECIES	SYNONYM	Passeriformes	729.0	Thraupidae	9352.0	Dacnis	2488348.0	Dacnis egregia	6100781.0		4.624320224926936e-06	Rare
9167607	Dacnis egregia aequatorialis Berlepsch & Taczanowski, 1884	9167607	Dacnis egregia aequatorialis Berlepsch & Taczanowski, 1884	1	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Dacnis	2488348.0	Dacnis egregia	6100781.0		1.5414400749756452e-06	Very Rare
2488439	Ramphocelus flammigerus (Jardine & Selby, 1833)	2488439	Ramphocelus flammigerus (Jardine & Selby, 1833)	13121	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Ramphocelus	2488419.0	Ramphocelus flammigerus	2488439.0	LC	0.020225235223755442	Abundant
5845475	Ramphocelus icteronotus Bonaparte, 1838	5845475	Ramphocelus icteronotus Bonaparte, 1838	174	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Ramphocelus	2488419.0	Ramphocelus icteronotus	5845475.0	LC	0.00026821057304576227	Uncommon
6172182	Ramphocelus flammigerus icteronotus Bonaparte, 1838	5845475	Ramphocelus icteronotus Bonaparte, 1838	170	SUBSPECIES	SYNONYM	Passeriformes	729.0	Thraupidae	9352.0	Ramphocelus	2488419.0	Ramphocelus icteronotus	5845475.0		0.00026204481274585967	Uncommon
2488545	Tersina viridis (Illiger, 1811)	2488545	Tersina viridis (Illiger, 1811)	4525	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Tersina	2488544.0	Tersina viridis	2488545.0	LC	0.006975016339264795	Common
6172391	Tersina viridis occidentalis (P.L.Sclater, 1855)	6172391	Tersina viridis occidentalis (P.L.Sclater, 1855)	3	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Tersina	2488544.0	Tersina viridis	2488545.0		4.624320224926936e-06	Rare
2488583	Tachyphonus rufus (Boddaert, 1783)	2488583	Tachyphonus rufus (Boddaert, 1783)	4712	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Tachyphonus	2488565.0	Tachyphonus rufus	2488583.0	LC	0.007263265633285241	Common
2488592	Tachyphonus delatrii Lafresnaye, 1847	2488592	Tachyphonus delatrii Lafresnaye, 1847	5	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Tachyphonus	2488565.0	Tachyphonus delatrii	2488592.0	LC	7.707200374878227e-06	Rare
2488602	Thraupis episcopus (Linnaeus, 1766)	2488602	Thraupis episcopus (Linnaeus, 1766)	11347	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Thraupis	2488600.0	Thraupis episcopus	2488602.0	LC	0.017490720530748648	Abundant
6172251	Thraupis episcopus quaesita Bangs & Noble, 1918	6172251	Thraupis episcopus quaesita Bangs & Noble, 1918	10	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Thraupis	2488600.0	Thraupis episcopus	2488602.0		1.5414400749756454e-05	Rare
9963091	Tangara episcopus (Linnaeus, 1766)	2488602	Thraupis episcopus (Linnaeus, 1766)	4	SPECIES	SYNONYM	Passeriformes	729.0	Thraupidae	9352.0	Thraupis	2488600.0	Thraupis episcopus	2488602.0	LC	6.165760299902581e-06	Rare
9436876	Thraupis palmarum (Wied-Neuwied, 1821)	9436876	Thraupis palmarum (Wied-Neuwied, 1821)	8074	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Thraupis	2488600.0	Thraupis palmarum	9436876.0	LC	0.01244558716535336	Abundant
6172240	Thraupis palmarum violilavata (Berlepsch & Taczanowski, 1884)	6172240	Thraupis palmarum violilavata (Berlepsch & Taczanowski, 1884)	9	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Thraupis	2488600.0	Thraupis palmarum	9436876.0		1.3872960674780808e-05	Rare
9764995	Tangara palmarum (Wied-Neuwied, 1821)	9436876	Thraupis palmarum (Wied-Neuwied, 1821)	1	SPECIES	SYNONYM	Passeriformes	729.0	Thraupidae	9352.0	Thraupis	2488600.0	Thraupis palmarum	9436876.0	LC	1.5414400749756452e-06	Very Rare
2488644	Iridosornis rufivertex (Lafresnaye, 1842)	2488644	Iridosornis rufivertex (Lafresnaye, 1842)	1	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Iridosornis	2488643.0	Iridosornis rufivertex	2488644.0	LC	1.5414400749756452e-06	Very Rare
2488652	Iridosornis porphyrocephalus P.L.Sclater, 1856	2488652	Iridosornis porphyrocephalus P.L.Sclater, 1856	1	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Iridosornis	2488643.0	Iridosornis porphyrocephalus	2488652.0	NT	1.5414400749756452e-06	Very Rare
2488677	Iridophanes pulcherrimus (P.L.Sclater, 1853)	2488677	Iridophanes pulcherrimus (P.L.Sclater, 1853)	11	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Iridophanes	2488676.0	Iridophanes pulcherrimus	2488677.0	LC	1.69558408247321e-05	Rare
2488696	Thlypopsis ornata (P.L.Sclater, 1859)	2488696	Thlypopsis ornata (P.L.Sclater, 1859)	34	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Thlypopsis	2488683.0	Thlypopsis ornata	2488696.0	LC	5.2408962549171936e-05	Uncommon
2488387	Hemispingus superciliaris (Lafresnaye, 1840)	9637395	Thlypopsis superciliaris (Lafresnaye, 1840)	2	SPECIES	SYNONYM	Passeriformes	729.0	Thraupidae	9352.0	Thlypopsis	2488683.0	Thlypopsis superciliaris	9637395.0	LC	3.0828801499512905e-06	Rare
5230641	Chlorophanes spiza (Linnaeus, 1758)	5230641	Chlorophanes spiza (Linnaeus, 1758)	548	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Chlorophanes	2488785.0	Chlorophanes spiza	5230641.0	LC	0.0008447091610866536	Uncommon
2488795	Pipraeidea melanonota (Vieillot, 1819)	2488795	Pipraeidea melanonota (Vieillot, 1819)	2766	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Pipraeidea	2488794.0	Pipraeidea melanonota	2488795.0	LC	0.004263623247382635	Common
6172507	Pipraeidea melanonota venezuelensis P.L.Sclater, 1857	6172507	Pipraeidea melanonota venezuelensis P.L.Sclater, 1857	4	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Pipraeidea	2488794.0	Pipraeidea melanonota	2488795.0		6.165760299902581e-06	Rare
5230649	Diglossa albilatera Lafresnaye, 1843	5230649	Diglossa albilatera Lafresnaye, 1843	141	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Diglossa	2488798.0	Diglossa albilatera	5230649.0	LC	0.00021734305057156597	Uncommon
7192241	Diglossa albilatera albilatera	7192241	Diglossa albilatera albilatera	1	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Diglossa	2488798.0	Diglossa albilatera	5230649.0		1.5414400749756452e-06	Very Rare
5230689	Diglossa sittoides (d'Orbigny & Lafresnaye, 1838)	5230689	Diglossa sittoides (d'Orbigny & Lafresnaye, 1838)	18	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Diglossa	2488798.0	Diglossa sittoides	5230689.0	LC	2.7745921349561616e-05	Rare
7342077	Diglossa cyanea (Lafresnaye, 1840)	7342077	Diglossa cyanea (Lafresnaye, 1840)	326	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Diglossa	2488798.0	Diglossa cyanea	7342077.0	LC	0.0005025094644420604	Uncommon
2488903	Cyanerpes caeruleus (Linnaeus, 1758)	2488903	Cyanerpes caeruleus (Linnaeus, 1758)	269	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Cyanerpes	2488889.0	Cyanerpes caeruleus	2488903.0	LC	0.00041464738016844856	Uncommon
2488915	Catamblyrhynchus diadema Lafresnaye, 1842	2488915	Catamblyrhynchus diadema Lafresnaye, 1842	14	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Catamblyrhynchus	2488914.0	Catamblyrhynchus diadema	2488915.0	LC	2.1580161049659035e-05	Rare
2491185	Catamenia analis (d'Orbigny & Lafresnaye, 1837)	2491185	Catamenia analis (d'Orbigny & Lafresnaye, 1837)	13	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Catamenia	2491184.0	Catamenia analis	2491185.0	LC	2.0038720974683387e-05	Rare
2491290	Haplospiza rustica (Tschudi, 1844)	2491290	Haplospiza rustica (Tschudi, 1844)	9	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Haplospiza	2491288.0	Haplospiza rustica	2491290.0	LC	1.3872960674780808e-05	Rare
2491313	Sporophila luctuosa (Lafresnaye, 1843)	2491313	Sporophila luctuosa (Lafresnaye, 1843)	420	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Sporophila	2491308.0	Sporophila luctuosa	2491313.0	LC	0.000647404831489771	Uncommon
2491321	Sporophila schistacea (Lawrence, 1862)	2491321	Sporophila schistacea (Lawrence, 1862)	1	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Sporophila	2491308.0	Sporophila schistacea	2491321.0	LC	1.5414400749756452e-06	Very Rare
2491335	Sporophila nigricollis (Vieillot, 1823)	2491335	Sporophila nigricollis (Vieillot, 1823)	4537	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Sporophila	2491308.0	Sporophila nigricollis	2491335.0	LC	0.006993513620164503	Common
9100399	Sporophila nigricollis olivacea (Berlepsch & Taczanowski, 1884)	9100399	Sporophila nigricollis olivacea (Berlepsch & Taczanowski, 1884)	5	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Sporophila	2491308.0	Sporophila nigricollis	2491335.0		7.707200374878227e-06	Rare
6173676	Sporophila nigricollis vivida Hellmayr, 1938	9100399	Sporophila nigricollis olivacea (Berlepsch & Taczanowski, 1884)	4	SUBSPECIES	SYNONYM	Passeriformes	729.0	Thraupidae	9352.0	Sporophila	2491308.0	Sporophila nigricollis	2491335.0		6.165760299902581e-06	Rare
2491354	Sporophila telasco (R.Lesson, 1828)	2491354	Sporophila telasco (R.Lesson, 1828)	1	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Sporophila	2491308.0	Sporophila telasco	2491354.0	LC	1.5414400749756452e-06	Very Rare
2491356	Sporophila corvina (P.L.Sclater, 1860)	2491356	Sporophila corvina (P.L.Sclater, 1860)	5054	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Sporophila	2491308.0	Sporophila corvina	2491356.0	LC	0.007790438138926911	Abundant
6173672	Sporophila corvina ophthalmica (P.L.Sclater, 1860)	6173672	Sporophila corvina ophthalmica (P.L.Sclater, 1860)	13	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Sporophila	2491308.0	Sporophila corvina	2491356.0		2.0038720974683387e-05	Rare
8090594	Sporophila ophthalmica (P.L.Sclater, 1860)	6173672	Sporophila corvina ophthalmica (P.L.Sclater, 1860)	2	SPECIES	SYNONYM	Passeriformes	729.0	Thraupidae	9352.0	Sporophila	2491308.0	Sporophila corvina	2491356.0	LC	3.0828801499512905e-06	Rare
7465752	Sporophila funerea (P.L.Sclater, 1860)	7465752	Sporophila funerea (P.L.Sclater, 1860)	167	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Sporophila	2491308.0	Sporophila funerea	7465752.0	LC	0.00025742049252093274	Uncommon
2491741	Volatinia jacarina (Linnaeus, 1766)	2491741	Volatinia jacarina (Linnaeus, 1766)	1066	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Volatinia	2491740.0	Volatinia jacarina	2491741.0	LC	0.001643175119924038	Common
6173768	Volatinia jacarina peruviensis (Peale, 1849)	6173768	Volatinia jacarina peruviensis (Peale, 1849)	1	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Volatinia	2491740.0	Volatinia jacarina	2491741.0		1.5414400749756452e-06	Very Rare
5231037	Tiaris olivaceus (Linnaeus, 1766)	5231037	Tiaris olivaceus (Linnaeus, 1766)	202	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Tiaris	2491799.0	Tiaris olivaceus	5231037.0	LC	0.00031137089514508034	Uncommon
5231038	Tiaris olivaceus pusillus Swainson, 1827	5231038	Tiaris olivaceus pusillus Swainson, 1827	1	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Tiaris	2491799.0	Tiaris olivaceus	5231037.0		1.5414400749756452e-06	Very Rare
12146516	Rhopospina alaudina (Kittlitz, 1833)	10700051	Porphyrospiza alaudina (Kittlitz, 1833)	7	SPECIES	SYNONYM	Passeriformes	729.0	Thraupidae	9352.0	Porphyrospiza	2491829.0	Porphyrospiza alaudina	10700051.0	NE	1.0790080524829517e-05	Rare
2491846	Sicalis luteola (Sparrman, 1789)	2491846	Sicalis luteola (Sparrman, 1789)	7	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Sicalis	2491831.0	Sicalis luteola	2491846.0	LC	1.0790080524829517e-05	Rare
2491862	Sicalis flaveola (Linnaeus, 1766)	2491862	Sicalis flaveola (Linnaeus, 1766)	650	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Sicalis	2491831.0	Sicalis flaveola	2491862.0	LC	0.0010019360487341694	Uncommon
2491895	Rhodospingus cruentus (R.Lesson, 1844)	2491895	Rhodospingus cruentus (R.Lesson, 1844)	2	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Rhodospingus	2491894.0	Rhodospingus cruentus	2491895.0	LC	3.0828801499512905e-06	Rare
2492081	Paroaria coronata (J.F.Miller, 1776)	2492081	Paroaria coronata (J.F.Miller, 1776)	1	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Paroaria	2492080.0	Paroaria coronata	2492081.0	LC	1.5414400749756452e-06	Very Rare
2493744	Coereba flaveola (Linnaeus, 1758)	2493744	Coereba flaveola (Linnaeus, 1758)	8080	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Coereba	2493743.0	Coereba flaveola	2493744.0	LC	0.012454835805803213	Abundant
6171678	Coereba flaveola intermedia (Salvadori & Festa, 1899)	6171678	Coereba flaveola intermedia (Salvadori & Festa, 1899)	25	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Coereba	2493743.0	Coereba flaveola	2493744.0		3.853600187439113e-05	Uncommon
2488072	Hemithraupis guira (Linnaeus, 1766)	2488072	Hemithraupis guira (Linnaeus, 1766)	2288	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Hemithraupis	3241506.0	Hemithraupis guira	2488072.0	LC	0.0035268148915442764	Common
10985391	Chalcothraupis ruficervix (Prévost & Des Murs, 1842)	10985391	Chalcothraupis ruficervix (Prévost & Des Murs, 1842)	3047	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Chalcothraupis	4844667.0	Chalcothraupis ruficervix	10985391.0	NE	0.004696767908450791	Common
11345373	Rauenia bonariensis (J.F.Gmelin, 1789)	11345373	Rauenia bonariensis (J.F.Gmelin, 1789)	23	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Rauenia	4845719.0	Rauenia bonariensis	11345373.0	NE	3.545312172443984e-05	Uncommon
8965072	Sporathraupis cyanocephala (d'Orbigny & Lafresnaye, 1837)	8965072	Sporathraupis cyanocephala (d'Orbigny & Lafresnaye, 1837)	161	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Sporathraupis	4845721.0	Sporathraupis cyanocephala	8965072.0	LC	0.0002481718520710789	Uncommon
9635084	Geospizopsis plebejus (Tschudi, 1844)	9635084	Geospizopsis plebejus (Tschudi, 1844)	9	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Geospizopsis	4848401.0	Geospizopsis plebejus	9635084.0	LC	1.3872960674780808e-05	Rare
9370602	Sphenopsis frontalis (Tschudi, 1844)	9370602	Sphenopsis frontalis (Tschudi, 1844)	1	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Sphenopsis	4851602.0	Sphenopsis frontalis	9370602.0	LC	1.5414400749756452e-06	Very Rare
9398243	Sphenopsis melanotis (P.L.Sclater, 1855)	9398243	Sphenopsis melanotis (P.L.Sclater, 1855)	48	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Sphenopsis	4851602.0	Sphenopsis melanotis	9398243.0	LC	7.398912359883097e-05	Uncommon
11072745	Sphenopsis ochracea (Berlepsch & Taczanowski, 1884)	11072745	Sphenopsis ochracea (Berlepsch & Taczanowski, 1884)	1	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Sphenopsis	4851602.0	Sphenopsis ochracea	11072745.0	LC	1.5414400749756452e-06	Very Rare
9315630	Ixothraupis rufigula (Bonaparte, 1851)	9315630	Ixothraupis rufigula (Bonaparte, 1851)	1977	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Ixothraupis	4851933.0	Ixothraupis rufigula	9315630.0	NE	0.0030474270282268507	Common
2488154	Tangara rufigula (Bonaparte, 1851)	9315630	Ixothraupis rufigula (Bonaparte, 1851)	3	SPECIES	SYNONYM	Passeriformes	729.0	Thraupidae	9352.0	Ixothraupis	4851933.0	Ixothraupis rufigula	9315630.0	LC	4.624320224926936e-06	Rare
10802560	Loriotus luctuosus (d'Orbigny & Lafresnaye, 1837)	10802560	Loriotus luctuosus (d'Orbigny & Lafresnaye, 1837)	2535	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Loriotus	4852603.0	Loriotus luctuosus	10802560.0	NE	0.0039075505900632605	Common
5230635	Chlorornis riefferii (Boissonneau, 1840)	5230635	Chlorornis riefferii (Boissonneau, 1840)	62	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Chlorornis	5230634.0	Chlorornis riefferii	5230635.0	LC	9.556928464849e-05	Uncommon
5230928	Saltator striatipectus Lafresnaye, 1847	5230928	Saltator striatipectus Lafresnaye, 1847	134	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Saltator	5428759.0	Saltator striatipectus	5230928.0	LC	0.00020655297004673647	Uncommon
5230942	Saltator maximus (P.L.S.Müller, 1776)	5230942	Saltator maximus (P.L.S.Müller, 1776)	6343	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Saltator	5428759.0	Saltator maximus	5230942.0	LC	0.009777354395570518	Abundant
7191760	Saltator maximus maximus	7191760	Saltator maximus maximus	4	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Saltator	5428759.0	Saltator maximus	5230942.0		6.165760299902581e-06	Rare
5230952	Saltator atripennis P.L.Sclater, 1857	5230952	Saltator atripennis P.L.Sclater, 1857	4792	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Saltator	5428759.0	Saltator atripennis	5230952.0	LC	0.007386580839283292	Abundant
5230955	Saltator grossus (Linnaeus, 1767)	5230955	Saltator grossus (Linnaeus, 1767)	18	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Saltator	5428759.0	Saltator grossus	5230955.0	LC	2.7745921349561616e-05	Rare
11049909	Asemospiza obscura (d'Orbigny & Lafresnaye, 1837)	11049909	Asemospiza obscura (d'Orbigny & Lafresnaye, 1837)	1310	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Asemospiza	7666090.0	Asemospiza obscura	11049909.0	LC	0.002019286498218095	Common
11102603	Asemospiza obscura pauper (Berlepsch & Taczanowski, 1884)	11102603	Asemospiza obscura pauper (Berlepsch & Taczanowski, 1884)	3	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Asemospiza	7666090.0	Asemospiza obscura	11049909.0		4.624320224926936e-06	Rare
11090140	Poecilostreptus palmeri (Hellmayr, 1909)	11090140	Poecilostreptus palmeri (Hellmayr, 1909)	105	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Poecilostreptus	7813472.0	Poecilostreptus palmeri	11090140.0	NE	0.00016185120787244275	Uncommon
10913109	Stilpnia heinei (Cabanis, 1851)	10913109	Stilpnia heinei (Cabanis, 1851)	590	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Stilpnia	8198888.0	Stilpnia heinei	10913109.0	NE	0.0009094496442356307	Uncommon
10955666	Stilpnia larvata (Du Bus de Gisignies, 1846)	10955666	Stilpnia larvata (Du Bus de Gisignies, 1846)	60	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Stilpnia	8198888.0	Stilpnia larvata	10955666.0	NE	9.248640449853872e-05	Uncommon
10992187	Stilpnia cyanicollis (d'Orbigny & Lafresnaye, 1837)	10992187	Stilpnia cyanicollis (d'Orbigny & Lafresnaye, 1837)	7357	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Stilpnia	8198888.0	Stilpnia cyanicollis	10992187.0	NE	0.011340374631595823	Abundant
11014529	Stilpnia cyanicollis cyanopygia (Berlepsch & Taczanowski, 1884)	11014529	Stilpnia cyanicollis cyanopygia (Berlepsch & Taczanowski, 1884)	26	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Stilpnia	8198888.0	Stilpnia cyanicollis	10992187.0		4.0077441949366774e-05	Uncommon
2488125	Tangara cyanicollis (d'Orbigny & Lafresnaye, 1837)	10992187	Stilpnia cyanicollis (d'Orbigny & Lafresnaye, 1837)	1	SPECIES	SYNONYM	Passeriformes	729.0	Thraupidae	9352.0	Stilpnia	8198888.0	Stilpnia cyanicollis	10992187.0	LC	1.5414400749756452e-06	Very Rare
11081628	Stilpnia vitriolina (Cabanis, 1851)	11081628	Stilpnia vitriolina (Cabanis, 1851)	22	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Stilpnia	8198888.0	Stilpnia vitriolina	11081628.0	NE	3.39116816494642e-05	Uncommon
5230612	Conirostrum cinereum d'Orbigny & Lafresnaye, 1838	5230612	Conirostrum cinereum d'Orbigny & Lafresnaye, 1838	13	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Conirostrum	8406176.0	Conirostrum cinereum	5230612.0	LC	2.0038720974683387e-05	Rare
5230627	Conirostrum albifrons Lafresnaye, 1842	5230627	Conirostrum albifrons Lafresnaye, 1842	77	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Conirostrum	8406176.0	Conirostrum albifrons	5230627.0	LC	0.00011869088577312468	Uncommon
2493788	Cinnycerthia unirufa (Lafresnaye, 1840)	2493788	Cinnycerthia unirufa (Lafresnaye, 1840)	21	SPECIES	ACCEPTED	Passeriformes	729.0	Troglodytidae	9355.0	Cinnycerthia	2493786.0	Cinnycerthia unirufa	2493788.0	LC	3.237024157448855e-05	Rare
7341239	Cinnycerthia olivascens Sharpe, 1882	7341239	Cinnycerthia olivascens Sharpe, 1882	89	SPECIES	ACCEPTED	Passeriformes	729.0	Troglodytidae	9355.0	Cinnycerthia	2493786.0	Cinnycerthia olivascens	7341239.0	LC	0.00013718816667283244	Uncommon
5231437	Troglodytes solstitialis P.L.Sclater, 1859	5231437	Troglodytes solstitialis P.L.Sclater, 1859	195	SPECIES	ACCEPTED	Passeriformes	729.0	Troglodytidae	9355.0	Troglodytes	2493899.0	Troglodytes solstitialis	5231437.0	LC	0.0003005808146202508	Uncommon
5231459	Troglodytes aedon Vieillot, 1809	5231459	Troglodytes aedon Vieillot, 1809	7454	SPECIES	ACCEPTED	Passeriformes	729.0	Troglodytidae	9355.0	Troglodytes	2493899.0	Troglodytes aedon	5231459.0	LC	0.01148989431886846	Abundant
6089124	Troglodytes aedon albicans Berlepsch & Taczanowski, 1884	6089124	Troglodytes aedon albicans Berlepsch & Taczanowski, 1884	10	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Troglodytidae	9355.0	Troglodytes	2493899.0	Troglodytes aedon	5231459.0		1.5414400749756454e-05	Rare
8346347	Troglodytes musculus J.F.Naumann, 1823	8346347	Troglodytes musculus J.F.Naumann, 1823	81	SPECIES	ACCEPTED	Passeriformes	729.0	Troglodytidae	9355.0	Troglodytes	2493899.0	Troglodytes musculus	8346347.0	NE	0.00012485664607302726	Uncommon
5231469	Campylorhynchus zonatus (Lesson, 1832)	5231469	Campylorhynchus zonatus (Lesson, 1832)	22	SPECIES	ACCEPTED	Passeriformes	729.0	Troglodytidae	9355.0	Campylorhynchus	2493929.0	Campylorhynchus zonatus	5231469.0	LC	3.39116816494642e-05	Uncommon
5845228	Campylorhynchus zonatus brevirostris Lafresnaye, 1845	5845228	Campylorhynchus zonatus brevirostris Lafresnaye, 1845	2	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Troglodytidae	9355.0	Campylorhynchus	2493929.0	Campylorhynchus zonatus	5231469.0		3.0828801499512905e-06	Rare
2493957	Henicorhina leucophrys (Tschudi, 1844)	2493957	Henicorhina leucophrys (Tschudi, 1844)	5268	SPECIES	ACCEPTED	Passeriformes	729.0	Troglodytidae	9355.0	Henicorhina	2493955.0	Henicorhina leucophrys	2493957.0	LC	0.008120306314971699	Abundant
6087923	Henicorhina leucophrys brunneiceps Chapman, 1914	6087923	Henicorhina leucophrys brunneiceps Chapman, 1914	5	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Troglodytidae	9355.0	Henicorhina	2493955.0	Henicorhina leucophrys	2493957.0		7.707200374878227e-06	Rare
6087916	Henicorhina leucophrys hilaris Berlepsch & Taczanowski, 1884	6087916	Henicorhina leucophrys hilaris Berlepsch & Taczanowski, 1884	2	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Troglodytidae	9355.0	Henicorhina	2493955.0	Henicorhina leucophrys	2493957.0		3.0828801499512905e-06	Rare
7340691	Henicorhina leucophrys leucophrys	7340691	Henicorhina leucophrys leucophrys	1	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Troglodytidae	9355.0	Henicorhina	2493955.0	Henicorhina leucophrys	2493957.0		1.5414400749756452e-06	Very Rare
7341063	Cantorchilus nigricapillus (P.L.Sclater, 1860)	7341063	Cantorchilus nigricapillus (P.L.Sclater, 1860)	5404	SPECIES	ACCEPTED	Passeriformes	729.0	Troglodytidae	9355.0	Cantorchilus	7341033.0	Cantorchilus nigricapillus	7341063.0	LC	0.008329942165168388	Abundant
6089648	Cantorchilus nigricapillus nigricapillus	6089648	Cantorchilus nigricapillus nigricapillus	6	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Troglodytidae	9355.0	Cantorchilus	7341033.0	Cantorchilus nigricapillus	7341063.0		9.248640449853871e-06	Rare
2493812	Thryothorus nigricapillus P.L.Sclater, 1860	7341063	Cantorchilus nigricapillus (P.L.Sclater, 1860)	4	SPECIES	SYNONYM	Passeriformes	729.0	Troglodytidae	9355.0	Cantorchilus	7341033.0	Cantorchilus nigricapillus	7341063.0	LC	6.165760299902581e-06	Rare
