taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory	absoluteRatio	rarity
2483511	Camptostoma obsoletum (Temminck, 1824)	2483511	Camptostoma obsoletum (Temminck, 1824)	1804	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Camptostoma	2483506.0	Camptostoma obsoletum	2483511.0	LC	0.002780757895256064	Common
6174789	Camptostoma obsoletum sclateri (Berlepsch & Taczanowski, 1884)	6174789	Camptostoma obsoletum sclateri (Berlepsch & Taczanowski, 1884)	4	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Camptostoma	2483506.0	Camptostoma obsoletum	2483511.0		6.165760299902581e-06	Rare
2483531	Myiarchus tuberculifer (Orbigny & Lafresnaye, 1837)	2483531	Myiarchus tuberculifer (Orbigny & Lafresnaye, 1837)	4317	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Myiarchus	2483527.0	Myiarchus tuberculifer	2483531.0	LC	0.006654396803669861	Common
6174442	Myiarchus tuberculifer nigriceps P.L.Sclater, 1860	6174442	Myiarchus tuberculifer nigriceps P.L.Sclater, 1860	5	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Myiarchus	2483527.0	Myiarchus tuberculifer	2483531.0		7.707200374878227e-06	Rare
2483612	Sayornis nigricans (Swainson, 1827)	2483612	Sayornis nigricans (Swainson, 1827)	6421	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Sayornis	2483605.0	Sayornis nigricans	2483612.0	LC	0.009897586721418617	Abundant
6174866	Sayornis nigricans angustirostris Berlepsch & Stolzmann, 1896	6174866	Sayornis nigricans angustirostris Berlepsch & Stolzmann, 1896	23	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Sayornis	2483605.0	Sayornis nigricans	2483612.0		3.545312172443984e-05	Uncommon
2483629	Attila spadiceus (Gmelin, 1789)	2483629	Attila spadiceus (Gmelin, 1789)	48	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Attila	2483622.0	Attila spadiceus	2483629.0	LC	7.398912359883097e-05	Uncommon
6174293	Attila spadiceus parambae Hartert, 1900	6174293	Attila spadiceus parambae Hartert, 1900	4	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Attila	2483622.0	Attila spadiceus	2483629.0		6.165760299902581e-06	Rare
2483647	Pyrocephalus rubinus (Boddaert, 1783)	2483647	Pyrocephalus rubinus (Boddaert, 1783)	23	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Pyrocephalus	2483646.0	Pyrocephalus rubinus	2483647.0	LC	3.545312172443984e-05	Uncommon
2483666	Myiotriccus ornatus (Lafresnaye, 1853)	2483666	Myiotriccus ornatus (Lafresnaye, 1853)	5931	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Myiotriccus	2483665.0	Myiotriccus ornatus	2483666.0	LC	0.009142281084680551	Abundant
6174700	Myiotriccus ornatus stellatus (Cabanis, 1873)	6174700	Myiotriccus ornatus stellatus (Cabanis, 1873)	9	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Myiotriccus	2483665.0	Myiotriccus ornatus	2483666.0		1.3872960674780808e-05	Rare
2483673	Rhytipterna holerythra (P.L.Sclater & Salvin, 1860)	2483673	Rhytipterna holerythra (P.L.Sclater & Salvin, 1860)	5	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Rhytipterna	2483671.0	Rhytipterna holerythra	2483673.0	LC	7.707200374878227e-06	Rare
5229734	Contopus virens (Linnaeus, 1766)	5229734	Contopus virens (Linnaeus, 1766)	1	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Contopus	2483729.0	Contopus virens	5229734.0	LC	1.5414400749756452e-06	Very Rare
5229743	Contopus cooperi (Nuttall, 1831)	5229743	Contopus cooperi (Nuttall, 1831)	299	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Contopus	2483729.0	Contopus cooperi	5229743.0	NT	0.00046089058241771794	Uncommon
5229754	Contopus sordidulus P.L.Sclater, 1859	5229754	Contopus sordidulus P.L.Sclater, 1859	1404	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Contopus	2483729.0	Contopus sordidulus	5229754.0	LC	0.002164181865265806	Common
5229760	Contopus fumigatus (Orbigny & Lafresnaye, 1837)	5229760	Contopus fumigatus (Orbigny & Lafresnaye, 1837)	840	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Contopus	2483729.0	Contopus fumigatus	5229760.0	LC	0.001294809662979542	Common
5229761	Contopus fumigatus zarumae (Chapman, 1924)	5229761	Contopus fumigatus zarumae (Chapman, 1924)	1	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Contopus	2483729.0	Contopus fumigatus	5229760.0		1.5414400749756452e-06	Very Rare
2483801	Lathrotriccus griseipectus (Lawrence, 1869)	2483801	Lathrotriccus griseipectus (Lawrence, 1869)	2	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Lathrotriccus	2483791.0	Lathrotriccus griseipectus	2483801.0	VU	3.0828801499512905e-06	Rare
2483814	Pseudotriccus pelzelni Taczanowski & Berlepsch, 1885	2483814	Pseudotriccus pelzelni Taczanowski & Berlepsch, 1885	78	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Pseudotriccus	2483813.0	Pseudotriccus pelzelni	2483814.0	LC	0.00012023232584810033	Uncommon
6174489	Pseudotriccus pelzelni annectens (Salvadori & Festa, 1899)	6174489	Pseudotriccus pelzelni annectens (Salvadori & Festa, 1899)	4	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Pseudotriccus	2483813.0	Pseudotriccus pelzelni	2483814.0		6.165760299902581e-06	Rare
2483820	Pseudotriccus ruficeps (Lafresnaye, 1843)	2483820	Pseudotriccus ruficeps (Lafresnaye, 1843)	28	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Pseudotriccus	2483813.0	Pseudotriccus ruficeps	2483820.0	LC	4.316032209931807e-05	Uncommon
2483822	Mecocerculus leucophrys (Orbigny & Lafresnaye, 1837)	2483822	Mecocerculus leucophrys (Orbigny & Lafresnaye, 1837)	2	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Mecocerculus	2483821.0	Mecocerculus leucophrys	2483822.0	LC	3.0828801499512905e-06	Rare
2483836	Mecocerculus poecilocercus (P.L.Sclater & Salvin, 1873)	2483836	Mecocerculus poecilocercus (P.L.Sclater & Salvin, 1873)	263	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Mecocerculus	2483821.0	Mecocerculus poecilocercus	2483836.0	LC	0.0004053987397185947	Uncommon
2483843	Mecocerculus calopterus (P.L.Sclater, 1859)	2483843	Mecocerculus calopterus (P.L.Sclater, 1859)	153	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Mecocerculus	2483821.0	Mecocerculus calopterus	2483843.0	LC	0.00023584033147127373	Uncommon
2483845	Capsiempis flaveola (Lichtenstein, 1823)	2483845	Capsiempis flaveola (Lichtenstein, 1823)	1969	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Capsiempis	2483844.0	Capsiempis flaveola	2483845.0	LC	0.0030350955076270457	Common
6174730	Capsiempis flaveola magnirostris Hartert, 1898	6174730	Capsiempis flaveola magnirostris Hartert, 1898	4	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Capsiempis	2483844.0	Capsiempis flaveola	2483845.0		6.165760299902581e-06	Rare
7728532	Phylloscartes flaveola (Lichtenstein, 1823)	2483845	Capsiempis flaveola (Lichtenstein, 1823)	2	SPECIES	SYNONYM	Passeriformes	729.0	Tyrannidae	5291.0	Capsiempis	2483844.0	Capsiempis flaveola	2483845.0	NE	3.0828801499512905e-06	Rare
2483855	Tyrannulus elatus (Latham, 1790)	2483855	Tyrannulus elatus (Latham, 1790)	142	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Tyrannulus	2483854.0	Tyrannulus elatus	2483855.0	LC	0.00021888449064654162	Uncommon
2483882	Poecilotriccus ruficeps (Kaup, 1852)	2483882	Poecilotriccus ruficeps (Kaup, 1852)	34	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Poecilotriccus	2483869.0	Poecilotriccus ruficeps	2483882.0	LC	5.2408962549171936e-05	Uncommon
6174347	Poecilotriccus ruficeps rufigenis (P.L.Sclater & Salvin, 1877)	6174347	Poecilotriccus ruficeps rufigenis (P.L.Sclater & Salvin, 1877)	1	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Poecilotriccus	2483869.0	Poecilotriccus ruficeps	2483882.0		1.5414400749756452e-06	Very Rare
2483914	Pyrrhomyias cinnamomeus (Orbigny & Lafresnaye, 1837)	2483914	Pyrrhomyias cinnamomeus (Orbigny & Lafresnaye, 1837)	124	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Pyrrhomyias	2483913.0	Pyrrhomyias cinnamomeus	2483914.0	LC	0.00019113856929698	Uncommon
6174323	Pyrrhomyias cinnamomeus pyrrhopterus (Hartlaub, 1843)	6174323	Pyrrhomyias cinnamomeus pyrrhopterus (Hartlaub, 1843)	1	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Pyrrhomyias	2483913.0	Pyrrhomyias cinnamomeus	2483914.0		1.5414400749756452e-06	Very Rare
2483935	Zimmerius viridiflavus (Tschudi, 1844)	2483935	Zimmerius viridiflavus (Tschudi, 1844)	1	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Zimmerius	2483931.0	Zimmerius viridiflavus	2483935.0	LC	1.5414400749756452e-06	Very Rare
5789111	Zimmerius albigularis (Chapman, 1924)	6174368	Zimmerius chrysops albigularis (Chapman, 1924)	4442	SPECIES	SYNONYM	Passeriformes	729.0	Tyrannidae	5291.0	Zimmerius	2483931.0	Zimmerius chrysops	2483936.0	LC	0.006847076813041816	Common
2483936	Zimmerius chrysops (P.L.Sclater, 1859)	2483936	Zimmerius chrysops (P.L.Sclater, 1859)	1	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Zimmerius	2483931.0	Zimmerius chrysops	2483936.0	LC	1.5414400749756452e-06	Very Rare
2483963	Serpophaga cinerea (Tschudi, 1844)	2483963	Serpophaga cinerea (Tschudi, 1844)	2022	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Serpophaga	2483957.0	Serpophaga cinerea	2483963.0	LC	0.0031167918316007547	Common
7192031	Serpophaga cinerea cinerea	7192031	Serpophaga cinerea cinerea	8	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Serpophaga	2483957.0	Serpophaga cinerea	2483963.0		1.2331520599805162e-05	Rare
5229809	Colonia colonus (Vieillot, 1818)	5229809	Colonia colonus (Vieillot, 1818)	4	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Colonia	2484014.0	Colonia colonus	5229809.0	LC	6.165760299902581e-06	Rare
2484033	Phyllomyias griseiceps (P.L.Sclater & Salvin, 1871)	2484033	Phyllomyias griseiceps (P.L.Sclater & Salvin, 1871)	143	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Phyllomyias	2484032.0	Phyllomyias griseiceps	2484033.0	LC	0.00022042593072151728	Uncommon
2484038	Phyllomyias nigrocapillus (Lafresnaye, 1845)	2484038	Phyllomyias nigrocapillus (Lafresnaye, 1845)	21	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Phyllomyias	2484032.0	Phyllomyias nigrocapillus	2484038.0	LC	3.237024157448855e-05	Rare
2484046	Phyllomyias cinereiceps (P.L.Sclater, 1860)	2484046	Phyllomyias cinereiceps (P.L.Sclater, 1860)	364	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Phyllomyias	2484032.0	Phyllomyias cinereiceps	2484046.0	LC	0.0005610841872911349	Uncommon
2484048	Phyllomyias uropygialis (Lawrence, 1869)	2484048	Phyllomyias uropygialis (Lawrence, 1869)	12	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Phyllomyias	2484032.0	Phyllomyias uropygialis	2484048.0	LC	1.8497280899707743e-05	Rare
2484052	Phyllomyias zeledoni (Lawrence, 1869)	6174709	Phyllomyias burmeisteri zeledoni (Lawrence, 1869)	3	SPECIES	SYNONYM	Passeriformes	729.0	Tyrannidae	5291.0	Phyllomyias	2484032.0	Phyllomyias burmeisteri	2484049.0	LC	4.624320224926936e-06	Rare
7341904	Nephelomyias pulcher (P.L.Sclater, 1861)	5229786	Myiophobus pulcher (P.L.Sclater, 1861)	1	SPECIES	SYNONYM	Passeriformes	729.0	Tyrannidae	5291.0	Myiophobus	5229779.0	Myiophobus pulcher	5229786.0	LC	1.5414400749756452e-06	Very Rare
7341905	Nephelomyias pulcher pulcher	5229786	Myiophobus pulcher (P.L.Sclater, 1861)	1	SUBSPECIES	SYNONYM	Passeriformes	729.0	Tyrannidae	5291.0	Myiophobus	5229779.0	Myiophobus pulcher	5229786.0		1.5414400749756452e-06	Very Rare
5229791	Myiophobus flavicans (P.L.Sclater, 1861)	5229791	Myiophobus flavicans (P.L.Sclater, 1861)	114	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Myiophobus	5229779.0	Myiophobus flavicans	5229791.0	LC	0.00017572416854722355	Uncommon
7192025	Myiophobus flavicans flavicans	7192025	Myiophobus flavicans flavicans	1	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Myiophobus	5229779.0	Myiophobus flavicans	5229791.0		1.5414400749756452e-06	Very Rare
5229797	Myiophobus phoenicomitra (Taczanowski & Berlepsch, 1885)	5229797	Myiophobus phoenicomitra (Taczanowski & Berlepsch, 1885)	7	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Myiophobus	5229779.0	Myiophobus phoenicomitra	5229797.0	LC	1.0790080524829517e-05	Rare
6174562	Myiophobus phoenicomitra litae (Hartert, 1900)	6174562	Myiophobus phoenicomitra litae (Hartert, 1900)	5	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Myiophobus	5229779.0	Myiophobus phoenicomitra	5229797.0		7.707200374878227e-06	Rare
10977645	Myiophobus crypterythrus (P.L.Sclater, 1861)	6174557	Myiophobus fasciatus crypterythrus (P.L.Sclater, 1861)	774	SPECIES	SYNONYM	Passeriformes	729.0	Tyrannidae	5291.0	Myiophobus	5229779.0	Myiophobus fasciatus	5229801.0	LC	0.0011930746180311494	Common
5229801	Myiophobus fasciatus (Statius Muller, 1776)	5229801	Myiophobus fasciatus (Statius Muller, 1776)	53	SPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Myiophobus	5229779.0	Myiophobus fasciatus	5229801.0	LC	8.16963239737092e-05	Uncommon
6174557	Myiophobus fasciatus crypterythrus (P.L.Sclater, 1861)	6174557	Myiophobus fasciatus crypterythrus (P.L.Sclater, 1861)	4	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Tyrannidae	5291.0	Myiophobus	5229779.0	Myiophobus fasciatus	5229801.0		6.165760299902581e-06	Rare
2493626	Lonchura malacca (Linnaeus, 1766)	2493626	Lonchura malacca (Linnaeus, 1766)	3	SPECIES	ACCEPTED	Passeriformes	729.0	Estrildidae	5709.0	Lonchura	2493593.0	Lonchura malacca	2493626.0	LC	4.624320224926936e-06	Rare
5229817	Cacicus uropygialis Lafresnaye, 1843	5229817	Cacicus uropygialis Lafresnaye, 1843	846	SPECIES	ACCEPTED	Passeriformes	729.0	Icteridae	6176.0	Cacicus	2484110.0	Cacicus uropygialis	5229817.0	LC	0.0013040583034293958	Common
6100777	Cacicus microrhynchus (P.L.Sclater & Salvin, 1865)	5229818	Cacicus uropygialis microrhynchus (P.L.Sclater & Salvin, 1865)	6	SPECIES	SYNONYM	Passeriformes	729.0	Icteridae	6176.0	Cacicus	2484110.0	Cacicus uropygialis	5229817.0	LC	9.248640449853871e-06	Rare
5229832	Cacicus cela (Linnaeus, 1758)	5229832	Cacicus cela (Linnaeus, 1758)	3	SPECIES	ACCEPTED	Passeriformes	729.0	Icteridae	6176.0	Cacicus	2484110.0	Cacicus cela	5229832.0	LC	4.624320224926936e-06	Rare
2484222	Psarocolius angustifrons (Spix, 1824)	2484222	Psarocolius angustifrons (Spix, 1824)	233	SPECIES	ACCEPTED	Passeriformes	729.0	Icteridae	6176.0	Psarocolius	2484215.0	Psarocolius angustifrons	2484222.0	LC	0.00035915553746932534	Uncommon
6175069	Psarocolius angustifrons atrocastaneus (Cabanis, 1873)	6175069	Psarocolius angustifrons atrocastaneus (Cabanis, 1873)	2	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Icteridae	6176.0	Psarocolius	2484215.0	Psarocolius angustifrons	2484222.0		3.0828801499512905e-06	Rare
4846744	Leistes militaris (Linnaeus, 1758)	2484250	Sturnella militaris (Linnaeus, 1758)	1	SPECIES	SYNONYM	Passeriformes	729.0	Icteridae	6176.0	Sturnella	2484248.0	Sturnella militaris	2484250.0	LC	1.5414400749756452e-06	Very Rare
5229869	Icterus mesomelas (Wagler, 1829)	5229869	Icterus mesomelas (Wagler, 1829)	1160	SPECIES	ACCEPTED	Passeriformes	729.0	Icteridae	6176.0	Icterus	2484282.0	Icterus mesomelas	5229869.0	LC	0.0017880704869717484	Common
2484386	Molothrus oryzivorus (Gmelin, 1788)	2484386	Molothrus oryzivorus (Gmelin, 1788)	993	SPECIES	ACCEPTED	Passeriformes	729.0	Icteridae	6176.0	Molothrus	2484385.0	Molothrus oryzivorus	2484386.0	LC	0.0015306499944508158	Common
2484387	Scaphidura oryzivora (Gmelin, 1788)	2484386	Molothrus oryzivorus (Gmelin, 1788)	1	SPECIES	SYNONYM	Passeriformes	729.0	Icteridae	6176.0	Molothrus	2484385.0	Molothrus oryzivorus	2484386.0	LC	1.5414400749756452e-06	Very Rare
2484396	Molothrus bonariensis (Gmelin, 1789)	2484396	Molothrus bonariensis (Gmelin, 1789)	3207	SPECIES	ACCEPTED	Passeriformes	729.0	Icteridae	6176.0	Molothrus	2484385.0	Molothrus bonariensis	2484396.0	LC	0.004943398320446895	Common
2484419	Amblycercus holosericeus (Deppe, 1830)	2484419	Amblycercus holosericeus (Deppe, 1830)	23	SPECIES	ACCEPTED	Passeriformes	729.0	Icteridae	6176.0	Amblycercus	2484418.0	Amblycercus holosericeus	2484419.0	LC	3.545312172443984e-05	Uncommon
6100778	Dives warczewiczi (Cabanis, 1861)	6100778	Dives warczewiczi (Cabanis, 1861)	3402	SPECIES	ACCEPTED	Passeriformes	729.0	Icteridae	6176.0	Dives	2484433.0	Dives warczewiczi	6100778.0	LC	0.005243979135067145	Common
9073830	Dives warczewiczi warczewiczi	9073830	Dives warczewiczi warczewiczi	3	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Icteridae	6176.0	Dives	2484433.0	Dives warczewiczi	6100778.0		4.624320224926936e-06	Rare
2488485	Piranga rubra (Linnaeus, 1758)	2488485	Piranga rubra (Linnaeus, 1758)	1818	SPECIES	ACCEPTED	Passeriformes	729.0	Cardinalidae	9285.0	Piranga	2488483.0	Piranga rubra	2488485.0	LC	0.0028023380563057232	Common
2488493	Piranga leucoptera Trudeau, 1840	2488493	Piranga leucoptera Trudeau, 1840	1696	SPECIES	ACCEPTED	Passeriformes	729.0	Cardinalidae	9285.0	Piranga	2488483.0	Piranga leucoptera	2488493.0	LC	0.0026142823671586944	Common
6172046	Piranga leucoptera ardens (Tschudi, 1844)	6172046	Piranga leucoptera ardens (Tschudi, 1844)	10	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Cardinalidae	9285.0	Piranga	2488483.0	Piranga leucoptera	2488493.0		1.5414400749756454e-05	Rare
2488498	Piranga flava (Vieillot, 1822)	2488498	Piranga flava (Vieillot, 1822)	1	SPECIES	ACCEPTED	Passeriformes	729.0	Cardinalidae	9285.0	Piranga	2488483.0	Piranga flava	2488498.0	LC	1.5414400749756452e-06	Very Rare
2488517	Piranga olivacea (J.F.Gmelin, 1789)	2488517	Piranga olivacea (J.F.Gmelin, 1789)	9	SPECIES	ACCEPTED	Passeriformes	729.0	Cardinalidae	9285.0	Piranga	2488483.0	Piranga olivacea	2488517.0	LC	1.3872960674780808e-05	Rare
2488770	Chlorothraupis stolzmanni (von Berlepsch & Taczanowski, 1884)	2488770	Chlorothraupis stolzmanni (von Berlepsch & Taczanowski, 1884)	1231	SPECIES	ACCEPTED	Passeriformes	729.0	Cardinalidae	9285.0	Chlorothraupis	2488764.0	Chlorothraupis stolzmanni	2488770.0	LC	0.0018975127322950194	Common
7192214	Chlorothraupis stolzmanni stolzmanni	7192214	Chlorothraupis stolzmanni stolzmanni	5	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Cardinalidae	9285.0	Chlorothraupis	2488764.0	Chlorothraupis stolzmanni	2488770.0		7.707200374878227e-06	Rare
9332343	Cyanoloxia cyanoides (Lafresnaye, 1847)	2490370	Cyanocompsa cyanoides (Lafresnaye, 1847)	7	SPECIES	SYNONYM	Passeriformes	729.0	Cardinalidae	9285.0	Cyanocompsa	2490364.0	Cyanocompsa cyanoides	2490370.0	LC	1.0790080524829517e-05	Rare
2490491	Pheucticus chrysogaster (Lesson, 1832)	2490491	Pheucticus chrysogaster (Lesson, 1832)	190	SPECIES	ACCEPTED	Passeriformes	729.0	Cardinalidae	9285.0	Pheucticus	2490486.0	Pheucticus chrysogaster	2490491.0	LC	0.0002928736142453726	Uncommon
6172682	Pheucticus chrysogaster chrysogaster	6172682	Pheucticus chrysogaster chrysogaster	1	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Cardinalidae	9285.0	Pheucticus	2490486.0	Pheucticus chrysogaster	2490491.0		1.5414400749756452e-06	Very Rare
2490494	Pheucticus ludovicianus (Linnaeus, 1766)	2490494	Pheucticus ludovicianus (Linnaeus, 1766)	181	SPECIES	ACCEPTED	Passeriformes	729.0	Cardinalidae	9285.0	Pheucticus	2490486.0	Pheucticus ludovicianus	2490494.0	LC	0.0002790006535705918	Uncommon
2491738	Amaurospiza moesta (Hartlaub, 1853)	2491738	Amaurospiza moesta (Hartlaub, 1853)	1	SPECIES	ACCEPTED	Passeriformes	729.0	Cardinalidae	9285.0	Amaurospiza	2491732.0	Amaurospiza moesta	2491738.0	LC	1.5414400749756452e-06	Very Rare
7638086	Amaurospiza aequatorialis Sharpe, 1888	7638086	Amaurospiza aequatorialis Sharpe, 1888	357	SPECIES	ACCEPTED	Passeriformes	729.0	Cardinalidae	9285.0	Amaurospiza	2491732.0	Amaurospiza aequatorialis	7638086.0	NE	0.0005502941067663053	Uncommon
5231776	Cinclus leucocephalus Tschudi, 1844	5231776	Cinclus leucocephalus Tschudi, 1844	1478	SPECIES	ACCEPTED	Passeriformes	729.0	Cinclidae	9290.0	Cinclus	2495086.0	Cinclus leucocephalus	5231776.0	LC	0.0022782484308140035	Common
6086950	Cinclus leucocephalus leuconotus P.L.Sclater, 1858	6086950	Cinclus leucocephalus leuconotus P.L.Sclater, 1858	3	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Cinclidae	9290.0	Cinclus	2495086.0	Cinclus leucocephalus	5231776.0		4.624320224926936e-06	Rare
2490550	Formicarius nigricapillus Ridgway, 1893	2490550	Formicarius nigricapillus Ridgway, 1893	11	SPECIES	ACCEPTED	Passeriformes	729.0	Formicariidae	9311.0	Formicarius	2490547.0	Formicarius nigricapillus	2490550.0	LC	1.69558408247321e-05	Rare
2490552	Formicarius rufipectus Salvin, 1866	2490552	Formicarius rufipectus Salvin, 1866	2608	SPECIES	ACCEPTED	Passeriformes	729.0	Formicariidae	9311.0	Formicarius	2490547.0	Formicarius rufipectus	2490552.0	LC	0.004020075715536483	Common
6089856	Formicarius rufipectus carrikeri Chapman, 1912	6089856	Formicarius rufipectus carrikeri Chapman, 1912	4	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Formicariidae	9311.0	Formicarius	2490547.0	Formicarius rufipectus	2490552.0		6.165760299902581e-06	Rare
5231676	Mimus gilvus (Vieillot, 1808)	5231676	Mimus gilvus (Vieillot, 1808)	56	SPECIES	ACCEPTED	Passeriformes	729.0	Mimidae	9321.0	Mimus	2494919.0	Mimus gilvus	5231676.0	LC	8.632064419863614e-05	Uncommon
5230540	Anisognathus notabilis (P.L.Sclater, 1855)	5230540	Anisognathus notabilis (P.L.Sclater, 1855)	123	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Anisognathus	2488031.0	Anisognathus notabilis	5230540.0	LC	0.00018959712922200436	Uncommon
5230541	Anisognathus igniventris (d'Orbigny & Lafresnaye, 1837)	5230541	Anisognathus igniventris (d'Orbigny & Lafresnaye, 1837)	7	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Anisognathus	2488031.0	Anisognathus igniventris	5230541.0	LC	1.0790080524829517e-05	Rare
5230547	Anisognathus somptuosus (R.Lesson, 1831)	5230547	Anisognathus somptuosus (R.Lesson, 1831)	1106	SPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Anisognathus	2488031.0	Anisognathus somptuosus	5230547.0	LC	0.0017048327229230637	Common
5788712	Anisognathus flavinucha (d'Orbigny & Lafresnaye, 1837)	5230552	Anisognathus somptuosus flavinucha (d'Orbigny & Lafresnaye, 1837)	2	SPECIES	SYNONYM	Passeriformes	729.0	Thraupidae	9352.0	Anisognathus	2488031.0	Anisognathus somptuosus	5230547.0	LC	3.0828801499512905e-06	Rare
5230556	Anisognathus somptuosus cyanopterus (Cabanis, 1866)	5230556	Anisognathus somptuosus cyanopterus (Cabanis, 1866)	1	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Thraupidae	9352.0	Anisognathus	2488031.0	Anisognathus somptuosus	5230547.0		1.5414400749756452e-06	Very Rare
