scientificName,IUCN_Species_Code,IUCN_common_name,altcommonNames,Synonym,eBird_Species_Code,eBird_common_name,IOC_common_name
Aethia psittacula,22694906,Parakeet Auklet,,Cyclorrhynchus psittacula psittacula,parauk,Parakeet Auklet,Parakeet Auklet
Aethia pusilla,22694921,Least Auklet,,,leaauk,Least Auklet,Least Auklet
Aethia pygmaea,22694918,Whiskered Auklet,,,whiauk,Whiskered Auklet,Whiskered Auklet
Aethomyias arfakianus,22704576,Grey-green Scrubwren,,Sericornis arfakianus,gygscr1,Gray-green Scrubwren,
Aethomyias nigrorufus,22704527,Bicoloured Scrubwren,"Bicolored Mouse-warbler, Bicolored Mouse Warbler, Bicoloured Mouse-warbler",Crateroscelis nigrorufa,bimwar1,Bicolored Mouse-Warbler,
Aethomyias papuensis,22704579,Papuan Scrubwren,,Sericornis papuensis,papscr1,Papuan Scrubwren,
Aethomyias perspicillatus,22704573,Buff-faced Scrubwren,,Sericornis perspicillatus,bufscr1,Buff-faced Scrubwren,
Aethomyias rufescens,22704570,Vogelkop Scrubwren,,Sericornis rufescens,vogscr1,Vogelkop Scrubwren,
Aethomyias spilodera,22704582,Pale-billed Scrubwren,,Sericornis spilodera,pabscr1,Pale-billed Scrubwren,
Aethopyga bella,22732130,Handsome Sunbird,,,hansun1,Handsome Sunbird,Handsome Sunbird
Aethopyga boltoni,22718059,Apo Sunbird,,,moasun1,Apo Sunbird,Apo Sunbird
Aethopyga christinae,103810484,Hainan Sunbird,,,fotsun1,Fork-tailed Sunbird,Fork-tailed Sunbird
Aethopyga duyvenbodei,22718068,Elegant Sunbird,"Duyvenbode’s Sunbird, Sanghir Sunbird",,elesun1,Elegant Sunbird,Elegant Sunbird
Aethopyga eximia,22718084,White-flanked Sunbird,,,whfsun1,White-flanked Sunbird,White-flanked Sunbird
Aethopyga flagrans,103805010,Flaming Sunbird,,,flasun1,Flaming Sunbird,Flaming Sunbird
Aethopyga gouldiae,22718077,Gould's Sunbird,Mrs. Gould's Sunbird,,gousun1,Mrs. Gould's Sunbird,Mrs. Gould's Sunbird
Aethopyga guimarasensis,103809131,Maroon-naped Sunbird,,,mansun1,Maroon-naped Sunbird,Maroon-naped Sunbird
Aethopyga ignicauda,22718100,Fire-tailed Sunbird,,,fitsun1,Fire-tailed Sunbird,Fire-tailed Sunbird
Aethopyga latouchii,103810497,Fork-tailed Sunbird,,,,,
Aethopyga linaraborae,22724518,Lina's Sunbird,,,linsun1,Lina's Sunbird,Lina's Sunbird
Aethopyga magnifica,103810377,Magnificent Sunbird,,,magsun1,Magnificent Sunbird,Magnificent Sunbird
Aethopyga mystacalis,103804351,Javan Sunbird,,,scasun1,Javan Sunbird,Javan Sunbird
Aethopyga nipalensis,22718081,Green-tailed Sunbird,,,grtsun1,Green-tailed Sunbird,Green-tailed Sunbird
Aethopyga primigenia,22718048,Grey-hooded Sunbird,,Aethopyga primigenius primigenius,gyhsun2,Gray-hooded Sunbird,Grey-hooded Sunbird
Aethopyga pulcherrima,22718065,Metallic-winged Sunbird,,,mewsun2,Metallic-winged Sunbird,Metallic-winged Sunbird
Aethopyga saturata,22718090,Black-throated Sunbird,,,bltsun1,Black-throated Sunbird,Black-throated Sunbird
Aethopyga shelleyi,22734230,Lovely Sunbird,,,lovsun1,Lovely Sunbird,Lovely Sunbird
Aethopyga siparaja,103804411,Crimson Sunbird,,,eacsun1,Crimson Sunbird,Crimson Sunbird
Aethopyga temminckii,103804369,Temminck's Sunbird,,,temsun1,Temminck's Sunbird,Temminck's Sunbird
Aethopyga vigorsii,103804493,Sahyadri Sunbird,,,wecsun1,Vigors's Sunbird,Vigors's Sunbird
Afropavo congensis,22679430,Congo Peafowl,Congo Peacock,,conpea1,Congo Peacock,Congo Peafowl
Afrotis afra,22691975,Southern Black Bustard,,Eupodotis afra,blabus3,Black Bustard,
Afrotis afraoides,22691970,Northern Black Bustard,,Eupodotis afraoides,whqbus1,White-quilled Bustard,
Agamia agami,22697200,Agami Heron,,,agaher1,Agami Heron,Agami Heron
Agapornis canus,22685326,Grey-headed Lovebird,,,gyhlov1,Gray-headed Lovebird,Grey-headed Lovebird
Agapornis fischeri,22685346,Fischer's Lovebird,,,fislov1,Fischer's Lovebird,Fischer's Lovebird
Agapornis lilianae,22685356,Nyasa Lovebird,,,lillov1,Lilian's Lovebird,Lilian's Lovebird
Agapornis nigrigenis,22685360,Black-cheeked Lovebird,,,blclov1,Black-cheeked Lovebird,Black-cheeked Lovebird
Agapornis personatus,22685352,Yellow-collared Lovebird,,,yeclov,Yellow-collared Lovebird,Yellow-collared Lovebird
Agapornis pullarius,22685330,Red-headed Lovebird,,,rehlov1,Red-headed Lovebird,Red-headed Lovebird
Agapornis roseicollis,22685342,Rosy-faced Lovebird,,,peflov,Rosy-faced Lovebird,Rosy-faced Lovebird
Agapornis swindernianus,22685338,Black-collared Lovebird,,,blclov2,Black-collared Lovebird,Black-collared Lovebird
Agapornis taranta,22685334,Black-winged Lovebird,,,blwlov1,Black-winged Lovebird,Black-winged Lovebird
Agelaioides badius,103794964,Greyish Baywing,Bay-winged Cowbird,,bawcow4,Grayish Baywing,Greyish Baywing
Agelaioides fringillarius,103795103,Pale Baywing,,,bawcow3,Pale Baywing,Pale Baywing
Agelaius assimilis,22729118,Red-shouldered Blackbird,,,resbla1,Red-shouldered Blackbird,Red-shouldered Blackbird
Agelaius humeralis,22724206,Tawny-shouldered Blackbird,,,tasbla,Tawny-shouldered Blackbird,Tawny-shouldered Blackbird
Agelaius phoeniceus,22724191,Red-winged Blackbird,,,rewbla,Red-winged Blackbird,Red-winged Blackbird
Agelaius tricolor,22724196,Tricolored Blackbird,Tricoloured Blackbird,,tribla,Tricolored Blackbird,Tricolored Blackbird
Agelaius xanthomus,22724209,Yellow-shouldered Blackbird,,,yesbla1,Yellow-shouldered Blackbird,Yellow-shouldered Blackbird
Agelastes meleagrides,22679545,White-breasted Guineafowl,,,whbgui1,White-breasted Guineafowl,White-breasted Guineafowl
Agelastes niger,22679551,Black Guineafowl,,,blagui1,Black Guineafowl,Black Guineafowl
Agelasticus cyanopus,22724184,Unicolored Blackbird,Unicoloured Blackbird,Agelaius cyanopus,unibla2,Unicolored Blackbird,Unicolored Blackbird
Agelasticus thilius,22724178,Yellow-winged Blackbird,,Agelaius thilius,yewbla2,Yellow-winged Blackbird,Yellow-winged Blackbird
Agelasticus xanthophthalmus,22724172,Pale-eyed Blackbird,,Agelaius xanthophthalmus,paebla2,Pale-eyed Blackbird,Pale-eyed Blackbird
Aglaeactis aliciae,22687794,Purple-backed Sunbeam,,,pubsun1,Purple-backed Sunbeam,Purple-backed Sunbeam
Aglaeactis castelnaudii,22687791,White-tufted Sunbeam,,,whtsun1,White-tufted Sunbeam,White-tufted Sunbeam
Aglaeactis cupripennis,22687788,Shining Sunbeam,,,shisun1,Shining Sunbeam,Shining Sunbeam
Aglaeactis pamela,22687798,Black-hooded Sunbeam,,,blhsun1,Black-hooded Sunbeam,Black-hooded Sunbeam
Aglaiocercus berlepschi,22733891,Venezuelan Sylph,,,vensyl1,Venezuelan Sylph,Venezuelan Sylph
Aglaiocercus coelestis,22688059,Violet-tailed Sylph,,,vitsyl1,Violet-tailed Sylph,Violet-tailed Sylph
Aglaiocercus kingii,22733886,Long-tailed Sylph,,Aglaiocercus kingi,lotsyl1,Long-tailed Sylph,Long-tailed Sylph
Agraphospiza rubescens,22720546,Blanford's Rosefinch,Crimson Rosefinch,Carpodacus rubescens,blaros1,Blanford's Rosefinch,Blanford's Rosefinch
Agricola infuscatus,22709040,Chat-flycatcher,Chat Flycatcher,Bradornis infuscatus,chafly2,Chat Flycatcher,
Agricola pallidus,22709035,Pale Flycatcher,Pallid Flycatcher,Bradornis pallidus,palfly2,Pale Flycatcher,
Agriornis albicauda,22700081,White-tailed Shrike-tyrant,White-tailed Shrike-Tyrant,"Agriornis andicola, Agriornis andicola albicauda",wtstyr1,White-tailed Shrike-Tyrant,White-tailed Shrike-Tyrant
Agriornis lividus,22700095,Great Shrike-tyrant,Great Shrike-Tyrant,Agriornis livida,gresht1,Great Shrike-Tyrant,Great Shrike-Tyrant
Agriornis micropterus,22700104,Grey-bellied Shrike-tyrant,"Gray-bellied Shrike-Tyrant, Grey-bellied Shrike-Tyrant",Agriornis microptera,gybsht1,Gray-bellied Shrike-Tyrant,Grey-bellied Shrike-Tyrant
Agriornis montanus,22700072,Black-billed Shrike-tyrant,Black-billed Shrike-Tyrant,Agriornis montana,bkbsht1,Black-billed Shrike-Tyrant,Black-billed Shrike-Tyrant
Agriornis murinus,22700114,Lesser Shrike-tyrant,Lesser Shrike-Tyrant,Agriornis murina,lessht1,Lesser Shrike-Tyrant,Lesser Shrike-Tyrant
Agropsar philippensis,22710874,Chestnut-cheeked Starling,,Sturnus philippensis,chcsta1,Chestnut-cheeked Starling,Chestnut-cheeked Starling
Agropsar sturninus,22710870,Purple-backed Starling,Daurian Starling,Sturnus sturninus,dausta1,Daurian Starling,Daurian Starling
Ailuroedus buccoides,22703618,White-eared Catbird,,,whecat1,White-eared Catbird,White-eared Catbird
Ailuroedus crassirostris,22703624,Green Catbird,,,grecat1,Green Catbird,Green Catbird
Ailuroedus melanotis,22703621,Black-eared Catbird,Spotted Catbird,,spocat1,Black-eared Catbird,Black-eared Catbird
Aimophila notosticta,22721291,Oaxaca Sparrow,,,oaxspa1,Oaxaca Sparrow,Oaxaca Sparrow
Aimophila rufescens,22721294,Rusty Sparrow,,,russpa1,Rusty Sparrow,Rusty Sparrow
Aimophila ruficeps,22721288,Rufous-crowned Sparrow,,,rucspa,Rufous-crowned Sparrow,Rufous-crowned Sparrow
Aix galericulata,22680107,Mandarin Duck,Mandarin,,manduc,Mandarin Duck,Mandarin Duck
Aix sponsa,22680104,Wood Duck,,,wooduc,Wood Duck,Wood Duck
Akialoa ellisiana,103823212,Oahu Akialoa,,Hemignathus ellisianus,greaki2,Oahu Akialoa,
Akialoa lanaiensis,103823431,Lanai Akialoa,,,greaki3,Maui-nui Akialoa,
Akialoa obscura,22728910,Hawaii Akialoa,,"Akialoa obscura, Akialoa obscura obscura, Hemignathus obscurus",lesaki,Lesser Akialoa,
Akialoa stejnegeri,103823250,Kauai Akialoa,,,greaki4,Kauai Akialoa,
Akletos goeldii,22701838,Goeldi's Antbird,,Myrmeciza goeldii,goeant1,Goeldi's Antbird,Goeldi's Antbird
Akletos melanoceps,22701835,White-shouldered Antbird,,Myrmeciza melanoceps,whsant1,White-shouldered Antbird,White-shouldered Antbird
Alaemon alaudipes,22717262,Greater Hoopoe-lark,"Greater Hoopoe Lark, Greater Hoopoe-Lark, Hoopoe Lark, Hoopoe-Lark",,grhlar1,Greater Hoopoe-Lark,Greater Hoopoe-Lark
Alaemon hamertoni,22717270,Lesser Hoopoe-lark,Lesser Hoopoe-Lark,,lehlar1,Lesser Hoopoe-Lark,Lesser Hoopoe-Lark
Alauda arvensis,102998555,Eurasian Skylark,"Skylark, Sky Lark",Alauda japonica,skylar,Eurasian Skylark,Eurasian Skylark
Alauda gulgula,22717424,Oriental Skylark,Small Skylark,,orisky1,Oriental Skylark,Oriental Skylark
Alauda leucoptera,22717298,White-winged Lark,,Melanocorypha leucoptera,whwlar1,White-winged Lark,White-winged Lark
Alauda razae,22717428,Raso Lark,"Raza Island Lark, Razo Lark",,razsky1,Razo Skylark,Raso Lark
Alaudala cheleensis,216912565,Asian Short-toed Lark,,,lstlar2,Asian Short-toed Lark,Asian Short-toed Lark
Alaudala heinei,216912582,Turkestan Short-toed Lark,,,tstlar1,Turkestan Short-toed Lark,Turkestan Short-toed Lark
Alaudala raytal,22717336,Sand Lark,Indian Short-toed Lark,Calandrella raytal,sanlar1,Sand Lark,Sand Lark
Alaudala rufescens,216912644,Mediterranean Short-toed Lark,,,mstlar1,Mediterranean Short-toed Lark,Mediterranean Short-toed Lark
Alaudala somalica,22717340,Somali Short-toed Lark,Rufous Short-toed Lark,Calandrella somalica,sstlar1,Somali Short-toed Lark,Somali Short-toed Lark
Alca torda,22694852,Razorbill,,,razorb,Razorbill,Razorbill
Alcedo atthis,22683027,Common Kingfisher,"European Kingfisher, Kingfisher",,comkin1,Common Kingfisher,Common Kingfisher
Alcedo coerulescens,22683117,Cerulean Kingfisher,,,smbkin1,Small Blue Kingfisher,Cerulean Kingfisher
Alcedo euryzona,22726971,Javan Blue-banded Kingfisher,Blue-banded Kingfisher,,bubkin2,Javan Blue-banded Kingfisher,Javan Blue-banded Kingfisher
Alcedo hercules,22683024,Blyth's Kingfisher,,,blykin1,Blyth's Kingfisher,Blyth's Kingfisher
Alcedo meninting,22683042,Blue-eared Kingfisher,,,blekin1,Blue-eared Kingfisher,Blue-eared Kingfisher
Alcedo peninsulae,22726979,Malay Blue-banded Kingfisher,,,bubkin1,Malaysian Blue-banded Kingfisher,Malayan Blue-banded Kingfisher
Alcedo quadribrachys,22683037,Shining-blue Kingfisher,,,shbkin1,Shining-blue Kingfisher,Shining-blue Kingfisher
Alcedo semitorquata,22683033,Half-collared Kingfisher,,,hackin1,Half-collared Kingfisher,Half-collared Kingfisher
Alcippe brunneicauda,22716630,Brown Fulvetta,,Hyloterpe brunneicauda,broful1,Brown Fulvetta,Brown Fulvetta
Alcippe grotei,22734608,Black-browed Fulvetta,,,bkbful1,Black-browed Fulvetta,Black-browed Fulvetta
Alcippe morrisonia,22716644,Grey-cheeked Fulvetta,,,gycful1,Morrison's Fulvetta,Grey-cheeked Fulvetta
Alcippe nipalensis,22716647,Nepal Fulvetta,,Siva Nipalensis,nepful1,Nepal Fulvetta,Nepal Fulvetta
Alcippe peracensis,22735187,Mountain Fulvetta,,,mouful1,Mountain Fulvetta,Mountain Fulvetta
Alcippe poioicephala,22716633,Brown-cheeked Fulvetta,,Thimalia poioicephala,brcful1,Brown-cheeked Fulvetta,Brown-cheeked Fulvetta
Alcippe pyrrhoptera,22716636,Javan Fulvetta,,,javful1,Javan Fulvetta,Javan Fulvetta
Alcurus striatus,22712607,Striated Bulbul,,Pycnonotus striatus,strbul2,Striated Bulbul,
Aleadryas rufinucha,22705428,Rufous-naped Bellbird,Rufous-naped Whistler,,runwhi1,Rufous-naped Bellbird,Rufous-naped Bellbird
Alectoris barbara,22678707,Barbary Partridge,,,barpar2,Barbary Partridge,Barbary Partridge
Alectoris chukar,22678691,Chukar,"Chuckar, Chukar Partridge",,chukar,Chukar,Chukar Partridge
Alectoris graeca,22678684,Rock Partridge,,,rocpar2,Rock Partridge,Rock Partridge
Alectoris magna,22678703,Przevalski's Partridge,,,przpar1,Przevalski's Partridge,Przevalski's Partridge
Alectoris melanocephala,22678714,Arabian Partridge,Arabian Red-legged Partridge,,arapar1,Arabian Partridge,Arabian Partridge
Alectoris philbyi,22678698,Philby's Partridge,Philby's Rock Partridge,,phipar1,Philby's Partridge,Philby's Partridge
Alectoris rufa,22678711,Red-legged Partridge,,,relpar1,Red-legged Partridge,Red-legged Partridge
Alectroenas madagascariensis,22691588,Madagascar Blue-pigeon,"Madagascar Blue Pigeon, Madagascar Blue-Pigeon",,mabpig1,Madagascar Blue-Pigeon,Madagascar Blue Pigeon
Alectroenas nitidissimus,22691601,Mauritius Blue-pigeon,Mauritius Blue-Pigeon,Alectroenas nitidissima,mabpig2,Mauritius Blue-Pigeon,
Alectroenas payandeei,62759683,Rodrigues Blue-pigeon,,,rodblp1,Rodrigues Blue-Pigeon,
Alectroenas pulcherrimus,22691605,Seychelles Blue-pigeon,"Seychelles Blue Pigeon, Seychelles Blue-Pigeon",Alectroenas pulcherrima,sebpig1,Seychelles Blue-Pigeon,Seychelles Blue Pigeon
Alectroenas sganzini,22691594,Comoro Blue-pigeon,"Comoro Blue Pigeon, Comoro Blue-Pigeon, Comoros Blue Pigeon",,cobpig1,Comoro Blue-Pigeon,Comoros Blue Pigeon
Alectrurus risora,22700303,Strange-tailed Tyrant,,"Yetapa risoria risoria, Alectrurus risorus risorus",stttyr1,Strange-tailed Tyrant,Strange-tailed Tyrant
Alectrurus tricolor,22700300,Cock-tailed Tyrant,,,cottyr1,Cock-tailed Tyrant,Cock-tailed Tyrant
Alectura lathami,22678551,Australian Brush-turkey,Australian Brushturkey,,ausbrt1,Australian Brushturkey,Australian Brushturkey
Alethe castanea,22709022,Fire-crested Alethe,,,ficale2,Fire-crested Alethe,Fire-crested Alethe
Alethe diademata,22730755,White-tailed Alethe,,,ficale3,White-tailed Alethe,White-tailed Alethe
Alexandrinus eques,22685448,Echo Parakeet,Mascarene Parrakeet,"Psittacula echo, Psittacula eques, Psittacus eques",maupar1,Echo Parakeet,Echo Parakeet
Alexandrinus exsul,22685465,Rodrigues Parakeet,,Psittacula exsul,newpar2,Newton's Parakeet,
Alexandrinus krameri,22685441,Rose-ringed Parakeet,"Ring-necked Parakeet, Rose-ringed Parrakeet",Psittacula krameri,rorpar,Rose-ringed Parakeet,Rose-ringed Parakeet
Alipiopsitta xanthops,22686311,Yellow-faced Amazon,Yellow-faced Parrot,Amazona xanthops,yefpar5,Yellow-faced Parrot,Yellow-faced Parrot
Alisterus amboinensis,22685051,Moluccan King-parrot,"Ambon King-parrot, Moluccan King Parrot, Moluccan King-Parrot",,mokpar1,Moluccan King-Parrot,Moluccan King Parrot
Alisterus chloropterus,22685058,Papuan King-parrot,"Papuan King Parrot, Papuan King-Parrot",,pakpar1,Papuan King-Parrot,Papuan King Parrot
Alisterus scapularis,22685046,Australian King-parrot,"Australian King Parrot, Australian King-Parrot",,aukpar1,Australian King-Parrot,Australian King Parrot
Alle alle,22694837,Little Auk,Dovekie,,doveki,Dovekie,Little Auk
Allenia fusca,22711140,Scaly-breasted Thrasher,,"Allenia fusca, Allenia fusca fuscus, Margarops fuscus",scbthr,Scaly-breasted Thrasher,Scaly-breasted Thrasher
Alophoixus bres,103821243,Brown-cheeked Bulbul,,,gycbul3,Brown-cheeked Bulbul,Brown-cheeked Bulbul
Alophoixus flaveolus,22713140,White-throated Bulbul,,,whtbul1,White-throated Bulbul,White-throated Bulbul
Alophoixus frater,103821499,Palawan Bulbul,,,gytbul1,Gray-throated Bulbul,Palawan Bulbul
Alophoixus griseiceps,103819928,Grey-crowned Bulbul,,,,,
Alophoixus ochraceus,103821072,Ochraceous Bulbul,,,ochbul2,Ochraceous Bulbul,Ochraceous Bulbul
Alophoixus pallidus,103819799,Puff-throated Bulbul,,,putbul1,Puff-throated Bulbul,Puff-throated Bulbul
Alophoixus phaeocephalus,22713152,Yellow-bellied Bulbul,,,yebbul2,Yellow-bellied Bulbul,Yellow-bellied Bulbul
Alophoixus ruficrissus,103821125,Chestnut-vented Bulbul,,,ochbul3,Penan Bulbul,Penan Bulbul
Alophoixus tephrogenys,103821318,Grey-cheeked Bulbul,,,gycbul2,Gray-cheeked Bulbul,Grey-cheeked Bulbul
Alopochelidon fucata,22712146,Tawny-headed Swallow,,Stelgidopteryx fucata fucata,tahswa2,Tawny-headed Swallow,Tawny-headed Swallow
Alopochen aegyptiaca,22679993,Egyptian Goose,,Alopochen aegyptiacus,egygoo,Egyptian Goose,Egyptian Goose
Alopochen kervazoi,22729490,Reunion Shelduck,Réunion Shelduck,Mascarenachen kervazoi,reushe1,Reunion Shelduck,
Alopochen mauritiana,22728658,Mauritius Shelduck,Mauritian Shelduck,Alopochen mauritianus,maushe1,Mauritius Shelduck,
Amadina erythrocephala,22719932,Red-headed Finch,,,rehfin1,Red-headed Finch,Red-headed Finch
Amadina fasciata,22719927,Cut-throat Finch,Cut-throat,,cutthr1,Cut-throat,Cut-throat Finch
Amalocichla incerta,22704761,Lesser Ground-robin,Lesser Ground Robin,,legrob1,Lesser Ground-Robin,Lesser Ground Robin
Amalocichla sclateriana,22704757,Greater Ground-robin,Greater Ground Robin,,grgrob1,Greater Ground-Robin,Greater Ground Robin
Amandava amandava,22719614,Red Avadavat,,,redava,Red Avadavat,Red Avadavat
Amandava formosa,22719618,Green Avadavat,,Estrilda formosa,grnava1,Green Avadavat,Green Avadavat
Amandava subflava,22719624,Zebra Waxbill,Orange-breasted Waxbill,,zebwax2,Zebra Waxbill,Orange-breasted Waxbill
Amaurocichla bocagii,22715170,Sao Tome Short-tail,"Bocage's Longbill, São Tomé Short-tail","Amaurocichla bocagii bocagii, Amaurocichla bocagei",,,
Amaurolimnas concolor,22692601,Uniform Crake,,,unicra1,Uniform Crake,Uniform Crake
Amaurornis cinerea,22692723,White-browed Crake,,"Amaurornis cinerea, Porzana cinerea",,,
Amaurornis isabellina,22692624,Isabelline Bush-hen,,Amaurornis isabellinus,isabuh1,Isabelline Bush-hen,Isabelline Bush-hen
Amaurornis magnirostris,22732147,Talaud Bush-hen,,,talbuh1,Talaud Bush-hen,Talaud Bush-hen
Amaurornis marginalis,22692729,Striped Crake,,"Aenigmatolimnas marginalis, Porzana marginalis",,,Striped Crake
Amaurornis moluccana,22692632,Pale-vented Bush-hen,,Amaurornis moluccanus,rutbuh1,Pale-vented Bush-hen,Pale-vented Bush-hen
Amaurornis olivacea,22692616,Philippine Bush-hen,Plain Bush-hen,Amaurornis olivaceus,plabuh1,Plain Bush-hen,Plain Bush-hen
Amaurornis phoenicurus,22692640,White-breasted Waterhen,,,whbwat1,White-breasted Waterhen,White-breasted Waterhen
Amaurospiza moesta,105965570,Blue Seedeater,Blackish-blue Seedeater,"Amaurospiza carrizalensis , Amaurospiza concolor ",carsee1,Carrizal Seedeater,Carrizal Seedeater
Amaurospiza relicta,22723554,Slate-blue Seedeater,,,,,
Amazilia alfaroana,119194112,Guanacaste Hummingbird,,Amazilia cyanifrons,,,
Amazilia boucardi,22687562,Mangrove Hummingbird,,,manhum1,Mangrove Hummingbird,Mangrove Hummingbird
Amazilia cyanifrons,119194033,Indigo-capped Hummingbird,,,,,
Amazilia franciae,22687566,Andean Emerald,,Agyrtria franciae,,,
Amazilia luciae,22687529,Honduran Emerald,,,honeme1,Honduran Emerald,Honduran Emerald
Amazilia rutila,22687603,Cinnamon Hummingbird,,,cinhum1,Cinnamon Hummingbird,Cinnamon Hummingbird
Amazilia tzacatl,22730168,Rufous-tailed Hummingbird,,,rtlhum,Rufous-tailed Hummingbird,Rufous-tailed Hummingbird
Amazilia yucatanensis,22687606,Buff-bellied Hummingbird,,,bubhum,Buff-bellied Hummingbird,Buff-bellied Hummingbird
Amazilis amazilia,22687618,Amazilia Hummingbird,,Amazilia amazilia,amahum1,Amazilia Hummingbird,Amazilia Hummingbird
Amazona aestiva,22686332,Turquoise-fronted Amazon,"Blue-fronted Amazon, Blue-fronted Parrot",,bufpar,Turquoise-fronted Parrot,Turquoise-fronted Amazon
Amazona agilis,22686231,Black-billed Amazon,Black-billed Parrot,,blbpar1,Black-billed Parrot,Black-billed Amazon
Amazona albifrons,22686222,White-fronted Amazon,White-fronted Parrot,,whfpar1,White-fronted Parrot,White-fronted Amazon
Amazona amazonica,22686350,Orange-winged Amazon,Orange-winged Parrot,,orwpar,Orange-winged Parrot,Orange-winged Amazon
Amazona arausiaca,22686395,Red-necked Amazon,"Jacquot, Red-necked Parrot",,renpar1,Red-necked Parrot,Red-necked Amazon
Amazona auropalliata,22686342,Yellow-naped Amazon,Yellow-naped Parrot,,yenpar1,Yellow-naped Parrot,Yellow-naped Amazon
Amazona autumnalis,22728292,Red-lored Amazon,,,relpar,Red-lored Parrot,Red-lored Amazon
Amazona barbadensis,22686325,Yellow-shouldered Amazon,Yellow-shouldered Parrot,,yespar1,Yellow-shouldered Parrot,Yellow-shouldered Amazon
Amazona bodini,22727636,Northern Festive Amazon,,,,,
Amazona brasiliensis,22686296,Red-tailed Amazon,Red-tailed Parrot,,retpar1,Red-tailed Parrot,Red-tailed Amazon
Amazona collaria,22686209,Yellow-billed Amazon,Yellow-billed Parrot,,yebpar1,Yellow-billed Parrot,Yellow-billed Amazon
Amazona diadema,22731595,Diademed Amazon,,,,,Diademed Amazon
Amazona dufresniana,22686282,Blue-cheeked Amazon,Blue-cheeked Parrot,,blcpar2,Blue-cheeked Parrot,Blue-cheeked Amazon
