scientificName,altcommonNames,internalTaxonId,maincommonName,Synonym
Pterocles alchata,,22692983,Pin-tailed Sandgrouse,
Pterocles bicinctus,,22693017,Double-banded Sandgrouse,
Pterocles burchelli,,22693032,Burchell's Sandgrouse,
Pterocles coronatus,,22693005,Crowned Sandgrouse,
Pterocles decoratus,,22693013,Black-faced Sandgrouse,
Pterocles exustus,,22692990,Chestnut-bellied Sandgrouse,
Pterocles gutturalis,,22692998,Yellow-throated Sandgrouse,
Pterocles indicus,,22693025,Painted Sandgrouse,
Pterocles lichtensteinii,,22693028,Lichtenstein's Sandgrouse,
Pterocles namaqua,,22692986,Namaqua Sandgrouse,
Pterocles orientalis,,22693002,Black-bellied Sandgrouse,
Pterocles personatus,,22693009,Madagascar Sandgrouse,
Pterocles quadricinctus,,22693021,Four-banded Sandgrouse,
Pterocles senegallus,,22692994,Spotted Sandgrouse,
Pterodroma alba,,22698001,Phoenix Petrel,
Pterodroma arminjoniana,Herald Petrel,22698005,Trindade Petrel,
Pterodroma atrata,,22728442,Henderson Petrel,
Pterodroma axillaris,"Chatham Island Petrel, Chatham Petrel",22697949,Chatham Islands Petrel,
Pterodroma baraui,,22698035,Barau's Petrel,
Pterodroma brevipes,,22697987,Collared Petrel,
Pterodroma cahow,Cahow,22698088,Bermuda Petrel,
Pterodroma caribbaea,,22698097,Jamaican Petrel,
Pterodroma cervicalis,White-naped Petrel,22697957,White-necked Petrel,
Pterodroma cookii,,22697975,Cook's Petrel,Pterodroma cooki
Pterodroma defilippiana,"Defilippe's Petrel, Defilippi's Petrel, Masatierra Petrel, Mas Atierra Petrel",22697990,Masatierra Petrel,
Pterodroma deserta,,22736135,Desertas Petrel,
Pterodroma externa,Juan Fernández Petrel,22698030,Juan Fernandez Petrel,
Pterodroma feae,,22728011,Cape Verde Petrel,
Pterodroma gouldi,,45048990,Grey-faced Petrel,
Pterodroma hasitata,,22698092,Black-capped Petrel,
Pterodroma heraldica,,22698012,Herald Petrel,
Pterodroma hypoleuca,,22697967,Bonin Petrel,
Pterodroma incerta,,22698084,Atlantic Petrel,Procellaria incerta
Pterodroma inexpectata,,22697963,Mottled Petrel,
Pterodroma lessonii,,22698055,White-headed Petrel,Pterodroma lessoni lessoni
Pterodroma leucoptera,Collared Petrel,22697970,White-winged Petrel,
Pterodroma longirostris,,22697997,Stejneger's Petrel,
Pterodroma macroptera,,45048812,Great-winged Petrel,
Pterodroma madeira,"Freira, Madeira Petrel",22698062,Zino's Petrel,
Pterodroma magentae,Chatham Island Taiko,22698049,Magenta Petrel,
Pterodroma mollis,,22698080,Soft-plumaged Petrel,
Pterodroma neglecta,,22698027,Kermadec Petrel,
Pterodroma nigripennis,,22697954,Black-winged Petrel,
Pterodroma phaeopygia,"Dark-rumped Petrel, Galápagos Petrel",22698020,Galapagos Petrel,
Pterodroma pycrofti,,22697984,Pycroft's Petrel,
Pterodroma rupinarum,"Large St Helena Petrel, St Helena Gadfly Petrel",22728800,Large Saint Helena Petrel,
Pterodroma sandwichensis,,22698017,Hawaiian Petrel,
Pterodroma solandri,,22698042,Providence Petrel,
Pterodroma ultima,,22698039,Murphy's Petrel,
Pteroglossus aracari,,22682017,Black-necked Araçari,
Pteroglossus azara,,22735207,Ivory-billed Araçari,
Pteroglossus bailloni,,22682044,Saffron Toucanet,Baillonius bailloni
Pteroglossus beauharnaisii,,22682041,Curl-crested Araçari,Pteroglossus beauharnaesii
Pteroglossus bitorquatus,,22728132,Eastern Red-necked Araçari,
Pteroglossus castanotis,,22682014,Chestnut-eared Araçari,
Pteroglossus erythropygius,Pale-mandibled Aracari,22724652,Pale-billed Araçari,
Pteroglossus frantzii,,22682028,Fiery-billed Araçari,
Pteroglossus humboldti,,22726194,Humboldt's Araçari,
Pteroglossus inscriptus,,22726186,Lettered Araçari,
Pteroglossus pluricinctus,,22682038,Many-banded Araçari,
Pteroglossus sanguineus,,22726208,Stripe-billed Araçari,
Pteroglossus sturmii,,22728139,Western Red-necked Araçari,
Pteroglossus torquatus,,22726200,Collared Araçari,
Pteroglossus viridis,,22681994,Green Araçari,
Pteronetta hartlaubii,,22680070,Hartlaub's Duck,Pteronetta hartlaubi hartlaubi
Pterophanes cyanopterus,,22687804,Great Sapphirewing,
Pteroptochos castaneus,,22703421,Chestnut-throated Huet-huet,
Pteroptochos megapodius,,22703431,Moustached Turca,
Pteroptochos tarnii,,22703426,Black-throated Huet-huet,
Pterorhinus albogularis,,22735092,White-throated Laughingthrush,"Garrulax albogularis, Ianthocincla albogularis"
Pterorhinus berthemyi,,22734463,Buffy Laughingthrush,"Garrulax berthemyi, Ianthocincla Berthemyi"
Pterorhinus caerulatus,,22715685,Grey-sided Laughingthrush,"Garrulax caerulatus, Cinclosoma Caerulatus"
Pterorhinus chinensis,,103872142,Black-throated Laughingthrush,"Garrulax chinensis, Lanius (chinensis)"
Pterorhinus courtoisi,,22732350,Blue-crowned Laughingthrush,Garrulax courtoisi
Pterorhinus davidi,,22715659,Plain Laughingthrush,Garrulax davidi
Pterorhinus delesserti,,22715653,Wynaad Laughingthrush,"Garrulax delesserti, Crateropus Delesserti"
Pterorhinus galbanus,,22734337,Yellow-throated Laughingthrush,Garrulax galbanus
Pterorhinus gularis,,22715656,Rufous-vented Laughingthrush,"Garrulax gularis, Ianthocincla gularis"
Pterorhinus koslowi,,22716515,Tibetan Babax,"Babax koslowi, Garrulax koslowi, Kaznakowia koslowi"
Pterorhinus lanceolatus,,103872761,Chinese Babax,"Babax lanceolatus, Garrulax lanceolatus"
Pterorhinus mitratus,,103872287,Chestnut-capped Laughingthrush,Garrulax mitratus
Pterorhinus monachus,,103872201,Hainan Laughingthrush,Garrulax monachus
Pterorhinus nuchalis,,22715639,Chestnut-backed Laughingthrush,Garrulax nuchalis
Pterorhinus pectoralis,,22715611,Greater Necklaced Laughingthrush,Garrulax pectoralis
Pterorhinus perspicillatus,,22715595,Masked Laughingthrush,Garrulax perspicillatus
Pterorhinus poecilorhynchus,,22735107,Rusty Laughingthrush,Garrulax poecilorhynchus
Pterorhinus ruficeps,,22734443,Rufous-crowned Laughingthrush,Garrulax ruficeps
Pterorhinus ruficollis,,22715636,Rufous-necked Laughingthrush,Garrulax ruficollis
Pterorhinus sannio,,22715707,White-browed Laughingthrush,Garrulax sannio
Pterorhinus treacheri,,103872315,Chestnut-hooded Laughingthrush,Garrulax treacheri
Pterorhinus vassali,,22715645,White-cheeked Laughingthrush,Garrulax vassali
Pterorhinus waddelli,,22716512,Giant Babax,"Garrulax waddelli, Babax waddelli"
Pterorhinus woodi,,103872810,Mount Victoria Babax,"Babax woodi, Garrulax woodi"
Pteruthius aenobarbus,Chestnut-fronted Shrike-Babbler,22716548,Chestnut-fronted Shrike-babbler,
Pteruthius aeralatus,,103693575,White-browed Shrike-babbler,
Pteruthius flaviscapis,,103693557,Pied Shrike-babbler,
Pteruthius melanotis,Black-eared Shrike-Babbler,22716544,Black-eared Shrike-babbler,
Pteruthius rufiventer,Black-headed Shrike-Babbler,22716532,Black-headed Shrike-babbler,
Pteruthius xanthochlorus,Green Shrike-Babbler,22716540,Green Shrike-babbler,
Ptilinopus alligator,Grey-rumped Fruit-dove,22691312,Black-banded Fruit-Dove,
Ptilinopus arcanus,"Negros Fruit Dove, Negros Fruit-Dove",22691568,Negros Fruit-dove,
Ptilinopus aurantiifrons,"Orange-fronted Fruit Dove, Orange-fronted Fruit-Dove",22691391,Orange-fronted Fruit-dove,
Ptilinopus chalcurus,"Makatea Fruit Dove, Makatea Fruit-Dove",22691485,Makatea Fruit-dove,
Ptilinopus chrysogaster,,60760066,Raiatea Fruit-dove,
Ptilinopus cinctus,Black-backed Fruit-Dove,22691302,Black-backed Fruit-dove,
Ptilinopus coralensis,"Atoll Fruit Dove, Atoll Fruit-Dove",22691480,Atoll Fruit-dove,
Ptilinopus coronulatus,"Coroneted Fruit Dove, Coroneted Fruit-Dove",22691420,Coroneted Fruit-dove,
Ptilinopus dohertyi,"Red-naped Fruit Dove, Red-naped Fruit-Dove",22691307,Red-naped Fruit-dove,
Ptilinopus dupetithouarsii,"White-capped Fruit Dove, White-capped Fruit-Dove",22691500,White-capped Fruit-dove,
Ptilinopus eugeniae,"White-headed Fruit Dove, White-headed Fruit-Dove",22691524,White-headed Fruit-dove,
Ptilinopus fasciatus,,22728271,Samoan Fruit-dove,
Ptilinopus gestroi,,22728059,Eastern Ornate Fruit-dove,
Ptilinopus granulifrons,"Carunculated Fruit Dove, Carunculated Fruit-Dove",22691539,Carunculated Fruit-dove,
Ptilinopus greyi,"Red-bellied Fruit Dove, Red-bellied Fruit-Dove",22691440,Red-bellied Fruit-dove,Ptilinopus greyii
Ptilinopus hernsheimi,,22728074,Kosrae Fruit-dove,
Ptilinopus huttoni,"Rapa Fruit Dove, Rapa Fruit-Dove",22691470,Rapa Fruit-dove,
Ptilinopus hyogastrus,"Grey-headed Fruit Dove, Grey-headed Fruit-Dove",22691529,Grey-headed Fruit-dove,Ptilinopus hyogastra hyogastra
Ptilinopus insolitus,"Knob-billed Fruit Dove, Knob-billed Fruit-Dove",22691549,Knob-billed Fruit-dove,
Ptilinopus insularis,"Henderson Fruit-dove, Henderson Island Fruit-Dove, Scarlet-capped Fruit Dove",22691490,Henderson Island Fruit-dove,
Ptilinopus iozonus,"Orange-bellied Fruit Dove, Orange-bellied Fruit-Dove",22691544,Orange-bellied Fruit-dove,
Ptilinopus melanospilus,"Black-naped Fruit Dove, Black-naped Fruit-Dove",22691558,Black-naped Fruit-dove,Ptilinopus melanospila melanospila
Ptilinopus mercierii,"Moustached Fruit Dove, Red-moustached Fruit-Dove",22691495,Red-moustached Fruit-dove,
Ptilinopus monacha,"Blue-capped Fruit Dove, Blue-capped Fruit-Dove",22691415,Blue-capped Fruit-dove,
Ptilinopus nainus,Dwarf Fruit-Dove,22691554,Dwarf Fruit-dove,Ptilinopus naina
Ptilinopus ornatus,,22728052,Western Ornate Fruit-dove,
Ptilinopus pelewensis,"Palau Fruit Dove, Palau Fruit-Dove",22691460,Palau Fruit-dove,
Ptilinopus perlatus,"Pink-spotted Fruit Dove, Pink-spotted Fruit-Dove",22691372,Pink-spotted Fruit-dove,
Ptilinopus perousii,"Many-colored Fruit Dove, Many-colored Fruit-Dove",22691410,Many-coloured Fruit-dove,
Ptilinopus ponapensis,,22728265,Pohnpei Fruit-dove,
Ptilinopus porphyraceus,,22728066,Tongan Fruit-dove,
Ptilinopus porphyreus,"Pink-headed Fruit Dove, Pink-headed Fruit-Dove",22691297,Pink-headed Fruit-dove,
Ptilinopus pulchellus,"Beautiful Fruit Dove, Beautiful Fruit-Dove",22691425,Beautiful Fruit-dove,
Ptilinopus purpuratus,,60759996,Grey-green Fruit-dove,
Ptilinopus rarotongensis,"Cook Islands Fruit-Dove, Lilac-crowned Fruit Dove",22691465,Rarotonga Fruit-dove,
Ptilinopus regina,"Rose-crowned Fruit Dove, Rose-crowned Fruit-Dove",22691430,Rose-crowned Fruit-dove,
Ptilinopus richardsii,"Silver-capped Fruit Dove, Silver-capped Fruit-Dove",22691445,Silver-capped Fruit-dove,
Ptilinopus rivoli,"White-bibbed Fruit Dove, White-bibbed Fruit-Dove",22691505,White-bibbed Fruit-dove,
Ptilinopus roseicapilla,"Mariana Fruit Dove, Mariana Fruit-Dove",22691435,Mariana Fruit-dove,
Ptilinopus solomonensis,Yellow-bibbed Fruit-dove,22728082,Yellow-banded Fruit-dove,
Ptilinopus speciosus,,22728089,Geelvink Fruit-dove,
Ptilinopus superbus,"Superb Fruit-dove, Superb Fruit Dove, Superb Fruit-Dove",22725273,Eastern Superb Fruit-dove,
Ptilinopus tannensis,"Tanna Fruit Dove, Tanna Fruit-Dove",22691386,Tanna Fruit-dove,
Ptilinopus temminckii,,22725286,Western Superb Fruit-dove,
Ptilinopus viridis,"Claret-breasted Fruit Dove, Claret-breasted Fruit-Dove",22691519,Claret-breasted Fruit-dove,
Ptilinopus wallacii,"Wallace's Fruit Dove, Wallace's Fruit-Dove",22691396,Wallace's Fruit-dove,
Ptiliogonys caudatus,,22708136,Long-tailed Silky-flycatcher,
Ptiliogonys cinereus,Gray Silky-flycatcher,22708132,Grey Silky-flycatcher,
Ptilocichla falcata,"Falcated Ground-Babbler, Falcated Wren-Babbler, Palawan Ground Babbler",22716018,Falcated Wren-babbler,
Ptilocichla leucogrammica,Bornean Wren-Babbler,22716010,Bornean Wren-babbler,
Ptilocichla mindanensis,Striated Wren-Babbler,22716014,Striated Wren-babbler,
Ptilonorhynchus violaceus,,22703679,Satin Bowerbird,
Ptilopachus nahani,,22678795,Nahan's Partridge,Francolinus nahani
Ptilopachus petrosus,,22679110,Stone Partridge,
Ptiloprora erythropleura,,22704239,Rufous-sided Honeyeater,
Ptiloprora guisei,,22704245,Rufous-backed Honeyeater,
Ptiloprora mayri,,22704242,Mayr's Honeyeater,
Ptiloprora meekiana,Olive-streaked Honeyeater,22704236,Yellowish-streaked Honeyeater,
Ptiloprora perstriata,Black-backed Honeyeater,22704248,Grey-streaked Honeyeater,
Ptiloprora plumbea,,22704233,Leaden Honeyeater,
Ptilopsis granti,,61781923,Southern White-faced Owl,
Ptilopsis leucotis,,61781834,Northern White-faced Owl,
Ptilorrhoa caerulescens,,103693158,Blue Jewel-babbler,
Ptilorrhoa castanonota,,22705372,Chestnut-backed Jewel-babbler,
Ptilorrhoa geislerorum,,103693170,Dimorphic Jewel-babbler,
Ptilorrhoa leucosticta,,22705366,Spotted Jewel-babbler,
Ptilostomus afer,,22705925,Piapiac,
Ptilotula flavescens,,22704085,Yellow-tinted Honeyeater,Lichenostomus flavescens
Ptilotula fusca,,22704088,Fuscous Honeyeater,Lichenostomus fuscus
Ptilotula keartlandi,,22704082,Grey-headed Honeyeater,Lichenostomus keartlandi
Ptilotula ornata,,22704094,Yellow-plumed Honeyeater,Lichenostomus ornatus
Ptilotula penicillata,,22704097,White-plumed Honeyeater,Lichenostomus penicillatus
Ptilotula plumula,,22704091,Grey-fronted Honeyeater,Lichenostomus plumulus
Ptiloxena atroviolacea,,22724294,Cuban Blackbird,"Dives atroviolacea, Dives atroviolaceus"
Ptychoramphus aleuticus,,22694903,Cassin's Auklet,
Ptyonoprogne concolor,"Dusky Crag-martin, Dusky Crag-Martin",22712246,Dusky Crag Martin,Hirundo concolor
Ptyonoprogne fuligula,,104005679,Large Rock Martin,
Ptyonoprogne obsoleta,"Pale Crag-martin, Pale Crag-Martin",22712230,Pale Rock Martin,Hirundo obsoleta
Ptyonoprogne rufigula,,104005790,Red-throated Rock Martin,
Ptyonoprogne rupestris,"Crag Martin, Eurasian Crag-martin, Eurasian Crag-Martin, European Crag Martin",22712216,Eurasian Crag Martin,"Hirundo rupestris, Ptyonoprogne rupestris"
Pucrasia macrolopha,,22679179,Koklass Pheasant,
Puffinus assimilis,,45959011,Little Shearwater,
Puffinus auricularis,,22698235,Townsend's Shearwater,
Puffinus bailloni,,22734070,Tropical Shearwater,
Puffinus bannermani,,22698272,Bannerman's Shearwater,
Puffinus bryani,,45354718,Bryan's Shearwater,
Puffinus elegans,,45959186,Subantarctic Shearwater,
Puffinus gavia,,22698249,Fluttering Shearwater,
Puffinus heinrothi,,22698277,Heinroth's Shearwater,
Puffinus huttoni,,22698252,Hutton's Shearwater,
Puffinus lherminieri,,45959182,Audubon's Shearwater,
Puffinus mauretanicus,,22728432,Balearic Shearwater,
Puffinus myrtae,,132468585,Rapa Shearwater,"Puffinus assimilis, Puffinus newelli"
Puffinus nativitatis,Christmas Shearwater,22698222,Christmas Shearwater,
Puffinus newelli,,132467692,Newell's Shearwater,Puffinus newelli
Puffinus opisthomelas,,22698246,Black-vented Shearwater,
Puffinus persicus,,22698267,Persian Shearwater,
Puffinus puffinus,,22698226,Manx Shearwater,
Puffinus subalaris,,22733979,Galapagos Shearwater,
Puffinus yelkouan,,22698230,Yelkouan Shearwater,
Pulsatrix koeniswaldiana,,22689186,Tawny-browed Owl,
Pulsatrix melanota,,22689183,Band-bellied Owl,
Pulsatrix perspicillata,,22689180,Spectacled Owl,
Purnella albifrons,,22704372,White-fronted Honeyeater,"Purnella albifrons albifrons, Phylidonyris albifrons"
Purpureicephalus spurius,,22685087,Red-capped Parrot,
Pycnonotus aurigaster,,22712699,Sooty-headed Bulbul,
Pycnonotus barbatus,,22712650,Common Bulbul,
Pycnonotus bimaculatus,,103828414,Orange-spotted Bulbul,
Pycnonotus blanfordi,,22712737,Streak-eared Bulbul,
Pycnonotus brunneus,Asian Red-eyed Bulbul,22712743,Red-eyed Bulbul,
Pycnonotus cafer,,22712695,Red-vented Bulbul,
Pycnonotus capensis,,22712677,Cape Bulbul,
Pycnonotus cinereifrons,,103834609,Ashy-fronted Bulbul,
Pycnonotus davisoni,,103833944,Pale-eyed Bulbul,
Pycnonotus finlaysoni,,103833866,Stripe-throated Bulbul,
Pycnonotus flavescens,,103834344,Flavescent Bulbul,
Pycnonotus goiavier,,22712731,Yellow-vented Bulbul,
Pycnonotus jocosus,Red-whiskered BulbulI,22712634,Red-whiskered Bulbul,
Pycnonotus leucogenys,"White-cheeked Bulbul, White-eared Bulbul",22712690,Himalayan Bulbul,
Pycnonotus leucops,,103834499,Pale-faced Bulbul,
Pycnonotus leucotis,,22712687,White-eared Bulbul,
Pycnonotus luteolus,,22712728,White-browed Bulbul,
Pycnonotus nieuwenhuisii,,22712705,Blue-wattled Bulbul,
Pycnonotus nigricans,"African Red-eyed Bulbul, Red-eyed Bulbul",22712671,Black-fronted Bulbul,
Pycnonotus penicillatus,,22712722,Yellow-eared Bulbul,
Pycnonotus plumosus,,103834549,Olive-winged Bulbul,
Pycnonotus pseudosimplex,,155219571,Cream-eyed Bulbul,Pycnonotus simplex
Pycnonotus simplex,,155218901,Cream-vented Bulbul,Pycnonotus simplex
Pycnonotus sinensis,,22712643,Light-vented Bulbul,
Pycnonotus snouckaerti,,103831996,Aceh Bulbul,
Pycnonotus taivanus,Taiwan Bulbul,22712646,Styan's Bulbul,
Pycnonotus tympanistrigus,,22712613,Spot-necked Bulbul,
Pycnonotus xantholaemus,,22712719,Yellow-throated Bulbul,
Pycnonotus xanthopygos,"White-eyed Bulbul, Yellow-vented Bulbul",22712681,White-spectacled Bulbul,
Pycnonotus xanthorrhous,,22712640,Brown-breasted Bulbul,
Pycnonotus zeylanicus,Straw-crowned Bulbul,22712603,Straw-headed Bulbul,
Pycnoptilus floccosus,,22704513,Pilotbird,
Pycnopygius cinereus,,22704164,Marbled Honeyeater,
Pycnopygius ixoides,,22704161,Plain Honeyeater,
Pycnopygius stictocephalus,,22704167,Streak-headed Honeyeater,
Pygarrhichas albogularis,,22703004,White-throated Treerunner,
Pygiptila stellaris,,22701349,Spot-winged Antshrike,
Pygochelidon cyanoleuca,,22712122,Blue-and-white Swallow,Notiochelidon cyanoleuca cyanoleuca
Pygochelidon melanoleuca,,22712140,Black-collared Swallow,Atticora melanoleuca
Pygoscelis adeliae,Adélie Penguin,22697758,Adelie Penguin,
Pygoscelis antarcticus,,22697761,Chinstrap Penguin,Pygoscelis antarctica
Pygoscelis papua,,22697755,Gentoo Penguin,
Pyrenestes minor,Lesser Seed-cracker,22719389,Lesser Seedcracker,
Pyrenestes ostrinus,Black-bellied Seed-cracker,22719384,Black-bellied Seedcracker,
Pyrenestes sanguineus,Crimson Seed-cracker,22719379,Crimson Seedcracker,
Pyrgilauda blanfordi,,22718339,Plain-backed Snowfinch,Montifringilla blanfordi
Pyrgilauda davidiana,,22718333,Small Snowfinch,Montifringilla davidiana
Pyrgilauda ruficollis,,22718336,Rufous-necked Snowfinch,Montifringilla ruficollis
Pyrgilauda theresae,,22718342,Afghan Snowfinch,Montifringilla theresae
Pyriglena atra,,22701703,Fringe-backed Fire-eye,
Pyriglena leuconota,,22730396,White-backed Fire-eye,
Pyriglena leucoptera,,22701700,White-shouldered Fire-eye,
Pyrilia aurantiocephala,,22729967,Bald Parrot,"Gypopsitta aurantiocephala, Pionopsitta aurantiocephala"
Pyrilia barrabandi,,22686116,Orange-cheeked Parrot,"Pionopsitta barrabandi, Gypopsitta barrabandi"
Pyrilia caica,,22686136,Caica Parrot,"Pionopsitta caica, Gypopsitta caica"
Pyrilia haematotis,,22686097,Brown-hooded Parrot,"Gypopsitta haemototis, Pionopsitta haematotis"
Pyrilia pulchra,,22686107,Rose-faced Parrot,"Pionopsitta pulchra, Gypopsitta pulchra"
Pyrilia pyrilia,,22686125,Saffron-headed Parrot,"Gypopsitta pyrilia, Pionopsitta pyrilia"
Pyrilia vulturina,,22686145,Vulturine Parrot,Gypopsitta vulturina
Pyrocephalus dubius,San Cristobal Vermilion Flycatcher,103682916,Least Vermilion Flycatcher,
Pyrocephalus nanus,,103682926,Little Vermilion Flycatcher,
Pyrocephalus rubinus,,103682912,Common Vermilion Flycatcher,
Pyroderus scutatus,,22700928,Red-ruffed Fruitcrow,
Pyrrhocorax graculus,Alpine Chough,22705921,Yellow-billed Chough,
Pyrrhocorax pyrrhocorax,Chough,22705916,Red-billed Chough,
Pyrrholaemus brunneus,,22704593,Redthroat,
Pyrrholaemus sagittatus,,22728490,Speckled Warbler,"Chthonicola sagittata, Chthonicola sagittata sagittata, Chthonicola sagittatus"
Pyrrhomyias cinnamomeus,,22699730,Cinnamon Flycatcher,Pyrrhomyias cinnamomea
Pyrrhoplectes epauletta,Golden-naped Finch,22720718,Gold-naped Finch,
Pyrrhula aurantiaca,,22720662,Orange Bullfinch,
Pyrrhula erythaca,,22720668,Grey-headed Bullfinch,
Pyrrhula erythrocephala,,22720665,Red-headed Bullfinch,
Pyrrhula leucogenis,,22720659,White-cheeked Bullfinch,
Pyrrhula murina,,22720676,Azores Bullfinch,
Pyrrhula nipalensis,,103837801,Brown Bullfinch,
Pyrrhula pyrrhula,,22720671,Eurasian Bullfinch,
Pyrrhula waterstradti,,103838531,Malay Bullfinch,
Pyrrhura albipectus,"White-breasted Parakeet, White-necked Conure",22685860,White-necked Parakeet,
Pyrrhura amazonum,,45422118,Santarem Parakeet,
Pyrrhura caeruleiceps,,45422600,Perija Parakeet,
Pyrrhura calliptera,"Brown-breasted Parakeet, Flame-winged Conure",22685867,Brown-breasted Parakeet,
Pyrrhura chapmani,Magdalena Parakeet,155070829,Upper Magdalena Parakeet,Pyrrhura melanura
Pyrrhura cruentata,"Blue-throated Parakeet, Red-eared Conure",22685783,Ochre-marked Parakeet,
Pyrrhura devillei,,22685790,Blaze-winged Parakeet,
Pyrrhura egregia,,22685843,Fiery-shouldered Parakeet,
Pyrrhura eisenmanni,,45422623,Azuero Parakeet,
Pyrrhura emma,,45421217,Venezuelan Parakeet,
Pyrrhura frontalis,Reddish-bellied Parakeet,22685793,Maroon-bellied Parakeet,
Pyrrhura griseipectus,Gray-breasted Parakeet,22733968,Grey-breasted Parakeet,
Pyrrhura hoematotis,Blood-eared Parakeet,22685873,Red-eared Parakeet,
Pyrrhura hoffmanni,,22685885,Sulphur-winged Parakeet,
Pyrrhura lepida,,22685797,Pearly Parakeet,Pyrrhura perlata
Pyrrhura leucotis,,45421208,White-eared Parakeet,
Pyrrhura lucianii,,45422133,Bonaparte's Parakeet,
Pyrrhura melanura,,155070695,Maroon-tailed Parakeet,Pyrrhura melanura
Pyrrhura molinae,,22685820,Green-cheeked Parakeet,
Pyrrhura orcesi,El Oro Conure,22685851,El Oro Parakeet,
Pyrrhura pacifica,,45426696,Choco Parakeet,
Pyrrhura parvifrons,,45422277,Garlepp's Parakeet,
Pyrrhura perlata,,22685812,Crimson-bellied Parakeet,Pyrrhura rhodogaster
Pyrrhura peruviana,,45422316,Wavy-breasted Parakeet,
Pyrrhura pfrimeri,"Pfrimer's Conure, Pfrimer's Parakeet",22733974,Goias Parakeet,
Pyrrhura picta,,45422115,Painted Parakeet,
Pyrrhura rhodocephala,"Rose-crowned Conure, Rose-crowned Parakeet, Rose-headed Conure",22685877,Rose-headed Parakeet,
Pyrrhura roseifrons,,45422220,Rose-fronted Parakeet,
Pyrrhura rupicola,,22685857,Black-capped Parakeet,
Pyrrhura snethlageae,,45422369,Madeira Parakeet,
Pyrrhura subandina,,45422401,Sinu Parakeet,
Pyrrhura viridicata,Santa Marta Conure,22685836,Santa Marta Parakeet,
Pyrrhurus scandens,Leaflove,22712882,Leaf-love,Phyllastrephus scandens scandens
Pyrroglaux podargina,Palau Owl,22688899,Palau Owl,Otus podarginus
Pytilia afra,,22719340,Orange-winged Pytilia,
Pytilia hypogrammica,Red-faced Pytilia,22719349,Yellow-winged Pytilia,
Pytilia lineata,,103813138,Red-billed Pytilia,
Pytilia melba,Melba Finch,22719344,Green-winged Pytilia,
Pytilia phoenicoptera,,103813118,Red-winged Pytilia,
Quelea cardinalis,,22719120,Cardinal Quelea,
Quelea erythrops,,22719124,Red-headed Quelea,
Quelea quelea,,22719128,Red-billed Quelea,
Querula purpurata,,22700925,Purple-throated Fruitcrow,
Quiscalus lugubris,,22724326,Carib Grackle,
Quiscalus major,,22724311,Boat-tailed Grackle,
Quiscalus mexicanus,,22724308,Great-tailed Grackle,
Quiscalus nicaraguensis,,22724317,Nicaraguan Grackle,
Quiscalus niger,,22724323,Greater Antillean Grackle,
Quiscalus palustris,,22724314,Slender-billed Grackle,
Quiscalus quiscula,,22724320,Common Grackle,
Quoyornis georgianus,,22704860,White-breasted Robin,Eopsaltria georgiana
Radjah radjah,Raja Shelduck,22680029,Radjah Shelduck,Tadorna radjah
Rallicula forbesi,"Forbes's Forest Crake, Forbes's Forest-Rail",22692298,Forbes's Forest-rail,Rallina forbesi
Rallicula leucospila,"White-striped Forest Crake, White-striped Forest-Rail",22692293,White-striped Forest-rail,Rallina leucospila
Rallicula mayri,"Mayr's Forest Crake, Mayr's Forest-Rail",22692303,Mayr's Forest-rail,Rallina mayri
Rallicula rubra,"Chestnut Forest Crake, Chestnut Forest-Rail",22692288,Chestnut Forest-rail,Rallina rubra
Rallina canningi,,22692311,Andaman Crake,
Rallina eurizonoides,,22692317,Slaty-legged Crake,
Rallina fasciata,,22692314,Red-legged Crake,
Rallina tricolor,,22692308,Red-necked Crake,
Rallus antarcticus,,22692486,Austral Rail,
Rallus aquaticus,"European Water Rail, Water Rail",22725141,Western Water Rail,
Rallus caerulescens,"African Rail, Kaffir Rail",22692498,African Rail,
Rallus crepitans,,62155296,Clapper Rail,
Rallus elegans,,62155060,King Rail,
Rallus indicus,,22725167,Eastern Water Rail,
Rallus limicola,,22692479,Virginia Rail,
Rallus longirostris,,62154828,Mangrove Rail,
Rallus madagascariensis,Madagascar Water Rail,22692504,Madagascar Rail,
Rallus obsoletus,Western Rail,22731577,Ridgway's Rail,
Rallus semiplumbeus,Bogotá Rail,22692482,Bogota Rail,
Rallus tenuirostris,Highland Rail,22728525,Mexican Rail,
Rallus wetmorei,,22692476,Plain-flanked Rail,
Ramphastos ambiguus,,22727999,Yellow-throated Toucan,Ramphastos swainsonii
Ramphastos ariel,,22726233,Ariel Toucan,
Ramphastos brevis,Chocó Toucan,22682105,Choco Toucan,
Ramphastos citreolaemus,,62220237,Citron-throated Toucan,
Ramphastos culminatus,,22726239,Yellow-ridged Toucan,
Ramphastos cuvieri,,22682159,Cuvier's Toucan,
Ramphastos dicolorus,Green-billed Toucan,22682129,Red-breasted Toucan,
Ramphastos sulfuratus,,22682102,Keel-billed Toucan,
Ramphastos toco,,22682164,Toco Toucan,
Ramphastos tucanus,White-throated Toucan,22682153,Red-billed Toucan,
Ramphastos vitellinus,,22726222,Channel-billed Toucan,
Ramphiculus epius,,22725071,Maroon-chinned Fruit-dove,
Ramphiculus fischeri,,22728038,Red-eared Fruit-dove,
Ramphiculus jambu,"Jambu Fruit Dove, Jambu Fruit-Dove",22691341,Jambu Fruit-dove,Ptilinopus jambu
