scientificName,IUCN_Species_Code,IUCN_common_name,altcommonNames,Synonym
Rhyticeros everetti,22682535,Sumba Hornbill,,"Rhyticeros everetti, Aceros everetti"
Rhyticeros narcondami,22682531,Narcondam Hornbill,,Aceros narcondami
Rhyticeros plicatus,22682544,Papuan Hornbill,Blyth's Hornbill,Aceros plicatus
Rhyticeros subruficollis,22682541,Plain-pouched Hornbill,,Aceros subruficollis
Rhyticeros undulatus,22682528,Wreathed Hornbill,,Aceros undulatus
Rhytipterna holerythra,22700373,Rufous Mourner,,
Rhytipterna immunda,22700380,Pale-bellied Mourner,,
Rhytipterna simplex,22700376,Greyish Mourner,Grayish Mourner,
Riccordia bicolor,22687380,Blue-headed Hummingbird,,Cyanophaia bicolor
Riccordia bracei,22687333,Brace's Emerald,,Chlorostilbon bracei
Riccordia elegans,22728709,Caribbean Emerald,,Chlorostilbon elegans
Riccordia maugaeus,22687339,Puerto Rican Emerald,,Chlorostilbon maugaeus
Riccordia ricordii,22687330,Cuban Emerald,,Chlorostilbon ricordii
Riccordia swainsonii,22687336,Hispaniolan Emerald,,Chlorostilbon swainsonii
Ridgwayia pinicola,22708391,Aztec Thrush,,"Ridgwayia pinicola pinicola, Zoothera pinicola"
Rigidipenna inexpectata,22734967,Solomons Frogmouth,,
Riparia chinensis,103815539,Asian Plain Martin,,
Riparia congica,22712189,Congo Sand Martin,Congo Martin,
Riparia cowani,103815494,Madagascar Plain Martin,,
Riparia diluta,22736052,Pale Sand Martin,,
Riparia paludicola,103815402,African Plain Martin,,
Riparia riparia,103815961,Collared Sand Martin,"Bank Swallow, Sand Martin",
Rissa brevirostris,22694502,Red-legged Kittiwake,,
Rissa tridactyla,22694497,Black-legged Kittiwake,Kittiwake,
Robsonius rabori,103798817,Cordillera Ground-warbler,Rusty-faced Babbler,
Robsonius sorsogonensis,22735664,Bicol Ground-warbler,Grey-banded Babbler,
Robsonius thompsoni,103799569,Sierra Madre Ground-warbler,,
Rollandia microptera,22696533,Titicaca Grebe,Short-winged Grebe,Rollandia micropterum
Rollandia rolland,22696530,White-tufted Grebe,,
Rollulus rouloul,22679106,Crested Partridge,,Phasianus roulroul
Roraimia adusta,22702695,Roraiman Barbtail,,
Rostratula australis,22735692,Australian Painted-snipe,,
Rostratula benghalensis,22735810,Greater Painted-snipe,"Greater Painted Snipe, Greater Painted-Snipe, Painted Snipe",
Rostrhamus sociabilis,22695048,Snail Kite,,
Rougetius rougetii,22692548,Rouget's Rail,,
Rowettia goughensis,22723149,Gough Island Finch,"Gough Bunting, Gough Finch",Nesospiza goughensis
Rubigula dispar,103827052,Ruby-throated Bulbul,,Pycnonotus dispar
Rubigula flaviventris,103826151,Black-crested Bulbul,,Pycnonotus flaviventris
Rubigula gularis,103826116,Flame-throated Bulbul,,Pycnonotus gularis
Rubigula melanictera,103825842,Black-capped Bulbul,,Pycnonotus melanicterus
Rubigula montis,103827210,Bornean Bulbul,,Pycnonotus montis
Rufirallus castaneiceps,22692320,Chestnut-headed Crake,,Anurolimnas castaneiceps
Rufirallus viridis,22692323,Russet-crowned Crake,,"Laterallus viridis, Anurolimnas viridis"
Rukia longirostra,22714271,Long-billed White-eye,Large Ponhpei White-eye,
Rukia ruki,22714275,Teardrop White-eye,"Faichuk White-eye, Great Truk White-eye, Large Truk White-eye, Truk White-eye",
Rupicola peruvianus,22700974,Andean Cock-of-the-rock,,Rupicola peruviana
Rupicola rupicola,22700971,Guianan Cock-of-the-rock,,
Rupornis magnirostris,22695880,Roadside Hawk,,Buteo magnirostris
Rynchops albicollis,22694268,Indian Skimmer,,
Rynchops flavirostris,22694262,African Skimmer,,
Rynchops niger,22694256,Black Skimmer,,Rhynchops niger niger
Sagittarius serpentarius,22696221,Secretarybird,Secretary Bird,
Sakesphorus canadensis,103657712,Black-crested Antshrike,,
Sakesphorus cristatus,22701257,Silvery-cheeked Antshrike,,
Sakesphorus luctuosus,22701269,Glossy Antshrike,,
Sakesphorus pulchellus,103657716,Streak-fronted Antshrike,,
Salpinctes obsoletus,22711332,Rock Wren,,
Salpornis salvadori,103882123,African Spotted Creeper,,
Salpornis spilonota,103882026,Indian Spotted Creeper,,
Saltator albicollis,22723907,Lesser Antillean Saltator,,
Saltator atriceps,22723869,Black-headed Saltator,,
Saltator atricollis,22723901,Black-throated Saltator,,
Saltator atripennis,22723875,Black-winged Saltator,,
Saltator aurantiirostris,22723892,Golden-billed Saltator,,
Saltator cinctus,22723898,Masked Saltator,,
Saltator coerulescens,103812647,Amazonian Grey Saltator,,
Saltator fuliginosus,22723858,Black-throated Grosbeak,,Pitylus fuliginosus fuliginosus
Saltator grandis,103812680,Northern Grey Saltator,,
Saltator grossus,22723846,Slate-colored Grosbeak,Slate-coloured Grosbeak,Pitylus grossus grossus
Saltator maxillosus,22723895,Thick-billed Saltator,,
Saltator maximus,22723872,Buff-throated Saltator,,
Saltator multicolor,22723042,Many-colored Chaco Finch,"Many-colored Chaco-Finch, Many-coloured Chaco-finch",Saltatricula multicolor
Saltator nigriceps,22723889,Black-cowled Saltator,,
Saltator olivascens,103812685,Caribbean Grey Saltator,,Saltator plumbeus
Saltator orenocensis,22723885,Orinocan Saltator,Orinoco Saltator,
Saltator similis,22723882,Green-winged Saltator,,
Saltator striatipectus,22731538,Streaked Saltator,,
Salvadorina waigiuensis,22680127,Salvadori's Teal,,
Sapayoa aenigma,22698786,Sapayoa,Broad-billed Sapayoa,
Sappho sparganurus,22687977,Red-tailed Comet,,Sappho sparganura
Sarcogyps calvus,22695254,Red-headed Vulture,"Indian Black Vulture, Pondicherry Vulture",
Sarcophanops samarensis,22698727,Visayan Wattled Broadbill,Visayan Broadbill,Eurylaimus samarensis
Sarcophanops steerii,22698738,Mindanao Wattled Broadbill,"Mindanao Broadbill, Wattled Broadbill",Eurylaimus steerii
Sarcops calvus,22710985,Coleto,,
Sarcoramphus papa,22697645,King Vulture,,
Sarkidiornis melanotos,45953631,African Comb Duck,,
Sarkidiornis sylvicola,22724744,American Comb Duck,,
Saroglossa spilopterus,22710829,Spot-winged Starling,,
Sarothrura affinis,22692236,Striped Flufftail,Red-tailed Flufftail,
Sarothrura ayresi,22692245,White-winged Flufftail,White-winged Crake,"Ortygops ayresi , Coturnicops ayresi"
Sarothrura boehmi,22692232,Streaky-breasted Flufftail,,
Sarothrura elegans,22692219,Buff-spotted Flufftail,,
Sarothrura insularis,22692241,Madagascar Flufftail,,
Sarothrura lugens,22692227,Chestnut-headed Flufftail,Long-toed Flufftail,
Sarothrura pulchra,22692215,White-spotted Flufftail,,
Sarothrura rufa,22692223,Red-chested Flufftail,,
Sarothrura watersi,22692250,Slender-billed Flufftail,"Waters's Crake, Waters's Flufftail",
Sasia abnormis,22680789,Rufous Piculet,,
Sasia ochracea,22680792,White-browed Piculet,,
Satrapa icterophrys,22700315,Yellow-browed Tyrant,,
Saucerottia beryllina,22687583,Berylline Hummingbird,,"Saucerottia beryllina, Amazilia beryllina"
Saucerottia castaneiventris,22687614,Chestnut-bellied Hummingbird,,Amazilia castaneiventris
Saucerottia cupreicauda,61201753,Copper-tailed Hummingbird,,Amazilia cupreicauda
Saucerottia cyanocephala,22687577,Azure-crowned Hummingbird,,Amazilia cyanocephala
Saucerottia cyanura,22687587,Blue-tailed Hummingbird,,Amazilia cyanura
Saucerottia edward,22687599,Snowy-bellied Hummingbird,,Amazilia edward
Saucerottia saucerottei,22687590,Steely-vented Hummingbird,,"Amazilia saucerrottei, Amazilia saucerottei"
Saucerottia tobaci,22687593,Copper-rumped Hummingbird,,Amazilia tobaci
Saucerottia viridigaster,61201742,Green-bellied Hummingbird,,Amazilia viridigaster
Saundersilarus saundersi,22694436,Saunders's Gull,Chinese Black-headed Gull,Larus saundersi
Saxicola caprata,22710209,Pied Bushchat,"Pied Bush Chat, Pied Stonechat",
Saxicola dacotiae,22710177,Fuerteventura Stonechat,"Canary Chat, Canary Islands Bush Chat, Canary Islands Chat, Canary Islands Stonechat",
Saxicola ferreus,22710218,Grey Bushchat,Grey Bush Chat,Saxicola ferrea
Saxicola gutturalis,22710226,White-bellied Bushchat,"Timor Bushchat, White-bellied Bush Chat",
Saxicola insignis,22710172,White-throated Bushchat,"Hodgson's Bushchat, White-throated Bush Chat",
Saxicola jerdoni,22710214,Jerdon's Bushchat,Jerdon's Bush Chat,
Saxicola leucurus,22710202,White-tailed Stonechat,,Saxicola leucura
Saxicola macrorhynchus,22710160,White-browed Bushchat,"Stoliczka's Bushchat, White-browed Bush Chat",Saxicola macrorhyncha
Saxicola rubetra,22710156,Whinchat,,
Saxicola tectes,22710197,Reunion Stonechat,Réunion Stonechat,
Saxicola torquatus,22710184,Common Stonechat,"Eurasian Stonechat, Stonechat",Saxicola torquata
Sayornis nigricans,22699892,Black Phoebe,,
Sayornis phoebe,22699886,Eastern Phoebe,,
Sayornis saya,22699889,Say's Phoebe,,
Scelorchilus albicollis,22703434,White-throated Tapaculo,,
Scelorchilus rubecula,22703437,Chucao Tapaculo,,
Scenopoeetes dentirostris,22703627,Tooth-billed Bowerbird,Tooth-billed Catbird,Ailuroedus dentirostris dentirostris
Scepomycter winifredae,22714578,Winifred's Warbler,"Mrs Moreau's Warbler, Mrs. Moreau's Warbler","Bathmocercus winifredae, Scepomycter winifredae, Artisornis winifredae"
Schetba rufa,22708016,Rufous Vanga,,
Schiffornis aenea,103677427,Foothill Mourner,,
Schiffornis major,22700617,Varzea Schiffornis,Greater Schiffornis,
Schiffornis olivacea,103677334,Olivaceous Mourner,,
Schiffornis stenorhyncha,103677383,Russet-winged Mourner,,
Schiffornis turdina,103677312,Brown-winged Mourner,,
Schiffornis veraepacis,103677449,Northern Mourner,,
Schiffornis virescens,22700629,Greenish Schiffornis,,
Schistes albogularis,22726824,Western Wedge-billed Hummingbird,,
Schistes geoffroyi,22726816,Eastern Wedge-billed Hummingbird,Wedge-billed Hummingbird,
Schistochlamys melanopis,22722123,Black-faced Tanager,,
Schistochlamys ruficapillus,22722120,Cinnamon Tanager,,
Schistolais leontica,22713638,Sierra Leone Prinia,White-eyed Prinia,Prinia leontica
Schistolais leucopogon,22713643,White-chinned Prinia,Sierra Leone Prinia,Prinia leucopogon
Schoenicola platyurus,22715577,Broad-tailed Grassbird,,Schoenicola platyura
Schoenicola striatus,22715559,Bristled Grassbird,,"Chaetornis striatus, Chaetornis striata"
Schoeniophylax phryganophilus,22702276,Chotoy Spinetail,,Schoeniophylax phryganophila
Schoeniparus brunneus,22716624,Dusky Fulvetta,,Alcippe brunnea
Schoeniparus castaneceps,22735177,Rufous-winged Fulvetta,,Alcippe castaneceps
Schoeniparus cinereus,22716593,Yellow-throated Fulvetta,,Alcippe cinerea
Schoeniparus dubius,22716627,Rusty-capped Fulvetta,,Alcippe dubia
Schoeniparus klossi,22734588,Black-crowned Fulvetta,,Alcippe klossi
Schoeniparus rufogularis,22716621,Rufous-throated Fulvetta,,Alcippe rufogularis
Schoeniparus variegaticeps,22716588,Golden-fronted Fulvetta,"Gold-fronted Fulvetta, Yellow-fronted Fulvetta","Pseudominla variegaticeps, Alcippe variegaticeps"
Schoutedenapus myoptilus,157470471,Scarce Swift,,Schoutedenapus schoutedeni
Sciaphylax castanea,22733153,Northern Chestnut-tailed Antbird,Zimmer's Antbird,Myrmeciza castanea
Sciaphylax hemimelaena,22733838,Southern Chestnut-tailed Antbird,Chestnut-tailed Antbird,Myrmeciza hemimelaena
Scissirostrum dubium,22711001,Grosbeak Starling,Finch-billed Myna,
Sclateria naevia,22701749,Silvered Antbird,,
Scleroptila afra,22678764,Grey-winged Francolin,Grey-wing Francolin,"Francolinus africanus, Scleroptila africanus, Perdix afra"
Scleroptila elgonensis,22727349,Elgon Francolin,,
Scleroptila finschi,22678760,Finsch's Francolin,,Francolinus finschi
Scleroptila gutturalis,22678790,Orange River Francolin,Orangeriver Francolin,"Francolinus gutturalis, Francolinus levaillantoides"
Scleroptila levaillantii,22678769,Red-winged Francolin,,Francolinus levaillantii
Scleroptila psilolaema,22727339,Moorland Francolin,,
Scleroptila shelleyi,22728223,Shelley's Francolin,,Francolinus shelleyi
Scleroptila streptophora,22678756,Ring-necked Francolin,,Francolinus streptophorus
Scleroptila whytei,22728215,Whyte's Francolin,,Francolinus whytei
Sclerurus albigularis,22702968,Grey-throated Leaftosser,Gray-throated Leaftosser,
Sclerurus caudacutus,22702972,Black-tailed Leaftosser,,
Sclerurus cearensis,103661256,Ceara Leaftosser,,
Sclerurus guatemalensis,22702978,Scaly-throated Leaftosser,,
Sclerurus mexicanus,22702962,Tawny-throated Leaftosser,,
Sclerurus rufigularis,22702965,Short-billed Leaftosser,,
Sclerurus scansor,103661252,Rufous-breasted Leaftosser,,
Scolopax bukidnonensis,22729854,Bukidnon Woodcock,,
Scolopax celebensis,22693065,Sulawesi Woodcock,,
Scolopax minor,22693072,American Woodcock,,
Scolopax mira,22693056,Amami Woodcock,,
Scolopax rochussenii,22693068,Moluccan Woodcock,Obi Woodcock,
Scolopax rosenbergii,22729848,New Guinea Woodcock,New Guniea Woodcock,
Scolopax rusticola,22693052,Eurasian Woodcock,Woodcock,
Scolopax saturata,22693060,Javan Woodcock,,
Scopus umbretta,22697356,Hamerkop,,
Scotocerca inquieta,22713547,Streaked Scrub-warbler,"Scrub Warbler, Streaked Scrub Warbler, Streaked Scrub-Warbler",
Scotopelia bouvieri,22689048,Vermiculated Fishing-owl,"Bouvier's Fishing Owl, Vermiculated Fishing Owl, Vermiculated Fishing-Owl",
Scotopelia peli,22689032,Pel's Fishing-owl,"Pel's Fishing Owl, Pel's Fishing-Owl",
Scotopelia ussheri,22689038,Rufous Fishing-owl,"Rufous Fishing Owl, Rufous Fishing-Owl, Ussher's Fishing Owl",
Scytalopus acutirostris,22729275,Tschudi's Tapaculo,Sharp-billed Tapaculo,
Scytalopus affinis,22733255,Ancash Tapaculo,,
Scytalopus altirostris,22733261,Neblina Tapaculo,,
Scytalopus alvarezlopezi,155256104,Tatamá Tapaculo,,
Scytalopus argentifrons,22703510,Silvery-fronted Tapaculo,,
Scytalopus atratus,22729245,White-crowned Tapaculo,Northern White-crowned Tapaculo,
Scytalopus bolivianus,22729251,Bolivian Tapaculo,"Bolivian White-crowned Tapaculo, Southern White-crowned Tapaculo",
Scytalopus canus,22736477,Paramillo Tapaculo,,
Scytalopus caracae,22729265,Caracas Tapaculo,,
Scytalopus chocoensis,22729076,Choco Tapaculo,Chocó Tapaculo,
Scytalopus diamantinensis,22736188,Diamantina Tapaculo,,
Scytalopus femoralis,22703496,Rufous-vented Tapaculo,,
Scytalopus fuscus,22729286,Dusky Tapaculo,,
Scytalopus gettyae,103660951,Junin Tapaculo,,
Scytalopus gonzagai,103661238,Boa Nova Tapaculo,,
Scytalopus griseicollis,22729291,Pale-bellied Tapaculo,"Andean Tapaculo, Rufous-rumped Tapaculo",
Scytalopus iraiensis,22728464,Marsh Tapaculo,,
Scytalopus latebricola,22703513,Brown-rumped Tapaculo,,
Scytalopus latrans,22730438,Blackish Tapaculo,,
Scytalopus macropus,22703493,Large-footed Tapaculo,,
Scytalopus magellanicus,22730463,Magellanic Tapaculo,,
Scytalopus meridanus,22736285,Merida Tapaculo,,
Scytalopus micropterus,22733272,Long-tailed Tapaculo,,
Scytalopus novacapitalis,22703531,Brasilia Tapaculo,Brasília Tapaculo,
Scytalopus opacus,22736482,Paramo Tapaculo,Paramillo Tapaculo,
Scytalopus pachecoi,22734687,Planalto Tapaculo,,
Scytalopus panamensis,22703501,Tacarcuna Tapaculo,Pale-throated Tapaculo,
Scytalopus parkeri,22733277,Chusquea Tapaculo,,
Scytalopus parvirostris,22729303,Trilling Tapaculo,,
Scytalopus perijanus,103661232,Perija Tapaculo,,
Scytalopus petrophilus,22736340,Rock Tapaculo,,
Scytalopus robbinsi,22733280,Ecuadorian Tapaculo,El Oro Tapaculo,
Scytalopus rodriguezi,22734661,Magdalena Tapaculo,Upper Magdalena Tapaculo,
Scytalopus sanctaemartae,22729258,Santa Marta Tapaculo,,Scytalopus sanctaemariae
Scytalopus schulenbergi,22724472,Diademed Tapaculo,,
Scytalopus simonsi,22729298,Puna Tapaculo,,
Scytalopus speluncae,22703527,Mouse-colored Tapaculo,Mouse-coloured Tapaculo,
Scytalopus spillmanni,22729270,Spillmann's Tapaculo,,
Scytalopus stilesi,22734658,Stiles's Tapaculo,,
Scytalopus superciliaris,22703524,White-browed Tapaculo,,
Scytalopus unicolor,22703487,Unicolored Tapaculo,Unicoloured Tapaculo,
Scytalopus urubambae,22733286,Vilcabamba Tapaculo,,
Scytalopus vicinior,22703505,Narino Tapaculo,,
Scytalopus zimmeri,22733291,Zimmer's Tapaculo,,
Scythrops novaehollandiae,22684079,Channel-billed Cuckoo,,
Seiurus aurocapilla,22721779,Ovenbird,,Seiurus aurocapillus
Selasphorus ardens,22688308,Glow-throated Hummingbird,,
Selasphorus calliope,22688232,Calliope Hummingbird,,Stellula calliope
Selasphorus ellioti,22688238,Wine-throated Hummingbird,,Atthis ellioti
Selasphorus flammula,22688302,Volcano Hummingbird,,
Selasphorus heloisa,22688235,Bumblebee Hummingbird,,Atthis heloisa
Selasphorus platycercus,22688293,Broad-tailed Hummingbird,,
Selasphorus rufus,22688296,Rufous Hummingbird,,
Selasphorus sasin,22688299,Allen's Hummingbird,,
Selasphorus scintilla,22688305,Scintillant Hummingbird,,
Selenidera gouldii,22682096,Gould's Toucanet,,Selenidera gouldi gouldi
Selenidera langsdorffii,22727108,Green-billed Toucanet,Golden-collared Toucanet,
Selenidera maculirostris,22682093,Spot-billed Toucanet,,
Selenidera nattereri,22682081,Tawny-tufted Toucanet,,
Selenidera piperivora,22682084,Guianan Toucanet,,Selenidera culik
Selenidera reinwardtii,22727100,Red-billed Toucanet,Golden-collared Toucanet,
Selenidera spectabilis,22682071,Yellow-eared Toucanet,,
Seleucidis melanoleucus,22706233,Twelve-wired Bird-of-paradise,Twelve-wired Bird-of-Paradise,Seleucidis melanoleuca
Semioptera wallacii,22706140,Standardwing Bird-of-paradise,"Standardwing, Wallace's Standardwing",
Semnornis frantzii,22681953,Prong-billed Barbet,,
Semnornis ramphastinus,22681956,Toucan Barbet,,
Sephanoides fernandensis,22687863,Juan Fernandez Firecrown,Juan Fernández Firecrown,
Sephanoides sephaniodes,22687857,Green-backed Firecrown,,Sephanoides sephanoides sephanoides
Sericornis beccarii,104008462,Tropical Scrubwren,,
Sericornis frontalis,22704539,White-browed Scrubwren,,
Sericornis humilis,22704542,Tasmanian Scrubwren,Brown Scrubwren,
Sericornis keri,22704546,Atherton Scrubwren,,
Sericornis magnirostra,22704559,Large-billed Scrubwren,,Sericornis magnirostris magnirostris
Sericornis nouhuysi,104008381,Large Scrubwren,,
Sericossypha albocristata,22722156,White-capped Tanager,,
Sericulus ardens,22736077,Flame Bowerbird,,
Sericulus aureus,103683932,Masked Bowerbird,,
Sericulus bakeri,22703671,Fire-maned Bowerbird,"Adelbert Bowerbird, Adelbert Regent Bowerbird",
Sericulus chrysocephalus,22703676,Regent Bowerbird,,
Serilophus lunatus,103656929,Silver-breasted Broadbill,,
Serilophus rubropygius,103656933,Grey-browed Broadbill,,
Serinus alario,22720301,Black-headed Canary,,
Serinus canaria,22720056,Island Canary,"Atlantic Canary, Canary, Common Canary",
Serinus canicollis,22736315,Cape Canary,,
Serinus flavivertex,22732947,Yellow-crowned Canary,,Serinus canicollis
Serinus nigriceps,22720078,Ethiopian Siskin,"Abyssinian Siskin, Black-headed Siskin",
Serinus pusillus,22720045,Red-fronted Serin,Fire-fronted Serin,
Serinus serinus,22720049,European Serin,Serin,
Serinus syriacus,22720053,Syrian Serin,,
Serpophaga cinerea,22699331,Torrent Tyrannulet,,
Serpophaga griseicapilla,22736536,Straneck's Tyrannulet,,
Serpophaga hypoleuca,22699337,River Tyrannulet,,
Serpophaga nigricans,22699334,Sooty Tyrannulet,,
Serpophaga subcristata,103681997,White-crested Tyrannulet,,Serpophaga munda
Setopagis heterura,22734672,Todd's Nightjar,,Caprimulgus heterura
Setopagis maculosa,22689859,Cayenne Nightjar,,Caprimulgus maculosa
Setopagis parvula,22734667,Little Nightjar,,Caprimulgus parvula
Setopagis whitelyi,22689865,Roraiman Nightjar,,Caprimulgus whitelyi
Setophaga adelaidae,22721711,Adelaide's Warbler,,Dendroica adelaidae
Setophaga americana,22721639,Northern Parula,,Parula americana
Setophaga angelae,22721749,Elfin Woods Warbler,Elfin-woods Warbler,Dendroica angelae
Setophaga auduboni,103798482,Audubon's Warbler,,
Setophaga caerulescens,22721673,Black-throated Blue Warbler,,Dendroica caerulescens
Setophaga castanea,22721734,Bay-breasted Warbler,,Dendroica castanea
Setophaga cerulea,22721740,Cerulean Warbler,,Dendroica cerulea
Setophaga chrysoparia,22721692,Golden-cheeked Warbler,,Dendroica chrysoparia
Setophaga citrina,22721876,Hooded Warbler,,Wilsonia citrina
Setophaga coronata,103798425,Myrtle Warbler,,Dendroica coronata
Setophaga delicata,22729431,Saint Lucia Warbler,"St Lucia Warbler, St. Lucia Warbler",Dendroica delicata
Setophaga discolor,22721725,Prairie Warbler,,Dendroica discolor
Setophaga dominica,22724793,Yellow-throated Warbler,,Dendroica dominica
Setophaga flavescens,22724802,Bahama Warbler,,"Dendroica dominica, Dendroica flavescens"
Setophaga fusca,22721695,Blackburnian Warbler,,Dendroica fusca
Setophaga graciae,22721708,Grace's Warbler,,Dendroica graciae
Setophaga graysoni,103798676,Socorro Parula,,
Setophaga kirtlandii,22721722,Kirtland's Warbler,,Dendroica kirtlandii
Setophaga magnolia,22721667,Magnolia Warbler,,Dendroica magnolia
Setophaga nigrescens,22721679,Black-throated Grey Warbler,Black-throated Gray Warbler,Dendroica nigrescens
Setophaga occidentalis,22721686,Hermit Warbler,,Dendroica occidentalis
Setophaga palmarum,22721731,Palm Warbler,,Dendroica palmarum
Setophaga pensylvanica,22721664,Chestnut-sided Warbler,,Dendroica pensylvanica
Setophaga petechia,22721657,American Yellow Warbler,"Golden Warbler, Yellow Warbler",Dendroica petechia
Setophaga pharetra,22721746,Arrowhead Warbler,,Dendroica pharetra
Setophaga pinus,22721719,Pine Warbler,,Dendroica pinus
Setophaga pitiayumi,103798640,Tropical Parula,,Parula pitiayumi
Setophaga pityophila,22721716,Olive-capped Warbler,,Dendroica pityophila
Setophaga plumbea,22721743,Plumbeous Warbler,,Dendroica plumbea
Setophaga ruticilla,22721762,American Redstart,,
Setophaga striata,22721737,Blackpoll Warbler,,Dendroica striata
Setophaga subita,22729426,Barbuda Warbler,,Dendroica subita
Setophaga tigrina,22721670,Cape May Warbler,,Dendroica tigrina
Setophaga townsendi,22721683,Townsend's Warbler,,Dendroica townsendi
Setophaga virens,22721689,Black-throated Green Warbler,,Dendroica virens
Setophaga vitellina,22721728,Vitelline Warbler,,Dendroica vitellina
Setornis criniger,22713158,Hook-billed Bulbul,,
Sheppardia aequatorialis,22709642,Equatorial Akalat,,
Sheppardia aurantiithorax,22735022,Rubeho Akalat,,
Sheppardia bocagei,103766783,Bocage's Akalat,,
Sheppardia cyornithopsis,22709637,Lowland Akalat,Akalat,
Sheppardia gabela,22709655,Gabela Akalat,,
Sheppardia gunningi,22709650,East Coast Akalat,Gunning's Akalat,
Sheppardia lowei,22709667,Iringa Akalat,Iringa Ground Robin,Dryocichloides lowei lowei
Sheppardia montana,22709659,Usambara Akalat,Usambara Ground Robin,"Dryocichloides montanus, Alethe montana"
Sheppardia poensis,103766866,Short-tailed Akalat,,
Sheppardia polioptera,22709809,Grey-winged Akalat,"Grey-winged Robin, Grey-winged Robin-chat, Grey-winged Robin-Chat",Cossypha polioptera
Sheppardia sharpei,22709646,Sharpe's Akalat,,
Sholicola albiventris,22735423,White-bellied Sholakili,White-bellied Blue Robin,Myiomela albiventris
Sholicola major,22735416,Nilgiri Sholakili,Nilgiri Blue Robin,"Brachypteryx major, Dumeticola major, Myiomela major"
Sialia currucoides,22708556,Mountain Bluebird,,
Sialia mexicana,22708553,Western Bluebird,,
Sialia sialis,22708550,Eastern Bluebird,,
Sibia morrisoniana,22716572,Taiwan Barwing,Formosan Barwing,Actinodura morrisoniana
Sibia nipalensis,22716563,Hoary-throated Barwing,,Actinodura nipalensis
Sibia souliei,22716569,Streaked Barwing,,Actinodura souliei
Sibia waldeni,22716566,Streak-throated Barwing,,Actinodura waldeni
Sibirionetta formosa,22680317,Baikal Teal,,Anas formosa
Sicalis auriventris,22723326,Greater Yellow-finch,"Greater Yellow Finch, Greater Yellow-Finch",
Sicalis citrina,22723306,Stripe-tailed Yellow-finch,"Stripe-tailed Yellow Finch, Stripe-tailed Yellow-Finch",
Sicalis columbiana,22723341,Orange-fronted Yellow-finch,"Orange-fronted Yellow Finch, Orange-fronted Yellow-Finch",
Sicalis flaveola,22723346,Saffron Finch,,
Sicalis lebruni,22723336,Patagonian Yellow-finch,"Patagonian Yellow Finch, Patagonian Yellow-Finch",
Sicalis lutea,22723311,Puna Yellow-finch,"Puna Yellow Finch, Puna Yellow-Finch",
Sicalis luteocephala,22723321,Citron-headed Yellow-finch,"Citron-headed Yellow Finch, Citron-headed Yellow-Finch",
Sicalis luteola,22735428,Grassland Yellow-finch,Grassland Yellow-Finch,
Sicalis mendozae,103838548,Monte Yellow-finch,,
Sicalis olivascens,103838515,Greenish Yellow-finch,,
Sicalis raimondii,22723362,Raimondi's Yellow-finch,"Raimondi's Yellow Finch, Raimondi's Yellow-Finch",
Sicalis taczanowskii,22723367,Sulphur-throated Finch,,
Sicalis uropigyalis,22723316,Bright-rumped Yellow-finch,"Bright-rumped Yellow Finch, Bright-rumped Yellow-Finch",
Sigelus silens,22709113,Fiscal Flycatcher,,"Sigelus silens, Melaenornis silens"
Silvicultrix diadema,22699912,Yellow-bellied Chat-tyrant,Yellow-bellied Chat-Tyrant,"Silvicultrix diadema diadema, Ochthoeca diadema"
Silvicultrix frontalis,22699898,Crowned Chat-tyrant,Crowned Chat-Tyrant,"Silvicultrix frontalis frontalis, Ochthoeca frontalis"
Silvicultrix jelskii,22699905,Jelski's Chat-tyrant,Jelski's Chat-Tyrant,"Silvicultrix jelskii jelskii, Ochthoeca jelskii"
Silvicultrix pulchella,22699919,Golden-browed Chat-tyrant,Golden-browed Chat-Tyrant,"Silvicultrix pulchella pulchella, Ochthoeca pulchella"
Siphonorhis americana,22689738,Jamaican Poorwill,Jamaican Paraque,Siphonorhis americanus
Siphonorhis brewsteri,22689751,Least Poorwill,,
Sipia berlepschi,22701779,Stub-tailed Antbird,,"Sipia berlepschi berlepschi, Sipia berlepschi, Myrmeciza berlepschi"
Sipia laemosticta,22724857,Dull-mantled Antbird,,Myrmeciza laemosticta
Sipia nigricauda,22701813,Esmeraldas Antbird,,"Sipia nigricauda nigricauda, Sipia nigricauda, Myrmeciza nigricauda"
Sipia palliata,22724868,Magdalena Antbird,,"Myrmeciza laemosticta, Myrmeciza palliata"
Sipodotus wallacii,22703712,Wallace's Fairy-wren,Wallace's Fairywren,
Siptornis striaticollis,22702676,Spectacled Prickletail,,
Sirystes albocinereus,103682320,White-rumped Sirystes,,
Sirystes albogriseus,103682304,Choco Sirystes,,
Sirystes sibilator,103682292,Sibilant Sirystes,,
Sirystes subcanescens,103682324,Todd's Sirystes,,
Sitta arctica,22735379,Siberian Nuthatch,,
Sitta azurea,22711225,Blue Nuthatch,,
Sitta canadensis,22711196,Red-breasted Nuthatch,,
Sitta carolinensis,22711202,White-breasted Nuthatch,,
Sitta cashmirensis,22711158,Kashmir Nuthatch,,
Sitta castanea,103880076,Indian Nuthatch,,
Sitta cinnamoventris,103880146,Chestnut-bellied Nuthatch,,
Sitta europaea,103879804,Eurasian Nuthatch,,
Sitta formosa,22711231,Beautiful Nuthatch,,
Sitta frontalis,22711216,Velvet-fronted Nuthatch,,
